index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,873834.0,880940,no_ops,,,,,,,,,,,,,,0,1
1,880940.0,937176,"['shape_sorter_blocks', 'shape_sorter']",,,,,1.0,,,,,,,,,1,2
10,937176.0,941460,no_ops,,,,,,,,,,,,,,0,3
11,941460.0,948634,['pig'],,1.0,,,,,,,,,,,,0,3
12,948634.0,952918,no_ops,,,,,,,,,,,,,,0,3
13,952918.0,958800,['shape_sorter'],,,,,5.0,,,,,,,,,1,4
14,958800.0,962098,no_ops,,,,,,,,,,,,,,0,5
15,962098.0,970360,['pig'],,2.0,,,,,,,,,,,,0,5
16,970360.0,976684,"['bricks', 'pig']",1.0,2.0,,,,,,,,,,,,0,5
17,976684.0,989026,['pig'],,2.0,,,,,,,,,,,,0,5
18,990352.0,1097384,['popuppals'],,,1.0,,,,,,,,,,,0,5
19,1097384.0,1102892,no_ops,,,,,,,,,,,,,,0,5
20,1102892.0,1126556,['xylophone'],,,,1.0,,,,,,,,,,0,5
21,1128834.0,1138490,['pig'],,3.0,,,,,,,,,,,,0,5
22,1138490.0,1142434,"['bricks', 'pig']",2.0,3.0,,,,,,,,,,,,0,5
23,1142434.0,1150560,['pig'],,3.0,,,,,,,,,,,,0,5
24,1152430.0,1156816,['bricks'],3.0,,,,,,,,,,,,,0,5
25,1156816.0,1160624,no_ops,,,,,,,,,,,,,,0,5
26,1160624.0,1161678,['pig'],,4.0,,,,,,,,,,,,0,5
27,1162120.0,1164806,['bricks'],4.0,,,,,,,,,,,,,0,5
28,1164976.0,1181432,['pig'],,5.0,,,,,,,,,,,,0,5
29,1181432.0,1187416,"['pig', 'shape_sorter']",,5.0,,,6.0,,,,,,,,,0,5
30,1187416.0,1208734,"['shape_sorter_blocks', 'shape_sorter']",,,,,6.0,,,,,,,,,1,6
33,1208734.0,1212304,"['pig', 'shape_sorter']",,6.0,,,6.0,,,,,,,,,0,7
34,1212304.0,1213392,['pig'],,6.0,,,,,,,,,,,,0,7
35,1213970.0,1214650,['shape_sorter'],,,,,7.0,,,,,,,,,1,8
36,1215228.0,1232160,['pig'],,7.0,,,,,,,,,,,,0,9
37,1232160.0,1238518,no_ops,,,,,,,,,,,,,,0,9
38,1238518.0,1249466,['pig'],,8.0,,,,,,,,,,,,0,9
39,1249840.0,1266194,['xylophone'],,,,2.0,,,,,,,,,,0,9
40,1266466.0,1270274,['pig'],,9.0,,,,,,,,,,,,0,9
41,1270274.0,1284588,no_ops,,,,,,,,,,,,,,0,9
42,1284588.0,1379210,"['shape_sorter_blocks', 'shape_sorter']",,,,,8.0,,,,,,,,,1,10
