index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,825826.0,835210,no_ops,,,,,,,,,,,,,,0,1
1,835210.0,840582,['xylophone'],,,,1.0,,,,,,,,,,0,1
2,840582.0,877982,no_ops,,,,,,,,,,,,,,0,1
3,877982.0,887876,['popuppals'],,,1.0,,,,,,,,,,,0,1
4,887876.0,892602,no_ops,,,,,,,,,,,,,,0,1
5,892602.0,915246,['popuppals'],,,2.0,,,,,,,,,,,0,1
6,915246.0,920074,no_ops,,,,,,,,,,,,,,0,1
7,920074.0,920924,['popuppals'],,,3.0,,,,,,,,,,,0,1
8,920924.0,933300,no_ops,,,,,,,,,,,,,,0,1
9,933300.0,959004,['bricks'],1.0,,,,,,,,,,,,,0,1
10,959004.0,964070,no_ops,,,,,,,,,,,,,,0,1
11,964070.0,964988,['bricks'],3.0,,,,,,,,,,,,,0,1
12,964988.0,971108,no_ops,,,,,,,,,,,,,,0,1
13,971108.0,999566,['bricks'],4.0,,,,,,,,,,,,,0,1
14,999566.0,1002864,no_ops,,,,,,,,,,,,,,0,1
15,1002864.0,1013472,['bricks'],5.0,,,,,,,,,,,,,0,1
16,1013472.0,1027140,no_ops,,,,,,,,,,,,,,0,1
17,1027140.0,1035674,['shape_sorter'],,,,,1.0,,,,,,,,,1,2
18,1035674.0,1039856,no_ops,,,,,,,,,,,,,,0,3
19,1039856.0,1049104,['shape_sorter'],,,,,3.0,,,,,,,,,1,4
20,1049104.0,1061854,no_ops,,,,,,,,,,,,,,0,5
21,1061854.0,1160420,"['shape_sorter_blocks', 'shape_sorter']",,,,,4.0,,,,,,,,,1,6
30,1160420.0,1172184,no_ops,,,,,,,,,,,,,,0,7
31,1172184.0,1174938,['pig'],,1.0,,,,,,,,,,,,0,7
32,1174938.0,1193604,no_ops,,,,,,,,,,,,,,0,7
33,1193604.0,1200982,['pig'],,2.0,,,,,,,,,,,,0,7
34,1200982.0,1208530,no_ops,,,,,,,,,,,,,,0,7
35,1208530.0,1210570,['bricks'],7.0,,,,,,,,,,,,,0,7
36,1210570.0,1214378,no_ops,,,,,,,,,,,,,,0,7
37,1214378.0,1218492,['bricks'],8.0,,,,,,,,,,,,,0,7
38,1218492.0,1276428,no_ops,,,,,,,,,,,,,,0,7
39,1276428.0,1282514,['xylophone'],,,,2.0,,,,,,,,,,0,7
40,1282514.0,1292238,no_ops,,,,,,,,,,,,,,0,7
41,1292238.0,1323722,"['shape_sorter_blocks', 'shape_sorter']",,,,,6.0,,,,,,,,,1,8
