index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,816918,824534.0,,,,,,,,,1.0,,,,,['popuppals'],0,1
1,824534,828886.0,,,,,,,,,,,,,,no_ops,0,1
2,828886,849082.0,,,,,,,,,,,,,1.0,['xylophone'],0,1
3,850918,879342.0,,,,,,,,,2.0,,,,,['popuppals'],0,1
4,880056,896274.0,,,,,,,,,,,,,2.0,['xylophone'],0,1
5,897022,902258.0,,,,,,,,,3.0,,,,,['popuppals'],0,1
6,902258,906236.0,,,,,,,,,,,,,,no_ops,0,1
7,906236,917388.0,,,,,,,,,4.0,,,,,['popuppals'],0,1
8,917388,921604.0,,,,,,,,,,,,,,no_ops,0,1
9,921604,963662.0,,,,,,,,,5.0,,,,,['popuppals'],0,1
10,963662,969544.0,,,,,,,,,,,,,,no_ops,0,1
11,969544,982974.0,,,,,,,,,6.0,,,,,['popuppals'],0,1
12,982974,987496.0,,,,,,,,,,,,,,no_ops,0,1
13,987496,989842.0,,,,,,,,,7.0,,,,,['popuppals'],0,1
14,989842,1005278.0,,,,,,,,,,,,,,no_ops,0,1
15,1005278,1078242.0,,,,,,,,1.0,,,,,,['pig'],0,1
16,1078242,1099288.0,,,,,,,,1.0,,,,,3.0,"['pig', 'xylophone']",0,1
17,1099288,1110236.0,,,,,,,,1.0,,,,,,['pig'],0,1
18,1110236,1114282.0,,,,,,,,1.0,,,,,4.0,"['pig', 'xylophone']",0,1
19,1114282,1139578.0,,,,,,,,,,,,,4.0,['xylophone'],0,1
20,1139578,1142842.0,,,,,,,,,,,,,,no_ops,0,1
21,1142842,1155116.0,,,,,,,,,,,,,5.0,['xylophone'],0,1
22,1157836,1174802.0,1.0,,,,,,,,,,,,,['bricks'],0,1
23,1174802,1181398.0,,,,,,,,,,,,,,no_ops,0,1
24,1181398,1206286.0,,,,,,,,2.0,,,,,,['pig'],0,1
25,1206286,1209686.0,,,,,,,,2.0,,1.0,,,,"['pig', 'shape_sorter']",0,1
26,1209686,1240728.0,,,,,,,,,,1.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,2
29,1240728,1251268.0,,,,,,,,3.0,,,,,,['pig'],0,3
30,1251268,1301418.0,,,,,,,,,,,,,,no_ops,0,3
31,1301418,1303968.0,,,,,,,,,,,,,6.0,['xylophone'],0,3
32,1303968,1309068.0,,,,,,,,,,,,,,no_ops,0,3
33,1309068,1310292.0,,,,,,,,,,,,,7.0,['xylophone'],0,3
34,1310292,1333412.0,,,,,,,,,,,,,,no_ops,0,3
