index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,232424,305150.0,,,,,,,,,,1.0,1.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,1
21,305150,309162.0,,,,,,,,,,,,,,no_ops,0,2
22,309162,314262.0,,,,,,,,,,,5.0,,,['shape_sorter_blocks'],1,3
23,314262,330854.0,,,,,,,,,,,,,,no_ops,0,4
24,330854,353260.0,1.0,,,,,,,,,,,,,['bricks'],0,4
25,353260,368968.0,,,,,,,,,,,,,,no_ops,0,4
26,368968,375122.0,,,,,,,,,1.0,,,,,['popuppals'],0,4
27,375122,380698.0,,,,,,,,,,,,,,no_ops,0,4
28,380698,396814.0,,,,,,,,,2.0,,,,,['popuppals'],0,4
29,396814,401506.0,,,,,,,,,,,,,,no_ops,0,4
30,401506,402560.0,,,,,,,,,4.0,,,,,['popuppals'],0,4
31,402560,416432.0,,,,,,,,,,,,,,no_ops,0,4
32,416432,430644.0,,,,,,,,,,,,,1.0,['xylophone'],0,4
33,430644,452914.0,,,,,,,,,,,,,,no_ops,0,4
34,452914,577422.0,,,,,,,,,,,6.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,5
61,577422,583406.0,,,,,,,,,,,,,,no_ops,0,6
62,583406,645524.0,,,,,,,,,,,9.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,7
79,645524,666774.0,,,,,,,,,,,,,,no_ops,0,8
80,666774,696660.0,,,,,,,,,,,,,4.0,['xylophone'],0,8
81,696660,716754.0,,,,,,,,,,,,,,no_ops,0,8
