index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,417826.0,435336.0,no_ops,,,,,,,,,,,,,,0,1
1,435336.0,474606.0,['xylophone'],,,,1.0,,,,,,,,,,0,1
2,474606.0,482256.0,no_ops,,,,,,,,,,,,,,0,1
3,482256.0,490518.0,['popuppals'],,,1.0,,,,,,,,,,,0,1
4,490518.0,505376.0,no_ops,,,,,,,,,,,,,,0,1
5,505376.0,511496.0,['popuppals'],,,2.0,,,,,,,,,,,0,1
6,511496.0,519588.0,no_ops,,,,,,,,,,,,,,0,1
7,519588.0,525606.0,['xylophone'],,,,3.0,,,,,,,,,,0,1
8,525606.0,548352.0,no_ops,,,,,,,,,,,,,,0,1
9,548352.0,552500.0,['popuppals'],,,3.0,,,,,,,,,,,0,1
10,552500.0,568718.0,no_ops,,,,,,,,,,,,,,0,1
11,568718.0,587792.0,['popuppals'],,,4.0,,,,,,,,,,,0,1
12,587792.0,593606.0,no_ops,,,,,,,,,,,,,,0,1
13,593606.0,607886.0,['xylophone'],,,,4.0,,,,,,,,,,0,1
14,607886.0,615094.0,no_ops,,,,,,,,,,,,,,0,1
15,615094.0,622880.0,['bricks'],1.0,,,,,,,,,,,,,0,1
16,622880.0,627572.0,no_ops,,,,,,,,,,,,,,0,1
17,627572.0,650624.0,['bricks'],3.0,,,,,,,,,,,,,0,1
18,650624.0,668304.0,no_ops,,,,,,,,,,,,,,0,1
19,668304.0,682040.0,['bricks'],9.0,,,,,,,,,,,,,0,1
20,682040.0,686324.0,no_ops,,,,,,,,,,,,,,0,1
21,686324.0,693396.0,['bricks'],11.0,,,,,,,,,,,,,0,1
22,693396.0,697578.0,no_ops,,,,,,,,,,,,,,0,1
23,697578.0,698972.0,['bricks'],12.0,,,,,,,,,,,,,0,1
24,698972.0,707302.0,no_ops,,,,,,,,,,,,,,0,1
25,707302.0,719100.0,['bricks'],13.0,,,,,,,,,,,,,0,1
26,719100.0,723622.0,no_ops,,,,,,,,,,,,,,0,1
27,723622.0,727260.0,['bricks'],16.0,,,,,,,,,,,,,0,1
28,727260.0,731000.0,no_ops,,,,,,,,,,,,,,0,1
29,731000.0,735046.0,['bricks'],17.0,,,,,,,,,,,,,0,1
30,735046.0,777036.0,no_ops,,,,,,,,,,,,,,0,1
31,777036.0,782714.0,['pig'],,1.0,,,,,,,,,,,,0,1
32,782714.0,790126.0,no_ops,,,,,,,,,,,,,,0,1
33,790126.0,795056.0,['shape_sorter'],,,,,1.0,,,,,,,,,1,2
34,795056.0,800122.0,no_ops,,,,,,,,,,,,,,0,3
35,800122.0,806752.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,1.0,,,,,,,,1,4
38,806752.0,814538.0,no_ops,,,,,,,,,,,,,,0,5
39,814538.0,832728.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,2.0,,,,,,,,1,6
46,832728.0,837488.0,no_ops,,,,,,,,,,,,,,0,7
47,837488.0,847246.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,3.0,,,,,,,,1,8
50,847246.0,851904.0,no_ops,,,,,,,,,,,,,,0,9
51,851904.0,861356.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,4.0,,,,,,,,1,10
57,861356.0,864722.0,no_ops,,,,,,,,,,,,,,0,11
58,864722.0,868734.0,['shape_sorter_blocks'],,,,,,6.0,,,,,,,,1,12
59,868734.0,872440.0,no_ops,,,,,,,,,,,,,,0,13
60,872440.0,874208.0,['shape_sorter'],,,,,9.0,,,,,,,,,1,14
61,874208.0,878662.0,no_ops,,,,,,,,,,,,,,0,15
62,878662.0,892874.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,7.0,,,,,,,,1,16
67,892874.0,896104.0,no_ops,,,,,,,,,,,,,,0,17
68,896104.0,896546.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,12.0,9.0,,,,,,,,1,18
70,896546.0,901748.0,no_ops,,,,,,,,,,,,,,0,19
71,901748.0,903516.0,['shape_sorter'],,,,,13.0,,,,,,,,,1,20
72,903516.0,908956.0,no_ops,,,,,,,,,,,,,,0,21
73,908956.0,915110.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,10.0,,,,,,,,1,22
