onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord
889100.0,893146.0,['xylophone'],,,,1.0,,,,,,,,,
893146.0,908140.0,no_ops,,,,,,,,,,,,,
908140.0,925990.0,['xylophone'],,,,2.0,,,,,,,,,
925990.0,930648.0,no_ops,,,,,,,,,,,,,
930648.0,944792.0,['xylophone'],,,,4.0,,,,,,,,,
944792.0,947988.0,no_ops,,,,,,,,,,,,,
947988.0,963050.0,['xylophone'],,,,5.0,,,,,,,,,
963050.0,972978.0,no_ops,,,,,,,,,,,,,
972978.0,988686.0,['xylophone'],,,,6.0,,,,,,,,,
988686.0,993310.0,no_ops,,,,,,,,,,,,,
993310.0,1006264.0,['xylophone'],,,,7.0,,,,,,,,,
1006264.0,1017586.0,no_ops,,,,,,,,,,,,,
1017586.0,1024352.0,['popuppals'],,,1.0,,,,,,,,,,
1024352.0,1032410.0,no_ops,,,,,,,,,,,,,
1032410.0,1047540.0,['popuppals'],,,2.0,,,,,,,,,,
1047540.0,1052334.0,no_ops,,,,,,,,,,,,,
1052334.0,1062228.0,['popuppals'],,,4.0,,,,,,,,,,
1062228.0,1069096.0,no_ops,,,,,,,,,,,,,
1069096.0,1073176.0,['popuppals'],,,5.0,,,,,,,,,,
1073176.0,1082458.0,no_ops,,,,,,,,,,,,,
1082458.0,1086776.0,['popuppals'],,,6.0,,,,,,,,,,
1086776.0,1097452.0,no_ops,,,,,,,,,,,,,
1097452.0,1105544.0,['popuppals'],,,7.0,,,,,,,,,,
1105544.0,1109522.0,no_ops,,,,,,,,,,,,,
1109522.0,1111970.0,['popuppals'],,,8.0,,,,,,,,,,
1111970.0,1126012.0,no_ops,,,,,,,,,,,,,
1126012.0,1134376.0,['popuppals'],,,9.0,,,,,,,,,,
1134376.0,1141414.0,no_ops,,,,,,,,,,,,,
1141414.0,1144032.0,['xylophone'],,,,8.0,,,,,,,,,
1144032.0,1152430.0,no_ops,,,,,,,,,,,,,
1152430.0,1161610.0,['popuppals'],,,11.0,,,,,,,,,,
1161610.0,1166574.0,no_ops,,,,,,,,,,,,,
1166574.0,1192380.0,['popuppals'],,,12.0,,,,,,,,,,
1192380.0,1229950.0,no_ops,,,,,,,,,,,,,
1229950.0,1239878.0,['bricks'],1.0,,,,,,,,,,,,
1239878.0,1251030.0,no_ops,,,,,,,,,,,,,
1251030.0,1255484.0,['shape_sorter'],,,,,1.0,,,,,,,,
1255484.0,1272756.0,no_ops,,,,,,,,,,,,,
1272756.0,1279726.0,['shape_sorter'],,,,,2.0,,,,,,,,
1279726.0,1287002.0,no_ops,,,,,,,,,,,,,
1287002.0,1288294.0,['shape_sorter'],,,,,3.0,,,,,,,,
1288294.0,1307640.0,no_ops,,,,,,,,,,,,,
1307640.0,1311516.0,['popuppals'],,,14.0,,,,,,,,,,
1311516.0,1316174.0,no_ops,,,,,,,,,,,,,
1316174.0,1324062.0,['xylophone'],,,,9.0,,,,,,,,,
1324062.0,1336642.0,no_ops,,,,,,,,,,,,,
1336642.0,1345380.0,['xylophone'],,,,10.0,,,,,,,,,
1345380.0,1355002.0,no_ops,,,,,,,,,,,,,
1355002.0,1358164.0,['xylophone'],,,,11.0,,,,,,,,,
1358164.0,1398760.0,no_ops,,,,,,,,,,,,,
