index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,320790,321028,,,,,,,,,,1.0,,,,['shape_sorter'],1,1
1,321028,326570,,,,,,,,,,,,,,no_ops,0,2
2,326570,331942,,,,,,,,,,2.0,,,,['shape_sorter'],1,3
3,331942,336838,,,,,,,,,,,,,,no_ops,0,4
4,336838,355130,,,,,,,,,1.0,,,,,['popuppals'],0,4
5,355130,365364,,,,,,,,,,,,,,no_ops,0,4
6,365364,374782,,,,,,,,,2.0,,,,,['popuppals'],0,4
7,374782,394366,,,,,,,,,,,,,,no_ops,0,4
8,394366,425408,,,,,,,,,,3.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,5
13,425408,432412,,,,,,,,,,,,,,no_ops,0,6
14,432412,451554,1.0,,,,,,,,,,,,,['bricks'],0,6
15,451554,456994,,,,,,,,,,,,,,no_ops,0,6
16,456994,464576,2.0,,,,,,,,,,,,,['bricks'],0,6
17,465460,475286,,,,,,,,,,4.0,,,,['shape_sorter'],1,7
18,476068,482800,4.0,,,,,,,,,,,,,['bricks'],0,8
19,482800,483446,4.0,,,,,,,,,5.0,,,,"['bricks', 'shape_sorter']",0,8
20,483446,483888,4.0,,,,,,,,,,,,,['bricks'],0,8
21,483888,495652,,,,,,,,,,,,,,no_ops,0,8
22,495652,507382,,,,,,,,1.0,,,,,,['pig'],0,8
23,507382,516256,,,,,,,,,,,,,,no_ops,0,8
24,516256,520132,,,,,,,,3.0,,,,,,['pig'],0,8
25,520132,524212,,,,,,,,,,,,,,no_ops,0,8
26,524212,527578,,,,,,,,4.0,,,,,,['pig'],0,8
27,527578,536418,,,,,,,,,,,,,,no_ops,0,8
28,536418,569602,,,,,,,,,,,,,1.0,['xylophone'],0,8
29,569602,573444,5.0,,,,,,,,,,,,2.0,"['bricks', 'xylophone']",0,8
30,573444,574056,5.0,,,,,,,,,,,,,['bricks'],0,8
31,574056,576334,5.0,,,,,,,,,6.0,,,,"['bricks', 'shape_sorter']",0,8
32,576334,576912,5.0,,,,,,,,,,,,,['bricks'],0,8
33,576912,579666,5.0,,,,,,,,,,,,3.0,"['bricks', 'xylophone']",0,8
34,579666,584732,5.0,,,,,,,,,,,,,['bricks'],0,8
35,584732,589458,5.0,,,,,,,,,,,,4.0,"['bricks', 'xylophone']",0,8
36,589458,596734,5.0,,,,,,,,,,,,,['bricks'],0,8
37,597108,601188,,,,,,,,,,7.0,,,,['shape_sorter'],1,9
38,602888,603704,6.0,,,,,,,,,,,,,['bricks'],0,10
39,603704,619140,,,,,,,,,,,,,,no_ops,0,10
40,619140,619820,,,,,,,,,,,,,5.0,['xylophone'],0,10
41,619820,623424,7.0,,,,,,,,,,,,5.0,"['bricks', 'xylophone']",0,10
42,623424,628830,,,,,,,,,,,,,5.0,['xylophone'],0,10
43,628830,635494,,,,,,,,,,,,,,no_ops,0,10
44,635494,643518,,,,,,,,5.0,,,,,,['pig'],0,10
45,643518,647462,,,,,,,,,,,,,,no_ops,0,10
46,647462,657458,,,,,,,,,,8.0,,,,['shape_sorter'],1,11
47,657458,681360,,,,,,,,,,,,,,no_ops,0,12
48,681360,687786,,,,,,,,,,9.0,,,,['shape_sorter'],1,13
49,687786,694382,,,,,,,,,,,,,,no_ops,0,14
50,694382,713796,,,,,,,,,,10.0,,,,['shape_sorter'],1,15
51,713796,717774,8.0,,,,,,,,,10.0,,,,"['bricks', 'shape_sorter']",0,16
52,717774,734876,,,,,,,,,,10.0,,,,['shape_sorter'],1,17
53,737426,766360,9.0,,,,,,,,,,,,,['bricks'],0,18
54,766360,769726,,,,,,,,,,,,,,no_ops,0,18
55,769726,781048,11.0,,,,,,,,,,,,,['bricks'],0,18
56,781048,788188,,,,,,,,,,,,,,no_ops,0,18
57,788188,796892,,,,,,,,,3.0,,,,,['popuppals'],0,18
58,796892,802400,13.0,,,,,,,,3.0,,,,,"['bricks', 'popuppals']",0,18
59,802400,807500,,,,,,,,,3.0,,,,,['popuppals'],0,18
