index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,1723154.0,1738114.0,no_ops,,,,,,,,,,,,,,0,1
1,1738114.0,1745254.0,['shape_sorter_blocks'],,,,,,5.0,,,,,,,,1,2
2,1745254.0,1749844.0,no_ops,,,,,,,,,,,,,,0,3
3,1749844.0,1756100.0,['shape_sorter_blocks'],,,,,,6.0,,,,,,,,1,4
4,1756100.0,1761710.0,no_ops,,,,,,,,,,,,,,0,5
5,1761710.0,1787414.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,4.0,,,,,,,,,1,6
11,1787414.0,1790916.0,no_ops,,,,,,,,,,,,,,0,7
12,1790916.0,1792616.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,9.0,,,,,,,,1,8
14,1792616.0,1827228.0,no_ops,,,,,,,,,,,,,,0,9
15,1827228.0,1841372.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,10.0,,,,,,,,1,10
17,1841372.0,1861500.0,no_ops,,,,,,,,,,,,,,0,11
18,1861500.0,1868402.0,['shape_sorter'],,,,,9.0,,,,,,,,,1,12
19,1868402.0,1874862.0,no_ops,,,,,,,,,,,,,,0,13
20,1874862.0,1875542.0,['shape_sorter'],,,,,11.0,,,,,,,,,1,14
21,1875542.0,1895976.0,no_ops,,,,,,,,,,,,,,0,15
22,1895976.0,1900872.0,['shape_sorter_blocks'],,,,,,11.0,,,,,,,,1,16
23,1900872.0,1966798.0,no_ops,,,,,,,,,,,,,,0,17
24,1966798.0,1967886.0,['shape_sorter'],,,,,12.0,,,,,,,,,1,18
25,1967886.0,1985124.0,no_ops,,,,,,,,,,,,,,0,19
26,1985124.0,1990734.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,12.0,,,,,,,,1,20
28,1990734.0,1999880.0,no_ops,,,,,,,,,,,,,,0,21
29,1999880.0,2004776.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,14.0,,,,,,,,1,22
31,2004776.0,2013038.0,no_ops,,,,,,,,,,,,,,0,23
32,2013038.0,2016778.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,15.0,,,,,,,,1,24
34,2016778.0,2025720.0,no_ops,,,,,,,,,,,,,,0,25
35,2025720.0,2035614.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,16.0,,,,,,,,1,26
38,2035614.0,2039660.0,no_ops,,,,,,,,,,,,,,0,27
39,2039660.0,2042312.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,17.0,,,,,,,,1,28
42,2042312.0,2050370.0,no_ops,,,,,,,,,,,,,,0,29
43,2050370.0,2059244.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,19.0,,,,,,,,,1,30
46,2059244.0,2069580.0,no_ops,,,,,,,,,,,,,,0,31
47,2069580.0,2107898.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,19.0,,,,,,,,1,32
54,2107898.0,2110958.0,no_ops,,,,,,,,,,,,,,0,33
55,2110958.0,2122620.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,20.0,,,,,,,,1,34
59,2122620.0,2130678.0,no_ops,,,,,,,,,,,,,,0,35
60,2130678.0,2137648.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,26.0,,,,,,,,,1,36
62,2137648.0,2210952.0,no_ops,,,,,,,,,,,,,,0,37
