index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,735148.0,782034.0,no_ops,,,,,,,,,,,,,,0,1
1,782034.0,788018.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,1.0,1.0,,,,,,,,1,2
2,788018.0,796586.0,no_ops,,,,,,,,,,,,,,0,3
3,796586.0,802706.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,2.0,2.0,,,,,,,,1,4
4,802706.0,806412.0,no_ops,,,,,,,,,,,,,,0,5
5,806412.0,811818.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,3.0,3.0,,,,,,,,1,6
6,811818.0,818924.0,no_ops,,,,,,,,,,,,,,0,7
7,818924.0,831674.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,4.0,4.0,,,,,,,,1,8
8,831674.0,836604.0,no_ops,,,,,,,,,,,,,,0,9
9,836604.0,846872.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,6.0,6.0,,,,,,,,1,10
10,846872.0,863396.0,no_ops,,,,,,,,,,,,,,0,11
11,863396.0,883082.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,8.0,8.0,,,,,,,,1,12
12,883082.0,887706.0,no_ops,,,,,,,,,,,,,,0,13
13,887706.0,898994.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,11.0,11.0,,,,,,,,1,14
14,898994.0,903686.0,no_ops,,,,,,,,,,,,,,0,15
15,903686.0,910078.0,['shape_sorter'],,,,,12.0,,,,,,,,,1,16
16,910078.0,923746.0,no_ops,,,,,,,,,,,,,,0,17
17,923746.0,939998.0,['shape_sorter'],,,,,13.0,,,,,,,,,1,18
18,939998.0,950028.0,no_ops,,,,,,,,,,,,,,0,19
19,950028.0,955128.0,['shape_sorter'],,,,,14.0,,,,,,,,,1,20
20,955128.0,959140.0,no_ops,,,,,,,,,,,,,,0,21
21,959140.0,1007012.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,12.0,,,,,,,,1,22
29,1007012.0,1010276.0,no_ops,,,,,,,,,,,,,,0,23
30,1010276.0,1011602.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,20.0,15.0,,,,,,,,1,24
31,1011602.0,1018028.0,no_ops,,,,,,,,,,,,,,0,25
32,1018028.0,1019830.0,['shape_sorter'],,,,,21.0,,,,,,,,,1,26
33,1019830.0,1025100.0,no_ops,,,,,,,,,,,,,,0,27
34,1025100.0,1031220.0,"['shape_sorter', 'shape_sorter_blocks']",,,,,22.0,16.0,,,,,,,,1,28
35,1031220.0,1034416.0,no_ops,,,,,,,,,,,,,,0,29
36,1034416.0,1037136.0,['shape_sorter_blocks'],,,,,,17.0,,,,,,,,1,30
37,1037136.0,1041590.0,no_ops,,,,,,,,,,,,,,0,31
38,1041590.0,1057230.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,18.0,,,,,,,,1,32
42,1057230.0,1065118.0,no_ops,,,,,,,,,,,,,,0,33
43,1065118.0,1071544.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,25.0,19.0,,,,,,,,1,34
45,1071544.0,1075998.0,no_ops,,,,,,,,,,,,,,0,35
46,1075998.0,1078412.0,['shape_sorter'],,,,,26.0,,,,,,,,,1,36
47,1078412.0,1086062.0,no_ops,,,,,,,,,,,,,,0,37
48,1086062.0,1107312.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,20.0,,,,,,,,1,38
54,1107312.0,1114520.0,no_ops,,,,,,,,,,,,,,0,39
55,1114520.0,1117648.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,22.0,,,,,,,,1,40
57,1117648.0,1121422.0,no_ops,,,,,,,,,,,,,,0,41
58,1121422.0,1145970.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,31.0,23.0,,,,,,,,1,42
60,1145970.0,1193400.0,no_ops,,,,,,,,,,,,,,0,43
