index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,296888,301750,,,,,,,,,,,,,1.0,['xylophone'],0,1
1,301750,349962,,,,,,,,,,,,,,no_ops,0,1
2,349962,431324,,,,,,,,,1.0,,,,,['popuppals'],0,1
3,431324,435200,,,,,,,,,,,,,,no_ops,0,1
4,435200,489090,,,,,,,,,2.0,,,,,['popuppals'],0,1
5,489090,493510,,,,,,,,,,,,,,no_ops,0,1
6,493510,525232,,,,,,,,,6.0,,,,,['popuppals'],0,1
7,525232,528564,,,,,,,,,,,,,,no_ops,0,1
8,528564,589696,,,,,,,,,10.0,,,,,['popuppals'],0,1
9,589696,595408,,,,,,,,,,,,,,no_ops,0,1
10,595408,602786,,,,,,,,1.0,,,,,,['pig'],0,1
11,603466,608260,,,,,,,,,,,,,2.0,['xylophone'],0,1
12,608260,626688,,,,,,,,,,,,,,no_ops,0,1
13,626688,632332,,,,,,,,,,,,,3.0,['xylophone'],0,1
14,632774,717502,,,,,,,,,12.0,,,,,['popuppals'],0,1
15,717502,724064,,,,,,,,,,,,,,no_ops,0,1
16,724064,736134,,,,,,,,,,1.0,,,,['shape_sorter'],1,2
17,736134,743648,,,,,,,,,,,,,,no_ops,0,3
18,743648,763436,,,,,,,,,,2.0,,,,['shape_sorter'],1,4
19,763436,784448,,,,,,,,,,,,,,no_ops,0,5
20,784448,801278,,,,,,,,,13.0,,,,,['popuppals'],0,5
21,801278,806956,,,,,,,,,,,,,,no_ops,0,5
22,806956,814402,,,,,,,,,,,1.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,6
