index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,818550,833000,,,,,,,,,1.0,,,,,['popuppals'],0,1
1,833000,837420,,,,,,,,,,,,,,no_ops,0,1
2,837420,851360,,,,,,,,,2.0,,,,,['popuppals'],0,1
3,851360,857106,,,,,,,,,,,,,,no_ops,0,1
4,857106,860710,,,,,,,,,4.0,,,,,['popuppals'],0,1
5,860710,864144,,,,,,,,,,,,,,no_ops,0,1
6,864144,879648,,,,,,,,,5.0,,,,,['popuppals'],0,1
7,879648,886992,,,,,,,,,,,,,,no_ops,0,1
8,886992,907188,,,,,,,,,7.0,,,,,['popuppals'],0,1
9,907188,912424,,,,,,,,,,,,,,no_ops,0,1
10,912424,920720,,,,,,,,,9.0,,,,,['popuppals'],0,1
11,920720,925446,,,,,,,,,,,,,,no_ops,0,1
12,925446,927044,,,,,,,,,10.0,,,,,['popuppals'],0,1
13,927044,934048,,,,,,,,,,,,,,no_ops,0,1
14,934048,942786,,,,,,,,,,1.0,,,,['shape_sorter'],1,2
15,942786,950062,,,,,,,,,,,,,,no_ops,0,3
16,950062,975596,,,,,,,,,,,,,1.0,['xylophone'],0,3
17,975596,978928,,,,,,,,,,,,,,no_ops,0,3
18,978928,983518,,,,,,,,,,,,,2.0,['xylophone'],0,3
19,983518,990692,,,,,,,,,,,,,,no_ops,0,3
20,990692,992800,,,,,,,,,,,,,3.0,['xylophone'],0,3
21,992800,1003068,,,,,,,,,,,,,,no_ops,0,3
22,1003068,1006230,,,,,,,,,,,,,4.0,['xylophone'],0,3
23,1006230,1009324,,,,,,,,,,,,,,no_ops,0,3
24,1009324,1010820,,,,,,,,,,,,,5.0,['xylophone'],0,3
25,1010820,1016396,,,,,,,,,,,,,,no_ops,0,3
26,1016396,1017790,,,,,,,,,,,,,6.0,['xylophone'],0,3
27,1017790,1026324,,,,,,,,,,,,,,no_ops,0,3
28,1026324,1135362,,,,,,,,,,2.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,4
50,1135362,1154810,,,,,,,,1.0,,,4.0,,,"['pig', 'shape_sorter_blocks']",0,5
51,1154810,1156646,,,,,,,,1.0,,13.0,4.0,,,"['pig', 'shape_sorter', 'shape_sorter_blocks']",0,5
52,1156646,1157190,,,,,,,,1.0,,13.0,,,,"['pig', 'shape_sorter']",0,5
53,1157190,1194794,,,,,,,,1.0,,,,,,['pig'],0,5
54,1194794,1195542,,,,,,,,1.0,,,,,7.0,"['pig', 'xylophone']",0,5
55,1195542,1210094,,,,,,,,1.0,,,,,,['pig'],0,5
56,1210094,1224782,,,,,,,,,,,,,,no_ops,0,5
57,1224782,1290810,1.0,,,,,,,,,,,,,['bricks'],0,5
58,1290810,1296284,,,,,,,,,,,,,,no_ops,0,5
59,1296284,1312128,3.0,,,,,,,,,,,,,['bricks'],0,5
60,1312128,1317024,,,,,,,,,,,,,,no_ops,0,5
61,1317024,1321988,5.0,,,,,,,,,,,,,['bricks'],0,5
