index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,1908862,1928310.0,,,,,,,,,17.0,,,,,['popuppals'],0,1
1,1928310,1932152.0,,,,,,,,,,,,,,no_ops,0,1
2,1932152,1953878.0,,,,,,,,,19.0,,,,,['popuppals'],0,1
3,1953878,1957686.0,,,,,,,,,,,,,,no_ops,0,1
4,1957686,1992910.0,,,,,,,,,21.0,,,,,['popuppals'],0,1
5,1992910,2003450.0,,,,,,,,,,,,,,no_ops,0,1
6,2003450,2024496.0,,,,,,,,,26.0,,,,,['popuppals'],0,1
7,2024496,2027692.0,,,,,,,,,,,,,,no_ops,0,1
8,2027692,2064174.0,,,,,,,,,30.0,,,,,['popuppals'],0,1
9,2064174,2068900.0,,,,,,,,,,,,,,no_ops,0,1
10,2068900,2071858.0,,,,,,,,,33.0,,,,,['popuppals'],0,1
11,2071858,2090286.0,,,,,,,,,,,,,,no_ops,0,1
12,2090286,2135506.0,,,,,,,,,,6.0,4.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,2
22,2135506,2144108.0,,,,,,,,,,,,,,no_ops,0,3
23,2144108,2264298.0,,,,,,,,,,,7.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,4
53,2264298,2267902.0,,,,,,,,,,,,,,no_ops,0,5
54,2267902,2289594.0,,,,,,,,,,26.0,15.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,6
60,2289594,2296972.0,,,,,,,,,,,,,,no_ops,0,7
61,2296972,2297414.0,,,,,,,,,,,17.0,,,['shape_sorter_blocks'],1,8
62,2297414,2328864.0,,,,,,,,,,,,,,no_ops,0,9
63,2328864,2329204.0,1.0,,,,,,,,,,,,,['bricks'],0,9
64,2329204,2346952.0,,,,,,,,,,,,,,no_ops,0,9
65,2346952,2380612.0,2.0,,,,,,,,,,,,,['bricks'],0,9
66,2380612,2395844.0,,,,,,,,,,,,,,no_ops,0,9
67,2395844,2405228.0,,,,,,,,,,29.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,10
70,2405228,2410940.0,,,,,,,,,,,,,,no_ops,0,11
