level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,792098.0,853162.0,,1.0,1.0,,,,,,,,,,,"['bucket', 'balls']",1,1
14,14,853162.0,856222.0,,,,,,,,,,,,,,no_ops,0,2
15,15,856222.0,891548.0,,,,1.0,,,,,,,,,,['broom'],0,2
0,0,792098.0,853162.0,,1.0,1.0,,,,,,,,,,,"['bucket', 'balls']",1,1
14,14,853162.0,856222.0,,,,,,,,,,,,,,no_ops,0,2
15,15,856222.0,891548.0,,,,1.0,,,,,,,,,,['broom'],0,2
0,0,1018062.0,1026222.0,,,,4.0,,,,,,,,,,['broom'],0,1
1,1,1026222.0,1036966.0,,,,4.0,,1.0,,,,,,,,"['broom', 'food']",0,1
2,2,1036966.0,1058760.0,,,,4.0,,,,,,,,,,['broom'],0,1
3,3,1058760.0,1067498.0,,,,4.0,2.0,,,,,,,,,"['broom', 'clear_ball']",0,1
4,4,1067498.0,1081710.0,,,,4.0,,,,,,,,,,['broom'],0,1
5,5,1084634.0,1097214.0,,,,,,2.0,,,,,,,,"['food', 'balls']",1,2
6,7,1097214.0,1103504.0,,,6.0,5.0,,2.0,,,,,,,,"['broom', 'balls', 'food']",0,3
7,8,1103504.0,1108672.0,,,6.0,,,2.0,,,,,,,,"['balls', 'food']",1,4
8,9,1108672.0,1133254.0,,,6.0,6.0,,2.0,,,,,,,,"['broom', 'balls', 'food']",0,5
9,10,1133254.0,1139476.0,,,6.0,,,2.0,,,,,,,,"['food', 'balls']",1,6
10,12,1141720.0,1153382.0,,,,,,,,,,,,1.0,,['stroller'],0,7
11,13,1153382.0,1154028.0,,5.0,,,,,,,,,,1.0,,"['stroller', 'bucket']",0,7
12,14,1154028.0,1154130.0,,,,,,,,,,,,1.0,,['stroller'],0,7
13,15,1154402.0,1154504.0,,,7.0,,,,,,,,,,,['balls'],1,8
14,16,1154504.0,1159910.0,,,,,,,,,,,,,,no_ops,0,9
15,17,1159910.0,1164500.0,,,,,,,,,,,,2.0,,['stroller'],0,9
16,18,1164500.0,1173510.0,,,,,,,,,,,,,,no_ops,0,9
17,19,1173510.0,1177760.0,,,,,,,,,,,,4.0,,['stroller'],0,9
18,20,1177760.0,1180140.0,,6.0,,,,,,,,,,4.0,,"['stroller', 'bucket']",0,9
19,21,1180140.0,1182792.0,,,,,,,,,,,,4.0,,['stroller'],0,9
20,22,1182792.0,1183914.0,,7.0,,,,,,,,,,4.0,,"['stroller', 'bucket']",0,9
21,23,1183914.0,1289416.0,,,,,,,,,,,,4.0,,['stroller'],0,9
