level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
30,44,2521916.0,2527526,"['broom', 'stroller']",,,,,,,7.0,,,,,28.0,,0,1
31,45,2527526.0,2529532,['stroller'],,,,,,,,,,,,28.0,,0,1
32,46,2529532.0,2545376,"['broom', 'stroller']",,,,,,,8.0,,,,,28.0,,0,1
33,47,2545376.0,2563396,['stroller'],,,,,,,,,,,,28.0,,0,1
34,48,2563396.0,2564314,"['broom', 'stroller']",,,,,,,9.0,,,,,28.0,,0,1
35,49,2564314.0,2566422,['stroller'],,,,,,,,,,,,28.0,,0,1
36,50,2566422.0,2570468,"['broom', 'stroller']",,,,,,,10.0,,,,,28.0,,0,1
37,51,2570468.0,2570502,['stroller'],,,,,,,,,,,,28.0,,0,1
38,52,2572678.0,2578424,['food'],,,,,,,,,,23.0,,,,1,2
39,53,2578424.0,2579036,"['food', 'stroller']",,,,,,,,,,23.0,,29.0,,0,3
40,54,2579036.0,2581824,['stroller'],,,,,,,,,,,,29.0,,0,3
41,55,2581824.0,2591140,"['broom', 'stroller']",,,,,,,11.0,,,,,30.0,,0,3
42,56,2591140.0,2594574,"['broom', 'food', 'stroller']",,,,,,,11.0,,,24.0,,30.0,,0,3
43,57,2594574.0,2595356,"['food', 'stroller']",,,,,,,,,,24.0,,30.0,,0,3
44,58,2595356.0,2597396,['stroller'],,,,,,,,,,,,30.0,,0,3
45,59,2597396.0,2598722,"['food', 'stroller']",,,,,,,,,,25.0,,30.0,,0,3
46,60,2598722.0,2601646,['stroller'],,,,,,,,,,,,30.0,,0,3
47,61,2601646.0,2603142,"['broom', 'stroller']",,,,,,,12.0,,,,,30.0,,0,3
48,62,2603142.0,2610588,['stroller'],,,,,,,,,,,,30.0,,0,3
49,63,2610588.0,2612118,"['grocery_cart', 'stroller']",,,,,,,,,,,21.0,30.0,,0,3
50,64,2612118.0,2614328,['stroller'],,,,,,,,,,,,30.0,,0,3
51,65,2614328.0,2619394,no_ops,,,,,,,,,,,,,,0,3
52,66,2619394.0,2625616,['stroller'],,,,,,,,,,,,31.0,,0,3
53,67,2625616.0,2632144,"['grocery_cart', 'stroller']",,,,,,,,,,,22.0,31.0,,0,3
54,68,2632144.0,2632178,['stroller'],,,,,,,,,,,,31.0,,0,3
55,69,2632178.0,2639556,no_ops,,,,,,,,,,,,,,0,3
56,70,2639556.0,2639828,['stroller'],,,,,,,,,,,,32.0,,0,3
57,71,2639828.0,2640066,"['grocery_cart', 'stroller']",,,,,,,,,,,23.0,32.0,,0,3
58,72,2640066.0,2643126,"['food', 'grocery_cart', 'stroller']",,,,,,,,,,26.0,23.0,32.0,,0,3
59,73,2643126.0,2644860,"['food', 'grocery_cart']",,,,,,,,,,26.0,23.0,,,0,3
60,75,2644860.0,2644928,"['grocery_cart', 'stroller']",,,,,,,,,,,23.0,33.0,,0,3
61,76,2644928.0,2648226,"['food', 'grocery_cart', 'stroller']",,,,,,,,,,27.0,23.0,33.0,,0,3
62,77,2648226.0,2648294,"['food', 'stroller']",,,,,,,,,,27.0,,33.0,,0,3
63,78,2648294.0,2666144,"['food', 'grocery_cart']",,,,,,,,,,27.0,,,,0,3
64,81,2666892.0,2667062,['stroller'],,,,,,,,,,,,34.0,,0,3
65,82,2667062.0,2667538,"['food', 'stroller']",,,,,,,,,,29.0,,34.0,,0,3
66,83,2667538.0,2669102,"['food', 'grocery_cart']",,,,,,,,,,29.0,,,,0,3
67,86,2669102.0,2670156,"['food', 'stroller']",,,,,,,,,,29.0,,35.0,,0,3
68,87,2670156.0,2671754,"['food', 'grocery_cart']",,,,,,,,,,29.0,,,,0,3
69,90,2671754.0,2673726,"['food', 'stroller']",,,,,,,,,,29.0,,36.0,,0,3
70,91,2673726.0,2675290,"['food', 'grocery_cart']",,,,,,,,,,29.0,,,,0,3
71,94,2675290.0,2676072,"['food', 'stroller']",,,,,,,,,,29.0,,37.0,,0,3
72,95,2676072.0,2677194,"['food', 'grocery_cart']",,,,,,,,,,29.0,,,,0,3
73,97,2677194.0,2680696,no_ops,,,,,,,,,,,,,,0,3
74,98,2680696.0,2683756,"['food', 'grocery_cart']",,,,,,,,,,30.0,,,,0,3
75,101,2685626.0,2685898,['stroller'],,,,,,,,,,,,38.0,,0,3
76,102,2685898.0,2690352,"['food', 'stroller']",,,,,,,,,,31.0,,38.0,,0,3
77,103,2690352.0,2692392,"['food', 'grocery_cart']",,,,,,,,,,31.0,,,,0,3
78,106,2693072.0,2697662,['stroller'],,,,,,,,,,,,39.0,,0,3
79,107,2700314.0,2724148,['grocery_cart'],,,,,,,,,,,31.0,,,0,3
80,108,2724148.0,2739516,no_ops,,,,,,,,,,,,,,0,3
81,109,2739516.0,2739720,['bucket'],,,,,,,,,,,,,5.0,1,4
82,110,2739720.0,2743494,no_ops,,,,,,,,,,,,,,0,5
83,111,2743494.0,2751212,"['bucket', 'balls']",,,,,,,,,,,,,6.0,1,6
86,114,2751212.0,2755394,no_ops,,,,,,,,,,,,,,0,7
87,115,2755394.0,2770524,"['bucket', 'balls']",,,,,,,,,5.0,,,,,1,8
90,118,2770524.0,2789836,no_ops,,,,,,,,,,,,,,0,9
91,119,2789836.0,2797996,"['food', 'grocery_cart']",,,,,,,,,,,32.0,,,0,9
92,122,2797996.0,2798710,"['food', 'stroller']",,,,,,,,,,32.0,,40.0,,0,9
93,123,2798710.0,2798846,['food'],,,,,,,,,,32.0,,,,1,10
94,124,2798846.0,2805170,no_ops,,,,,,,,,,,,,,0,11
95,125,2805170.0,2815540,"['food', 'grocery_cart']",,,,,,,,,,,33.0,,,0,11
96,128,2815540.0,2815608,"['food', 'stroller']",,,,,,,,,,33.0,,41.0,,0,11
97,129,2815608.0,2815982,['stroller'],,,,,,,,,,,,41.0,,0,11
98,130,2815982.0,2822442,no_ops,,,,,,,,,,,,,,0,11
99,131,2822442.0,2825672,"['food', 'grocery_cart']",,,,,,,,,,,34.0,,,0,11
