level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,2345456.0,2386562,no_ops,,,,,,,,,,,,,,0,1
1,1,2386562.0,2406860,['stroller'],,,,,,,,,,,,17.0,,0,1
2,2,2406860.0,2413626,no_ops,,,,,,,,,,,,,,0,1
3,3,2413626.0,2417842,['stroller'],,,,,,,,,,,,19.0,,0,1
4,4,2417842.0,2428960,no_ops,,,,,,,,,,,,,,0,1
5,5,2428960.0,2430762,['stroller'],,,,,,,,,,,,20.0,,0,1
6,6,2433652.0,2446980,"['food', 'grocery_cart']",,,,,,,,,,,14.0,,,0,1
7,9,2446980.0,2447082,"['food', 'stroller']",,,,,,,,,,16.0,,21.0,,0,1
8,10,2447082.0,2447422,['stroller'],,,,,,,,,,,,21.0,,0,1
9,11,2448408.0,2453202,"['food', 'grocery_cart']",,,,,,,,,,,15.0,,,0,1
10,14,2453202.0,2453576,"['food', 'stroller']",,,,,,,,,,17.0,,22.0,,0,1
11,15,2453576.0,2453882,['stroller'],,,,,,,,,,,,22.0,,0,1
12,16,2455718.0,2459696,"['food', 'grocery_cart']",,,,,,,,,,,16.0,,,0,1
13,19,2459696.0,2460036,"['food', 'stroller']",,,,,,,,,,18.0,,23.0,,0,1
14,20,2461736.0,2464524,"['food', 'grocery_cart']",,,,,,,,,,,17.0,,,0,1
15,23,2464524.0,2464864,"['food', 'stroller']",,,,,,,,,,19.0,,24.0,,0,1
16,24,2464864.0,2464898,['stroller'],,,,,,,,,,,,24.0,,0,1
17,25,2465918.0,2468638,"['food', 'grocery_cart']",,,,,,,,,,,18.0,,,0,1
18,28,2468638.0,2468910,"['food', 'stroller']",,,,,,,,,,20.0,,25.0,,0,1
19,29,2468910.0,2469318,['stroller'],,,,,,,,,,,,25.0,,0,1
20,30,2470576.0,2474656,"['food', 'grocery_cart']",,,,,,,,,,,19.0,,,0,1
21,33,2474656.0,2474690,"['food', 'stroller']",,,,,,,,,,21.0,,26.0,,0,1
22,34,2474690.0,2474962,['stroller'],,,,,,,,,,,,26.0,,0,1
23,35,2476526.0,2484210,"['food', 'grocery_cart']",,,,,,,,,,,20.0,,,0,1
24,38,2484210.0,2484414,"['food', 'stroller']",,,,,,,,,,22.0,,27.0,,0,1
25,39,2484414.0,2484890,['stroller'],,,,,,,,,,,,27.0,,0,1
26,40,2484890.0,2490432,no_ops,,,,,,,,,,,,,,0,1
27,41,2490432.0,2510696,['stroller'],,,,,,,,,,,,28.0,,0,1
28,42,2510696.0,2519570,"['broom', 'stroller']",,,,,,,6.0,,,,,28.0,,0,1
29,43,2519570.0,2521916,['stroller'],,,,,,,,,,,,28.0,,0,1
