level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,297092.0,427380,"['bucket', 'balls']",,,,,,,,,1.0,,,,,1,1
36,36,427380.0,431868,no_ops,,,,,,,,,,,,,,0,2
37,37,431868.0,488464,"['bucket', 'balls']",,,,,,,,,9.0,,,,,1,3
46,46,488464.0,492150,no_ops,,,,,,,,,,,,,,0,4
47,47,492150.0,563176,"['bucket', 'balls']",,,,,,,,,12.0,,,,,1,5
60,60,563176.0,563652,"['clear_ball', 'balls']",,,,,,,,1.0,12.0,,,,,0,6
61,61,563652.0,568378,['balls'],,,,,,,,,12.0,,,,,1,7
62,62,568378.0,569772,"['clear_ball', 'balls']",,,,,,,,2.0,12.0,,,,,0,8
63,63,569772.0,586192,['balls'],,,,,,,,,12.0,,,,,1,9
64,64,586192.0,588948,"['clear_ball', 'balls']",,,,,,,,3.0,13.0,,,,,0,10
65,65,588948.0,590988,['balls'],,,,,,,,,13.0,,,,,1,11
66,66,590988.0,592688,"['clear_ball', 'balls']",,,,,,,,4.0,13.0,,,,,0,12
67,67,592688.0,657798,"['grocery_cart', 'balls', 'food']",,,,,,,,,13.0,,,,,0,12
68,80,657798.0,659600,"['balls', 'bucket']",,,,,,,,,15.0,,,,25.0,1,13
69,81,659600.0,808078,"['grocery_cart', 'balls', 'food']",,,,,,,,,15.0,,,,,0,14
70,97,808078.0,819128,"['bucket', 'food', 'balls']",,,,,,,,,16.0,7.0,,,26.0,1,15
