level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,911914,932314,,,,,1.0,,,,,,,,,['clear_ball'],0,1
1,1,932314,935544,,,,,,,,,,,,,,no_ops,0,1
2,2,935544,941834,,,,,2.0,,,,,,,,,['clear_ball'],0,1
3,3,941834,949518,,,,,,,,,,,,,,no_ops,0,1
4,4,949518,1040162,,,,1.0,,,,,,,,,,['broom'],0,1
5,5,1040162,1071918,,,,1.0,,,1.0,,,,,,,"['broom', 'grocery_cart']",0,1
6,6,1071918,1077290,,,,1.0,,,,,,,,,,['broom'],0,1
7,7,1077290,1080928,,,,,,,,,,,,,,no_ops,0,1
8,8,1080928,1098098,,1.0,,,,,,,,,,,,"['bucket', 'balls']",1,2
11,11,1098098,1106360,,,,,,,,,,,,,,no_ops,0,3
12,12,1106360,1118260,,2.0,,,,,,,,,,,,"['bucket', 'balls']",1,4
15,15,1118260,1127270,,,,,,,,,,,,,,no_ops,0,5
16,16,1127270,1137232,,3.0,,,,,,,,,,,,"['bucket', 'balls']",1,6
19,19,1137232,1147738,,,,,,,,,,,,,,no_ops,0,7
20,20,1147738,1159536,,4.0,,,,,,,,,,,,"['bucket', 'balls']",1,8
23,23,1159536,1167934,,,,,,,,,,,,,,no_ops,0,9
24,24,1167934,1235934,,,5.0,,,,,,,,,,,"['bucket', 'balls']",1,10
28,28,1235934,1245522,,,,,,,,,,,,,,no_ops,0,11
29,29,1245522,1257558,,6.0,,,,,,,,,,,,"['bucket', 'balls']",1,12
32,32,1257558,1292816,,,7.0,2.0,,,,,,,,,,"['broom', 'balls']",0,13
33,33,1292816,1296012,,,7.0,,,,,,,,,,,['balls'],1,14
34,34,1296012,1296726,,,7.0,,,,,,,,,1.0,,"['balls', 'stroller']",0,15
35,35,1296726,1319234,,,,,,,,,,,,1.0,,['stroller'],0,15
36,36,1319234,1320560,,,,,,1.0,,,,,,2.0,,"['food', 'stroller']",0,15
37,37,1320560,1335520,,,,,,,,,,,,2.0,,['stroller'],0,15
38,38,1335520,1339260,,,,,,,,,,,,,,no_ops,0,15
39,39,1339260,1342456,,,8.0,,,,,,,,,,,['balls'],1,16
40,40,1342456,1343374,,,8.0,,,,,,,,,3.0,,"['balls', 'stroller']",0,17
41,41,1343374,1364590,,,,,,,,,,,,3.0,,['stroller'],0,17
42,42,1364590,1371900,,,,,,,,,,,,,,no_ops,0,17
43,43,1371900,1377986,,,9.0,,,,,,,,,,,['balls'],1,18
44,44,1377986,1378462,,,9.0,,,,,,,,,4.0,,"['balls', 'stroller']",0,19
45,45,1378462,1400324,,,,,,,,,,,,4.0,,['stroller'],0,19
46,46,1403282,1405016,,,10.0,,,,,,,,,,,['balls'],1,20
47,47,1405016,1405424,,,10.0,,,,,,,,,5.0,,"['balls', 'stroller']",0,21
48,48,1405424,1417630,,,,,,,,,,,,5.0,,['stroller'],0,21
49,49,1419126,1422526,,7.0,,,,,,,,,,,,"['bucket', 'balls']",1,22
52,52,1422764,1508478,,,,,,,,,,,,7.0,,['stroller'],0,23
53,53,1508478,1516094,,,,,,,,,,,,,,no_ops,0,23
54,54,1516094,1523370,,8.0,,,,,,,,,,,,"['bucket', 'balls']",1,24
57,57,1523370,1523778,,,12.0,,,,,,,,,8.0,,"['balls', 'stroller']",0,25
58,58,1523778,1564986,,,,,,,,,,,,8.0,,['stroller'],0,25
