level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,2205036.0,2215032.0,['bucket'],,,,,,,,,,,,,8.0,1,1
1,1,2215032.0,2221560.0,"['grocery_cart', 'bucket']",,,,,,,,,,,19.0,,8.0,0,2
2,2,2221560.0,2227578.0,['bucket'],,,,,,,,,,,,,8.0,1,3
3,3,2227578.0,2235432.0,no_ops,,,,,,,,,,,,,,0,4
4,4,2235432.0,2292960.0,"['food', 'grocery_cart']",,,,,,,,,,,20.0,,,0,4
5,8,2292960.0,2293198.0,"['food', 'grocery_cart', 'bucket']",,,,,,,,,,14.0,20.0,,9.0,0,4
6,9,2293198.0,2294354.0,['grocery_cart'],,,,,,,,,,,20.0,,,0,4
7,10,2294354.0,2295068.0,"['grocery_cart', 'bucket']",,,,,,,,,,,20.0,,10.0,0,4
8,11,2295068.0,2304180.0,['bucket'],,,,,,,,,,,,,10.0,1,5
9,12,2304180.0,2308124.0,no_ops,,,,,,,,,,,,,,0,6
10,13,2308124.0,2330394.0,['stroller'],,,,,,,,,,,,5.0,,0,6
11,14,2330394.0,2330836.0,"['grocery_cart', 'stroller']",,,,,,,,,,,21.0,5.0,,0,6
12,15,2330836.0,2332298.0,"['food', 'grocery_cart', 'stroller']",,,,,,,,,,15.0,21.0,5.0,,0,6
13,16,2332298.0,2332978.0,"['food', 'stroller']",,,,,,,,,,15.0,,5.0,,0,6
14,17,2332978.0,2343722.0,['stroller'],,,,,,,,,,,,5.0,,0,6
15,18,2343722.0,2348074.0,"['food', 'stroller']",,,,,,,,,,16.0,,5.0,,0,6
16,19,2348074.0,2353446.0,['stroller'],,,,,,,,,,,,5.0,,0,6
17,20,2353820.0,2357322.0,"['food', 'grocery_cart']",,,,,,,,,,,22.0,,,0,6
18,23,2357322.0,2357764.0,"['food', 'stroller']",,,,,,,,,,17.0,,6.0,,0,6
19,24,2357764.0,2358954.0,['stroller'],,,,,,,,,,,,6.0,,0,6
20,25,2358954.0,2359192.0,"['grocery_cart', 'stroller']",,,,,,,,,,,23.0,6.0,,0,6
21,26,2359192.0,2360280.0,"['balls', 'grocery_cart', 'stroller']",,,,,,,,,8.0,,23.0,6.0,,0,6
22,27,2360280.0,2360994.0,"['balls', 'stroller']",,,,,,,,,8.0,,,6.0,,0,6
23,28,2360994.0,2381836.0,['stroller'],,,,,,,,,,,,6.0,,0,6
24,29,2381836.0,2381904.0,"['grocery_cart', 'stroller']",,,,,,,,,,,24.0,6.0,,0,6
25,30,2381904.0,2383842.0,"['grocery_cart', 'balls']",,,,,,,,,,,24.0,,,0,6
26,33,2383842.0,2384454.0,"['balls', 'stroller']",,,,,,,,,9.0,,,7.0,,0,6
27,34,2384454.0,2387752.0,['stroller'],,,,,,,,,,,,7.0,,0,6
28,35,2387752.0,2388126.0,"['grocery_cart', 'stroller']",,,,,,,,,,,25.0,7.0,,0,6
29,36,2388126.0,2389724.0,"['food', 'grocery_cart', 'stroller']",,,,,,,,,,18.0,25.0,7.0,,0,6
30,37,2389724.0,2403902.0,['grocery_cart'],,,,,,,,,,,25.0,,,0,6
31,38,2405806.0,2423860.0,['stroller'],,,,,,,,,,,,8.0,,0,6
32,39,2423860.0,2432972.0,"['clear_ball', 'stroller']",,,,,,,,7.0,,,,8.0,,0,6
33,40,2432972.0,2439194.0,['stroller'],,,,,,,,,,,,8.0,,0,6
34,41,2439194.0,2442730.0,no_ops,,,,,,,,,,,,,,0,6
35,42,2442730.0,2457180.0,['grocery_cart'],,,,,,,,,,,26.0,,,0,6
36,43,2460070.0,2477308.0,['stroller'],,,,,,,,,,,,9.0,,0,6
37,44,2477308.0,2482952.0,no_ops,,,,,,,,,,,,,,0,6
38,45,2482952.0,2525214.0,['stroller'],,,,,,,,,,,,10.0,,0,6
39,46,2525214.0,2530246.0,no_ops,,,,,,,,,,,,,,0,6
40,47,2530246.0,2563770.0,['stroller'],,,,,,,,,,,,12.0,,0,6
41,48,2564824.0,2620958.0,['broom'],,,,,,,1.0,,,,,,,0,6
42,49,2620958.0,2623066.0,"['broom', 'bucket']",,,,,,,2.0,,,,,,14.0,0,6
43,50,2623066.0,2631464.0,['broom'],,,,,,,2.0,,,,,,,0,6
44,51,2631464.0,2632960.0,"['broom', 'food']",,,,,,,2.0,,,19.0,,,,0,6
45,52,2632960.0,2638332.0,['broom'],,,,,,,2.0,,,,,,,0,6
46,53,2638332.0,2638468.0,"['broom', 'food']",,,,,,,2.0,,,20.0,,,,0,6
47,54,2638468.0,2656080.0,['broom'],,,,,,,2.0,,,,,,,0,6
48,55,2656080.0,2659242.0,no_ops,,,,,,,,,,,,,,0,6
49,56,2659242.0,2681444.0,['broom'],,,,,,,3.0,,,,,,,0,6
50,57,2681444.0,2683348.0,"['broom', 'food']",,,,,,,6.0,,,21.0,,,,0,6
51,58,2683348.0,2683484.0,"['broom', 'food', 'grocery_cart']",,,,,,,6.0,,,21.0,27.0,,,0,6
52,59,2683484.0,2684164.0,"['broom', 'grocery_cart']",,,,,,,6.0,,,,27.0,,,0,6
53,60,2684164.0,2686000.0,['broom'],,,,,,,6.0,,,,,,,0,6
54,61,2686000.0,2690182.0,no_ops,,,,,,,,,,,,,,0,6
