level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,1747838.0,1760588.0,no_ops,,,,,,,,,,,,,,0,1
1,1,1760588.0,1766062.0,['broom'],,,,,,,5.0,,,,,,,0,1
2,2,1766062.0,1767728.0,"['broom', 'clear_ball']",,,,,,,5.0,13.0,,,,,,0,1
3,3,1767728.0,1769734.0,['broom'],,,,,,,5.0,,,,,,,0,1
4,4,1769734.0,1773440.0,"['broom', 'clear_ball']",,,,,,,5.0,14.0,,,,,,0,1
5,5,1773440.0,1780376.0,['broom'],,,,,,,5.0,,,,,,,0,1
6,6,1780376.0,1794282.0,"['broom', 'grocery_cart']",,,,,,,5.0,,,,8.0,,,0,1
7,7,1794282.0,1796050.0,['broom'],,,,,,,5.0,,,,,,,0,1
8,8,1796050.0,1796628.0,"['broom', 'grocery_cart']",,,,,,,5.0,,,,9.0,,,0,1
9,9,1796628.0,1807406.0,['broom'],,,,,,,5.0,,,,,,,0,1
10,10,1807406.0,1814886.0,"['broom', 'bucket']",,,,,,,5.0,,,,,,5.0,0,1
11,11,1814886.0,1823420.0,"['bucket', 'balls']",,,,,,,,,,,,,5.0,1,2
13,13,1823420.0,1823658.0,"['balls', 'stroller', 'bucket']",,,,,,,,,8.0,,,10.0,5.0,0,3
14,14,1823658.0,1824032.0,"['stroller', 'bucket']",,,,,,,,,,,,10.0,5.0,0,3
15,15,1824032.0,1828078.0,"['bucket', 'balls']",,,,,,,,,,,,,5.0,1,4
17,17,1828078.0,1828418.0,"['balls', 'stroller', 'bucket']",,,,,,,,,9.0,,,11.0,5.0,0,5
18,18,1828418.0,1828452.0,"['stroller', 'bucket']",,,,,,,,,,,,11.0,5.0,0,5
19,19,1828452.0,1831954.0,"['bucket', 'balls']",,,,,,,,,,,,,5.0,1,6
21,21,1831954.0,1832124.0,"['balls', 'stroller', 'bucket']",,,,,,,,,10.0,,,12.0,5.0,0,7
22,22,1832124.0,1832464.0,"['stroller', 'bucket']",,,,,,,,,,,,12.0,5.0,0,7
23,23,1832464.0,1835116.0,"['bucket', 'balls']",,,,,,,,,,,,,5.0,1,8
25,25,1835116.0,1835660.0,"['balls', 'stroller', 'bucket']",,,,,,,,,11.0,,,13.0,5.0,0,9
26,26,1835660.0,1835694.0,"['stroller', 'bucket']",,,,,,,,,,,,13.0,5.0,0,9
27,27,1835694.0,1837666.0,"['bucket', 'balls']",,,,,,,,,,,,,5.0,1,10
29,29,1837666.0,1837734.0,"['balls', 'stroller', 'bucket']",,,,,,,,,12.0,,,14.0,5.0,0,11
30,30,1837734.0,1838040.0,"['stroller', 'bucket']",,,,,,,,,,,,14.0,5.0,0,11
31,31,1838040.0,1841372.0,"['bucket', 'balls']",,,,,,,,,,,,,5.0,1,12
33,33,1841372.0,1841406.0,"['balls', 'stroller', 'bucket']",,,,,,,,,13.0,,,15.0,5.0,0,13
34,34,1841406.0,1841714.0,"['stroller', 'bucket']",,,,,,,,,,,,15.0,5.0,0,13
35,35,1841714.0,1850552.0,['bucket'],,,,,,,,,,,,,5.0,1,14
36,36,1850552.0,1854802.0,no_ops,,,,,,,,,,,,,,0,15
37,37,1854802.0,1858984.0,['broom'],,,,,,,6.0,,,,,,,0,15
38,38,1858984.0,1876766.0,"['broom', 'clear_ball']",,,,,,,6.0,15.0,,,,,,0,15
39,39,1876766.0,1886694.0,['broom'],,,,,,,6.0,,,,,,,0,15
40,40,1886694.0,1887578.0,"['broom', 'grocery_cart']",,,,,,,6.0,,,,10.0,,,0,15
41,41,1887578.0,1888802.0,['broom'],,,,,,,6.0,,,,,,,0,15
42,42,1888802.0,1893902.0,"['broom', 'grocery_cart']",,,,,,,6.0,,,,11.0,,,0,15
43,43,1893902.0,1897710.0,['broom'],,,,,,,6.0,,,,,,,0,15
44,44,1897710.0,1899648.0,"['broom', 'clear_ball']",,,,,,,6.0,16.0,,,,,,0,15
45,45,1899648.0,1952144.0,['broom'],,,,,,,6.0,,,,,,,0,15
46,46,1952144.0,1952450.0,"['broom', 'clear_ball']",,,,,,,6.0,17.0,,,,,,0,15
47,47,1952450.0,1957074.0,['broom'],,,,,,,6.0,,,,,,,0,15
48,48,1957074.0,1958706.0,"['broom', 'clear_ball']",,,,,,,6.0,18.0,,,,,,0,15
49,49,1958706.0,1959760.0,['broom'],,,,,,,6.0,,,,,,,0,15
50,50,1959760.0,1960236.0,"['broom', 'clear_ball']",,,,,,,6.0,19.0,,,,,,0,15
51,51,1960236.0,2053872.0,['broom'],,,,,,,6.0,,,,,,,0,15
52,52,2053872.0,2078148.0,no_ops,,,,,,,,,,,,,,0,15
53,53,2078148.0,2082228.0,['broom'],,,,,,,7.0,,,,,,,0,15
54,54,2082228.0,2104396.0,no_ops,,,,,,,,,,,,,,0,15
55,55,2104396.0,2174198.0,['broom'],,,,,,,8.0,,,,,,,0,15
56,56,2174198.0,2199800.0,no_ops,,,,,,,,,,,,,,0,15
57,57,2199800.0,2239682.0,['broom'],,,,,,,9.0,,,,,,,0,15
58,58,2239682.0,2266542.0,no_ops,,,,,,,,,,,,,,0,15
