level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
33,35,2669238,2669884.0,,,,,,12.0,,,,,,28.0,,"['food', 'stroller']",0,17
34,36,2669884,2670088.0,,,,,,,,,,,,28.0,,['stroller'],0,17
35,37,2670088,2675766.0,,,,,,,,,,,,,,no_ops,0,17
36,38,2675766,2683688.0,,,,,,,27.0,,,,,,,"['food', 'grocery_cart']",0,17
37,41,2683688,2684028.0,,,,,,13.0,,,,,,29.0,,"['food', 'stroller']",0,17
38,42,2684028,2684130.0,,,,,,,,,,,,29.0,,['stroller'],0,17
39,43,2684130,2689910.0,,,,,,,,,,,,,,no_ops,0,17
40,44,2689910,2700076.0,,,,,,,28.0,,,,,,,"['food', 'grocery_cart']",0,17
41,47,2700076,2700620.0,,,,,,14.0,,,,,,30.0,,"['food', 'stroller']",0,17
42,48,2700620,2700926.0,,,,,,,,,,,,30.0,,['stroller'],0,17
43,49,2700926,2706638.0,,,,,,,,,,,,,,no_ops,0,17
44,50,2706638,2714662.0,,,,,,15.0,29.0,,,,,,,"['food', 'grocery_cart']",0,17
45,52,2714662,2715206.0,,,,,,15.0,,,,,,31.0,,"['food', 'stroller']",0,17
46,53,2715206,2715342.0,,,,,,,,,,,,31.0,,['stroller'],0,17
47,54,2715342,2720646.0,,,,,,,,,,,,,,no_ops,0,17
48,55,2720646,2733668.0,,,,,,,30.0,,,,,,,['grocery_cart'],0,17
49,56,2736048,2742610.0,,,,,,,,,,,,32.0,,['stroller'],0,17
50,57,2742610,2743256.0,,,,,,16.0,,,,,,32.0,,"['food', 'stroller']",0,17
51,58,2743256,2751246.0,,,,,,16.0,,,,,,,,['food'],1,18
52,59,2751246,2756380.0,,,,,,,,,,,,,,no_ops,0,19
53,60,2756380,2757162.0,,,,,,,,,,,,33.0,,['stroller'],0,19
54,61,2757162,2758148.0,,,22.0,,,,,,,,,33.0,,"['balls', 'stroller']",0,19
55,62,2758148,2762160.0,,,,,,,,,,,,33.0,,['stroller'],0,19
56,63,2762160,2763792.0,,,23.0,,,,,,,,,33.0,,"['balls', 'stroller']",0,19
57,64,2763792,2767056.0,,,,,,,,,,,,33.0,,['stroller'],0,19
58,65,2767056,2767226.0,,,24.0,,,,,,,,,33.0,,"['balls', 'stroller']",0,19
59,66,2767226,2769062.0,,,,,,,,,,,,33.0,,['stroller'],0,19
60,67,2769062,2770252.0,,,25.0,,,,,,,,,33.0,,"['balls', 'stroller']",0,19
61,68,2770252,2798166.0,,,,,,,,,,,,33.0,,['stroller'],0,19
62,69,2798812,2807822.0,,,,,,17.0,,,,,,,,['food'],1,20
63,70,2808604,2811834.0,,,,,,,,,,,,34.0,,['stroller'],0,21
64,71,2813262,2816764.0,,,,,,18.0,,,,,,,,['food'],1,22
65,72,2816764,2818702.0,,,,,,18.0,,,,,,35.0,,"['food', 'stroller']",0,23
66,73,2818702,2820878.0,,,,,,,,,,,,35.0,,['stroller'],0,23
67,74,2822544,2827712.0,,,,,,19.0,,,,,,,,['food'],1,24
68,75,2827712,2835430.0,,,,,,,,,,,,,,no_ops,0,25
69,76,2835430,2846242.0,,13.0,,,,,,,,,,,,['bucket'],1,26
70,77,2846242,2857190.0,,,,,,,,,,,,,,no_ops,0,27
71,78,2857190,2863616.0,,,26.0,,,,,,,,,,,['balls'],1,28
72,79,2863616,2877556.0,,,,,,,,,,,,,,no_ops,0,29
73,80,2877556,2890714.0,,,,,,,,,,,,36.0,,['stroller'],0,29
