level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,1002456.0,1044956,['stroller'],,,,,,,,,,,,1.0,,0,1
1,1,1046758.0,1052708,['clear_ball'],,,,,,,,1.0,,,,,,0,1
2,2,1055258.0,1084022,['stroller'],,,,,,,,,,,,2.0,,0,1
3,3,1085178.0,1113330,"['bucket', 'balls']",,,,,,,,,,,,,1.0,1,2
10,10,1115880.0,1119484,['stroller'],,,,,,,,,,,,3.0,,0,3
11,11,1119484.0,1119926,"['balls', 'stroller']",,,,,,,,,4.0,,,3.0,,0,3
12,12,1119926.0,1120300,['balls'],,,,,,,,,4.0,,,,,1,4
13,13,1120300.0,1123530,no_ops,,,,,,,,,,,,,,0,5
14,14,1123530.0,1125808,['stroller'],,,,,,,,,,,,4.0,,0,5
15,15,1125808.0,1125842,"['balls', 'stroller']",,,,,,,,,5.0,,,4.0,,0,5
16,16,1125842.0,1126250,['balls'],,,,,,,,,5.0,,,,,1,6
17,17,1128188.0,1178440,['stroller'],,,,,,,,,,,,5.0,,0,7
18,18,1178440.0,1183846,no_ops,,,,,,,,,,,,,,0,7
19,19,1183846.0,1210264,['stroller'],,,,,,,,,,,,6.0,,0,7
20,20,1210264.0,1213562,no_ops,,,,,,,,,,,,,,0,7
21,21,1213562.0,1218220,['clear_ball'],,,,,,,,2.0,,,,,,0,7
22,22,1218220.0,1223422,no_ops,,,,,,,,,,,,,,0,7
23,23,1223422.0,1235866,['stroller'],,,,,,,,,,,,7.0,,0,7
24,24,1235866.0,1240456,no_ops,,,,,,,,,,,,,,0,7
25,25,1240456.0,1243856,['clear_ball'],,,,,,,,3.0,,,,,,0,7
26,26,1243856.0,1250350,no_ops,,,,,,,,,,,,,,0,7
27,27,1250350.0,1269390,['stroller'],,,,,,,,,,,,8.0,,0,7
28,28,1269390.0,1273946,no_ops,,,,,,,,,,,,,,0,7
29,29,1273946.0,1277720,['clear_ball'],,,,,,,,4.0,,,,,,0,7
30,30,1277720.0,1282038,no_ops,,,,,,,,,,,,,,0,7
31,31,1282038.0,1338818,['stroller'],,,,,,,,,,,,9.0,,0,7
32,32,1338818.0,1342422,no_ops,,,,,,,,,,,,,,0,7
33,33,1342422.0,1345210,"['bucket', 'balls']",,,,,,,,,6.0,,,,,1,8
36,36,1345210.0,1348236,no_ops,,,,,,,,,,,,,,0,9
37,37,1348236.0,1356566,"['bucket', 'balls']",,,,,,,,,,,,,3.0,1,10
42,42,1356566.0,1364964,no_ops,,,,,,,,,,,,,,0,11
43,43,1364964.0,1374076,"['bucket', 'balls']",,,,,,,,,9.0,,,,,1,12
46,46,1374076.0,1379482,no_ops,,,,,,,,,,,,,,0,13
47,47,1379482.0,1382984,"['bucket', 'balls']",,,,,,,,,10.0,,,,,1,14
49,49,1382984.0,1386622,no_ops,,,,,,,,,,,,,,0,15
50,50,1386622.0,1403758,['stroller'],,,,,,,,,,,,11.0,,0,15
51,51,1405968.0,1413890,['grocery_cart'],,,,,,,,,,,1.0,,,0,15
52,52,1413890.0,1422288,no_ops,,,,,,,,,,,,,,0,15
53,53,1422288.0,1440784,['stroller'],,,,,,,,,,,,12.0,,0,15
54,54,1440784.0,1445952,no_ops,,,,,,,,,,,,,,0,15
55,55,1445952.0,1463258,"['food', 'grocery_cart']",,,,,,,,,,,2.0,,,0,15
56,62,1463258.0,1466964,no_ops,,,,,,,,,,,,,,0,15
57,63,1466964.0,1473866,['stroller'],,,,,,,,,,,,13.0,,0,15
58,64,1473866.0,1477164,no_ops,,,,,,,,,,,,,,0,15
59,65,1477164.0,1491886,['grocery_cart'],,,,,,,,,,,5.0,,,0,15
60,66,1491886.0,1501474,no_ops,,,,,,,,,,,,,,0,15
61,67,1501474.0,1507900,['stroller'],,,,,,,,,,,,14.0,,0,15
62,68,1507900.0,1516468,no_ops,,,,,,,,,,,,,,0,15
63,69,1516468.0,1523744,"['balls', 'bucket']",,,,,,,,,11.0,,,,8.0,1,16
