level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,994024,1041794.0,,,,,,1.0,,,,,,,,"['food', 'grocery_cart']",0,1
1,3,1041794,1046044.0,,,,,,,,,,,,,,no_ops,0,1
2,4,1046044,1076984.0,,,,,,3.0,,,,,,,,"['food', 'grocery_cart']",0,1
3,7,1076984,1110984.0,,1.0,,,,3.0,,,,,,,,"['bucket', 'food', 'balls']",1,2
17,22,1110984,1116424.0,,,,,,,,,,,,,,no_ops,0,3
18,23,1116424,1131962.0,,6.0,,,,,,,,,,,,"['bucket', 'balls']",1,4
21,26,1131962,1137946.0,,,,,,,,,,,,,,no_ops,0,5
22,27,1137946,1142502.0,,,8.0,,,,,,,,,,,['balls'],1,6
23,28,1142502,1154776.0,,,,,,,,,,,,,,no_ops,0,7
24,29,1154776,1220804.0,,,11.0,,,,,,,,,,,['balls'],1,8
25,30,1220804,1226210.0,,,,,,,,,,,,,,no_ops,0,9
26,31,1226210,1233894.0,,,13.0,,,,,,,,,,,['balls'],1,10
27,32,1233894,1234234.0,,,13.0,,1.0,,,,,,,,,"['clear_ball', 'balls']",0,11
28,33,1234234,1298188.0,,,13.0,,,,,,,,,,,"['grocery_cart', 'balls', 'food']",0,11
29,41,1298188,1318282.0,,,,,,,,,,,,,,no_ops,0,11
30,42,1318282,1391042.0,,,15.0,,,,,,,,,,,"['grocery_cart', 'balls', 'food']",0,11
31,49,1391042,1397876.0,,,,,,,,,,,,,,no_ops,0,11
32,50,1397876,1489404.0,,,,,,10.0,,,,,,,,"['food', 'grocery_cart']",0,11
33,52,1489404,1492770.0,,,,,,,,,,,,,,no_ops,0,11
