level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,1718088,1743588,,,,,,,,,,,,13.0,,['stroller'],0,1
1,1,1743588,1747974,,,,,,,,,,,,,,no_ops,0,1
2,2,1747974,1761302,,,,7.0,,,,,,,,,,['broom'],0,1
3,3,1761302,1765926,,,,,,,,,,,,,,no_ops,0,1
4,4,1765926,1782212,,,,,,,,,,,,14.0,,['stroller'],0,1
5,5,1782212,1787074,,,,,,,,,,,,,,no_ops,0,1
6,6,1787074,1807304,,,,,,,,,,,,16.0,,['stroller'],0,1
7,7,1807304,1810466,,,,,,,,,,,,,,no_ops,0,1
8,8,1810466,1813118,,,,,,,13.0,,,,,,,['grocery_cart'],0,1
9,9,1813118,1816246,,,,,,,,,,,,,,no_ops,0,1
10,10,1816246,1820768,,,,,,,,,,,,17.0,,['stroller'],0,1
11,11,1822230,1829676,,,,,,,14.0,,,,,,,"['food', 'grocery_cart']",0,1
12,14,1829676,1833620,,,,,,,,,,,,,,no_ops,0,1
13,15,1833620,1839196,,,,,,12.0,15.0,,,,,,,"['food', 'grocery_cart']",0,1
14,17,1839196,1842766,,,,,,,,,,,,,,no_ops,0,1
15,18,1842766,1847764,,,,,,13.0,16.0,,,,,,,"['food', 'grocery_cart']",0,1
16,20,1847764,1851504,,,,,,,,,,,,,,no_ops,0,1
17,21,1851504,1859936,,,,,,14.0,17.0,,,,,,,"['food', 'grocery_cart']",0,1
18,23,1859936,1872312,,,,,,,,,,,,,,no_ops,0,1
19,24,1872312,1878942,,,,8.0,,,,,,,,,,['broom'],0,1
20,25,1878942,1888020,,,,,,,,,,,,,,no_ops,0,1
21,26,1888020,1893596,,,,,,15.0,,,,,,,,"['food', 'grocery_cart']",0,1
22,29,1893596,1896826,,,,,,,,,,,,,,no_ops,0,1
23,30,1896826,1919470,,,,,,16.0,,,,,,,,"['food', 'grocery_cart']",0,1
24,35,1919470,1948676,,,,,,,,,,,,,,no_ops,0,1
25,36,1948676,1954558,,,,,,,22.0,,,,,,,['grocery_cart'],0,1
26,37,1954558,1957822,,,,,,,,,,,,,,no_ops,0,1
27,38,1957822,1963942,,,,,,,,,,,,18.0,,['stroller'],0,1
28,39,1963942,1964724,,,,,,,24.0,,,,,18.0,,"['grocery_cart', 'stroller']",0,1
29,40,1964724,1967750,,,,,,,24.0,,,,,,,['grocery_cart'],0,1
30,41,1967750,1972680,,,,,,,24.0,,,,,19.0,,"['grocery_cart', 'stroller']",0,1
31,42,1972680,1984614,,,,,,,,,,,,19.0,,['stroller'],0,1
32,43,1984614,1990904,,,,,,,,,,,,,,no_ops,0,1
33,44,1990904,1994406,,,,,,,,,,,,20.0,,['stroller'],0,1
34,45,1994406,1999030,,,,,,,25.0,,,,,20.0,,"['grocery_cart', 'stroller']",0,1
35,46,1999030,2000798,,,,,,,,,,,,20.0,,['stroller'],0,1
36,47,2002294,2070328,,,,,,,26.0,,,,,,,"['food', 'grocery_cart']",0,1
37,56,2070328,2073626,,,,,,,,,,,,,,no_ops,0,1
38,57,2073626,2096032,,,,,,,30.0,,,,,,,['grocery_cart'],0,1
39,58,2096032,2103546,,,,,,,,,,,,,,no_ops,0,1
40,59,2103546,2110278,,,,9.0,,,,,,,,,,['broom'],0,1
41,60,2110278,2114324,,,,,,,,,,,,,,no_ops,0,1
42,61,2114324,2189226,,,,10.0,,,,,,,,,,['broom'],0,1
43,62,2189226,2193544,,,,,,,,,,,,,,no_ops,0,1
44,63,2193544,2201432,,12.0,10.0,,,,,,,,,,,"['bucket', 'balls']",1,2
46,65,2201432,2206226,,,,,,,,,,,,,,no_ops,0,3
47,66,2206226,2227714,,13.0,11.0,,,,,,,,,,,"['bucket', 'balls']",1,4
