level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,2405602,2441166.0,,10.0,6.0,,,,,,,,,,,"['bucket', 'balls']",1,1
4,4,2441166,2450992.0,,,,,,,,,,,,,,no_ops,0,2
5,5,2450992,2469556.0,,,8.0,,,,,,,,,,,"['bucket', 'balls']",1,3
10,10,2469556,2484244.0,,,,,,,,,,,,,,no_ops,0,4
11,11,2484244,2503930.0,,,,,,,,,,,,5.0,,['stroller'],0,4
12,12,2505562,2508520.0,,,,1.0,,,,,,,,,,['broom'],0,4
13,13,2508520,2524092.0,,,,,,,,,,,,,,no_ops,0,4
14,14,2524092,2528750.0,,,,2.0,,,,,,,,,,['broom'],0,4
15,15,2528750,2531776.0,,,,,,,,,,,,,,no_ops,0,4
16,16,2531776,2540072.0,,,,3.0,,,,,,,,,,['broom'],0,4
17,17,2540072,2545988.0,,,,,,,,,,,,,,no_ops,0,4
18,18,2545988,2604876.0,,,,4.0,,,,,,,,,,['broom'],0,4
19,19,2604876,2679030.0,,,,,,,,,,,,,,no_ops,0,4
20,20,2679030,2705278.0,,,,,,,,,,,,6.0,,['stroller'],0,4
21,21,2705278,2712214.0,,,,,,,,,,,,,,no_ops,0,4
22,22,2712214,2722550.0,,,,,,,10.0,,,,,,,"['food', 'grocery_cart']",0,4
23,25,2722550,2732206.0,,,,,,,,,,,,,,no_ops,0,4
24,26,2732206,2732274.0,,,,,,,,,,,,7.0,,['stroller'],0,4
25,27,2732274,2784736.0,,,,,,12.0,,,,,,7.0,,"['food', 'stroller']",0,4
26,28,2784736,2795854.0,,,,,,,,,,,,7.0,,['stroller'],0,4
27,29,2795854,2802076.0,,,,,,,,,,,,,,no_ops,0,4
