level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,732054,741098,,,,,,,1.0,,,,,,,['grocery_cart'],0,1
1,1,742254,744249,,,,1.0,,,,,,,,,,['broom'],0,1
2,2,744249,747014,,,,1.0,,,2.0,,,,,,,"['broom', 'grocery_cart']",0,1
3,3,747014,756398,,,,,,,2.0,,,,,,,['grocery_cart'],0,1
4,4,757214,760478,,1.0,,,,,,,,,,,,['bucket'],1,2
5,5,760478,773636,,1.0,,,,,3.0,,,,,,,"['grocery_cart', 'bucket']",0,3
6,6,773636,774486,,1.0,1.0,,,,3.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,3
7,7,774486,775370,,1.0,,,,,3.0,,,,,,,"['grocery_cart', 'bucket']",0,3
8,8,775370,781966,,1.0,,,,,,,,,,,,['bucket'],1,4
9,9,781966,783904,,1.0,,,,,4.0,,,,,,,"['grocery_cart', 'bucket']",0,5
10,10,783904,783972,,1.0,2.0,,,,4.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,5
11,11,783972,785638,,1.0,2.0,,,,,,,,,,,"['bucket', 'balls']",1,6
13,13,785638,786522,,1.0,,,,,5.0,,,,,,,"['grocery_cart', 'bucket']",0,7
14,14,786522,786692,,1.0,3.0,,,,5.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,7
15,15,786692,788222,,1.0,3.0,,,,,,,,,,,"['bucket', 'balls']",1,8
17,17,788222,789004,,1.0,,,,,6.0,,,,,,,"['grocery_cart', 'bucket']",0,9
18,18,789004,789344,,1.0,4.0,,,,6.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,9
19,19,789344,790534,,1.0,4.0,,,,,,,,,,,"['bucket', 'balls']",1,10
21,21,790534,791622,,1.0,,,,,7.0,,,,,,,"['grocery_cart', 'bucket']",0,11
22,22,791622,791724,,1.0,5.0,,,,7.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,11
23,23,791724,793186,,1.0,5.0,,,,,,,,,,,"['bucket', 'balls']",1,12
25,25,793186,794410,,1.0,,,,,8.0,,,,,,,"['grocery_cart', 'bucket']",0,13
26,26,794410,794546,,1.0,6.0,,,,8.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,13
27,27,794546,795702,,1.0,6.0,,,,,,,,,,,"['bucket', 'balls']",1,14
29,29,795702,801652,,1.0,,,,,9.0,,,,,,,"['grocery_cart', 'bucket']",0,15
30,30,801652,834360,,1.0,,,,,,,,,,,,"['bucket', 'food']",1,16
35,35,834360,837182,,1.0,,,,,,,,,,1.0,,"['stroller', 'bucket']",0,17
36,36,837182,837590,,1.0,,,,,,,,,,,,['bucket'],1,18
37,37,838372,854352,,,,,,,,,,,,2.0,,['stroller'],0,19
38,38,854352,854760,,2.0,,,,,,,,,,2.0,,"['stroller', 'bucket']",0,19
39,39,854760,925514,,,,,,,,,,,,2.0,,['stroller'],0,19
40,40,925514,951014,,,,,,,,,,,,,,no_ops,0,19
41,41,951014,955502,,,,,,,10.0,,,,,,,['grocery_cart'],0,19
42,42,956760,959174,,3.0,,,,,,,,,,,,['bucket'],1,20
43,43,959174,964750,,3.0,,,,,11.0,,,,,,,"['grocery_cart', 'bucket']",0,21
44,44,964750,965736,,3.0,7.0,,,,11.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,21
45,45,965736,970394,,3.0,,,,,11.0,,,,,,,"['grocery_cart', 'bucket']",0,21
46,46,970394,974916,,,,,,,11.0,,,,,,,"['grocery_cart', 'balls']",0,21
47,49,974916,976344,,4.0,8.0,,,,12.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,21
48,50,976344,978588,,4.0,,,,,12.0,,,,,,,"['grocery_cart', 'bucket']",0,21
49,51,978588,987190,,4.0,,,,,,,,,,,,"['bucket', 'balls']",1,22
54,56,987190,993888,,4.0,,,,,13.0,,,,,,,"['grocery_cart', 'bucket']",0,23
55,57,993888,995962,,4.0,11.0,,,,13.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,23
56,58,995962,997662,,4.0,,,,,13.0,,,,,,,"['grocery_cart', 'bucket']",0,23
57,59,997662,1000348,,4.0,12.0,,,,13.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,23
58,60,1000348,1001436,,4.0,,,,,13.0,,,,,,,"['grocery_cart', 'bucket']",0,23
59,61,1001436,1003102,,4.0,13.0,,,,13.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,23
60,62,1003102,1004292,,4.0,,,,,13.0,,,,,,,"['grocery_cart', 'bucket']",0,23
61,63,1004292,1005686,,4.0,14.0,,,,13.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,23
62,64,1005686,1012656,,4.0,14.0,,,,,,,,,,,"['bucket', 'balls']",1,24
64,66,1012656,1014798,,4.0,,,,,,,,,,5.0,,"['stroller', 'bucket']",0,25
65,67,1014798,1018606,,4.0,,,,,,,,,,,,['bucket'],1,26
66,68,1018606,1025848,,4.0,,,,,14.0,,,,,,,"['grocery_cart', 'bucket']",0,27
67,69,1025848,1027378,,4.0,15.0,,,,14.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,27
68,70,1027378,1028330,,4.0,,,,,14.0,,,,,,,"['grocery_cart', 'bucket']",0,27
69,71,1028330,1029962,,4.0,,,,,,,,,,,,['bucket'],1,28
70,72,1029962,1036252,,,,,,,,,,,,,,no_ops,0,29
71,73,1036252,1039618,,5.0,,,,,,,,,,,,['bucket'],1,30
72,74,1039618,1039686,,5.0,,,,,,,,,,6.0,,"['stroller', 'bucket']",0,31
73,75,1039686,1067838,,,,,,,,,,,,6.0,,['stroller'],0,31
74,76,1067838,1078242,,,,,,,,,,,,,,no_ops,0,31
75,77,1078242,1085518,,,,,,,,,,,,9.0,,['stroller'],0,31
76,78,1085518,1091536,,,,,,,,,,,,,,no_ops,0,31
77,79,1091536,1115132,,,,,,,,,,,,10.0,,['stroller'],0,31
78,80,1115506,1129412,,,,,,,15.0,,,,,,,"['grocery_cart', 'balls']",0,31
79,83,1129412,1137402,,6.0,16.0,,,,,,,,,,,"['bucket', 'balls']",1,32
81,85,1137402,1142366,,6.0,,,,,16.0,,,,,,,"['grocery_cart', 'bucket']",0,33
82,86,1142366,1146378,,6.0,,,,,,,,,,,,['bucket'],1,34
83,87,1146378,1148248,,6.0,,,,,17.0,,,,,,,"['grocery_cart', 'bucket']",0,35
