level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
84,88,1148248,1148894,,6.0,17.0,,,,17.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,35
85,89,1148894,1181500,,6.0,17.0,,,,,,,,,,,"['bucket', 'balls']",1,36
87,91,1181500,1186566,,,,,,,,,,,,,,no_ops,0,37
88,92,1186566,1189864,,7.0,,,,,,,,,,,,['bucket'],1,38
89,93,1191394,1193298,,,,,1.0,,,,,,,,,['clear_ball'],0,39
90,94,1193298,1196358,,,,,,,,,,,,,,no_ops,0,39
91,95,1196358,1198364,,,,,2.0,,,,,,,,,['clear_ball'],0,39
92,96,1198364,1201696,,,,,,,,,,,,,,no_ops,0,39
93,97,1201696,1201934,,,,,3.0,,,,,,,,,['clear_ball'],0,39
94,98,1204552,1220906,,,,2.0,,,,,,,,,,['broom'],0,39
95,99,1220906,1225836,,,,2.0,,,18.0,,,,,,,"['broom', 'grocery_cart']",0,39
