level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,784652.0,811036,"['food', 'grocery_cart']",,,,,,,,,,1.0,,,,0,1
1,3,811036.0,869550,"['bucket', 'food', 'balls']",,,,,,,,,,1.0,,,1.0,1,2
19,24,869550.0,893928,"['grocery_cart', 'bucket']",,,,,,,,,,,2.0,,6.0,0,3
20,25,893928.0,896818,['bucket'],,,,,,,,,,,,,6.0,1,4
21,26,896818.0,903346,"['stroller', 'bucket']",,,,,,,,,,,,1.0,6.0,0,5
22,27,903346.0,915994,['bucket'],,,,,,,,,,,,,6.0,1,6
23,28,918000.0,960398,['grocery_cart'],,,,,,,,,,,3.0,,,0,7
24,29,963322.0,980390,['broom'],,,,,,,1.0,,,,,,,0,7
25,30,980390.0,986612,no_ops,,,,,,,,,,,,,,0,7
26,31,986612.0,1046486,"['grocery_cart', 'balls']",,,,,,,,,6.0,,,,,0,7
27,36,1046486.0,1051450,no_ops,,,,,,,,,,,,,,0,7
28,37,1051450.0,1059780,['stroller'],,,,,,,,,,,,2.0,,0,7
29,38,1059780.0,1068688,no_ops,,,,,,,,,,,,,,0,7
30,39,1068688.0,1070388,['clear_ball'],,,,,,,,1.0,,,,,,0,7
31,40,1070388.0,1071204,"['clear_ball', 'food']",,,,,,,,1.0,,2.0,,,,0,7
32,41,1071204.0,1073958,['clear_ball'],,,,,,,,1.0,,,,,,0,7
33,42,1073958.0,1077630,no_ops,,,,,,,,,,,,,,0,7
34,43,1077630.0,1099594,['grocery_cart'],,,,,,,,,,,5.0,,,0,7
35,44,1099594.0,1104796,"['clear_ball', 'grocery_cart']",,,,,,,,2.0,,,5.0,,,0,7
36,45,1104796.0,1112854,"['grocery_cart', 'balls']",,,,,,,,,,,5.0,,,0,7
37,48,1112854.0,1116390,no_ops,,,,,,,,,,,,,,0,7
38,49,1116390.0,1127440,"['grocery_cart', 'balls']",,,,,,,,,10.0,,,,,0,7
39,52,1127440.0,1133832,no_ops,,,,,,,,,,,,,,0,7
40,53,1133832.0,1149846,"['grocery_cart', 'balls']",,,,,,,,,11.0,,,,,0,7
41,57,1149846.0,1171946,"['balls', 'bucket']",,,,,,,,,12.0,,,,8.0,1,8
42,58,1171946.0,1216044,"['grocery_cart', 'balls']",,,,,,,,,12.0,,,,,0,9
43,63,1216044.0,1222878,no_ops,,,,,,,,,,,,,,0,9
44,64,1222878.0,1228386,['grocery_cart'],,,,,,,,,,,11.0,,,0,9
45,65,1228386.0,1235050,no_ops,,,,,,,,,,,,,,0,9
46,66,1235050.0,1275952,['broom'],,,,,,,4.0,,,,,,,0,9
