level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,1656038,1664062,,2.0,,,,,,,,,,,,['bucket'],1,1
1,1,1664062,1671848,,2.0,,,,,37.0,,,,,,,"['grocery_cart', 'bucket']",0,2
2,2,1671848,1673480,,2.0,15.0,,,,37.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,2
3,3,1673480,1673922,,2.0,,,,,37.0,,,,,,,"['grocery_cart', 'bucket']",0,2
4,4,1673922,1677730,,2.0,,,,,,,,,,,,"['bucket', 'balls']",1,3
6,6,1677730,1677764,,2.0,16.0,,,,38.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,4
7,7,1677764,1678104,,2.0,,,,,38.0,,,,,,,"['grocery_cart', 'bucket']",0,4
8,8,1678104,1681606,,2.0,,,,,,,,,,,,['bucket'],1,5
9,9,1681606,1686944,,,,,,,,,,,,,,no_ops,0,6
10,10,1686944,1703944,,,,,,,,,,,,5.0,,['stroller'],0,6
11,11,1703944,1709554,,,,,,,39.0,,,,,5.0,,"['grocery_cart', 'stroller']",0,6
12,12,1709554,1719720,,,,,,,,,,,,5.0,,['stroller'],0,6
13,13,1719720,1722780,,,,,,,,,,,,,,no_ops,0,6
14,14,1722780,1722848,,,,,,,40.0,,,,,,,['grocery_cart'],0,6
15,15,1722848,1738896,,,,,,,40.0,,,,,7.0,,"['grocery_cart', 'stroller']",0,6
16,16,1738896,1740154,,,,,,,40.0,,,,,,,['grocery_cart'],0,6
17,17,1740154,1747498,,,,,,,,,,,,,,no_ops,0,6
18,18,1747498,1760928,,,,2.0,,,,,,,,,,['broom'],0,6
19,19,1760928,1767660,,,,,,,,,,,,,,no_ops,0,6
20,20,1767660,1777894,,,,,,,41.0,,,,,,,['grocery_cart'],0,6
21,21,1777894,1787516,,,,,,,41.0,,,,,8.0,,"['grocery_cart', 'stroller']",0,6
22,22,1787516,1796934,,,,,,,41.0,,,,,,,['grocery_cart'],0,6
23,23,1796934,1802136,,,,,,,,,,,,,,no_ops,0,6
24,24,1802136,1812506,,,,,,,,,,,,9.0,,['stroller'],0,6
25,25,1814342,1815362,,,,,,,42.0,,,,,,,['grocery_cart'],0,6
26,26,1817538,1817912,,,,,7.0,,,,,,,,,['clear_ball'],0,6
27,27,1817912,1823624,,,,,,,,,,,,,,no_ops,0,6
28,28,1823624,1829404,,,,,,,43.0,,,,,,,['grocery_cart'],0,6
29,29,1829404,1857522,,,,,,,43.0,,,,,11.0,,"['grocery_cart', 'stroller']",0,6
30,30,1857522,1857556,,,,,,,43.0,,,,,,,['grocery_cart'],0,6
31,31,1857556,1863948,,,,,,,,,,,,,,no_ops,0,6
32,32,1863948,1865852,,,,,,,44.0,,,,,,,['grocery_cart'],0,6
33,33,1865852,1887782,,,,,,,44.0,,,,,12.0,,"['grocery_cart', 'stroller']",0,6
34,34,1887782,1905904,,,,,,,44.0,,,,,,,['grocery_cart'],0,6
35,35,1905904,1912636,,,,,,,,,,,,,,no_ops,0,6
36,36,1912636,1948540,,,,,,,,,,,,13.0,,['stroller'],0,6
37,37,1949968,1950852,,,,,,,45.0,,,,,,,['grocery_cart'],0,6
38,38,1952892,1955850,,,,,,,,,,,,15.0,,['stroller'],0,6
39,39,1955850,1956394,,,,,,,46.0,,,,,15.0,,"['grocery_cart', 'stroller']",0,6
40,40,1956394,1957856,,,,,,,46.0,,,,,,,['grocery_cart'],0,6
41,41,1957856,1960236,,,,,,,46.0,,,,,16.0,,"['grocery_cart', 'stroller']",0,6
42,42,1960236,1961222,,,,,,,46.0,,,,,,,['grocery_cart'],0,6
43,43,1961222,1966458,,,,,,,,,,,,,,no_ops,0,6
44,44,1966458,1972272,,,,,,,,,,,,17.0,,['stroller'],0,6
45,45,1973462,1973972,,,,,,,47.0,,,,,,,['grocery_cart'],0,6
46,46,1974958,1977916,,,,,,,,,,,,18.0,,['stroller'],0,6
47,47,1978834,1986518,,,,,,,48.0,,,,,,,['grocery_cart'],0,6
48,48,1986518,1990700,,,,,,,,,,,,,,no_ops,0,6
49,49,1990700,2022082,,,,3.0,,,,,,,,,,['broom'],0,6
50,50,2022082,2027624,,,,,,,,,,,,,,no_ops,0,6
51,51,2027624,2034288,,,,,,,,,,,,19.0,,['stroller'],0,6
52,52,2034288,2040374,,,,,,,,,,,,,,no_ops,0,6
53,53,2040374,2045916,,,,,,,49.0,,,,,,,['grocery_cart'],0,6
54,54,2045916,2049758,,,,,,,49.0,,,,,20.0,,"['grocery_cart', 'stroller']",0,6
55,55,2049758,2054858,,,,,,,49.0,,,,,,,['grocery_cart'],0,6
56,56,2054858,2058938,,,,,,,,,,,,,,no_ops,0,6
57,57,2058938,2059992,,,,,,,,,,,,21.0,,['stroller'],0,6
58,58,2061590,2067914,,,,,,,50.0,,,,,,,['grocery_cart'],0,6
59,59,2067914,2085526,,,,,,,51.0,,,,,22.0,,"['grocery_cart', 'stroller']",0,6
60,60,2085526,2090422,,,,,,,51.0,,,,,,,['grocery_cart'],0,6
61,61,2090422,2092836,,,,,,,51.0,,,,,23.0,,"['grocery_cart', 'stroller']",0,6
62,62,2092836,2096236,,,,,,,51.0,,,,,,,['grocery_cart'],0,6
63,63,2096236,2122212,,,,,,,,,,,,,,no_ops,0,6
64,64,2122212,2145230,,,,5.0,,,,,,,,,,['broom'],0,6
