level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,2299692,2343008,,,,,,3.0,,,,,,,,['food'],1,1
1,1,2343008,2371874,,,,4.0,,3.0,,,,,,,,"['broom', 'food']",0,2
2,2,2371874,2443682,,,,,,3.0,,,,,,,,['food'],1,3
3,3,2443682,2450550,,,,,,,,,,,,,,no_ops,0,4
4,4,2450550,2451876,,,,,,,19.0,,,,,,,['grocery_cart'],0,4
5,5,2451876,2456398,,,,,,,,,,,,,,no_ops,0,4
6,6,2456398,2681478,,3.0,3.0,,,,,,,,,,,"['bucket', 'food', 'balls']",1,5
31,31,2681478,2683076,,7.0,,,,,20.0,,,,,,,"['grocery_cart', 'bucket']",0,6
32,32,2683076,2683722,,7.0,,,,7.0,20.0,,,,,,,"['food', 'grocery_cart', 'bucket']",0,6
33,33,2683722,2685048,,7.0,,,,7.0,,,,,,,,"['bucket', 'food']",1,7
35,35,2685048,2685932,,7.0,,,,,21.0,,,,,,,"['grocery_cart', 'bucket']",0,8
36,36,2685932,2687496,,7.0,,,,8.0,21.0,,,,,,,"['food', 'grocery_cart', 'bucket']",0,8
37,37,2687496,2689570,,7.0,,,,8.0,,,,,,,,"['bucket', 'food']",1,9
39,39,2689570,2690760,,7.0,,,,,22.0,,,,,,,"['grocery_cart', 'bucket']",0,10
40,40,2690760,2691338,,7.0,,,,9.0,22.0,,,,,,,"['food', 'grocery_cart', 'bucket']",0,10
41,41,2691338,2692868,,7.0,,,,,22.0,,,,,,,"['grocery_cart', 'bucket']",0,10
42,42,2692868,2696540,,7.0,,,,10.0,22.0,,,,,,,"['food', 'grocery_cart', 'bucket']",0,10
43,43,2696540,2699668,,7.0,,,,,22.0,,,,,,,"['grocery_cart', 'bucket']",0,10
44,44,2699668,2749648,,7.0,,,,,,,,,,,,"['bucket', 'food']",1,11
46,46,2749648,2753218,,,,,,,,,,,,,,no_ops,0,12
47,47,2753218,2788068,,,,,2.0,,,,,,,,,['clear_ball'],0,12
48,48,2788068,2792522,,,,,,,,,,,,,,no_ops,0,12
49,49,2792522,2799084,,,,,,,23.0,,,,,,,['grocery_cart'],0,12
