level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,879240,951150,,1.0,1.0,,,,,,,,,,,"['bucket', 'balls']",1,1
18,18,951150,954482,,,,,,,,,,,,,,no_ops,0,2
19,19,954482,1011398,,,10.0,,,,,,,,,,,"['bucket', 'balls']",1,3
25,25,1011398,1015546,,3.0,,,,,,,,,,1.0,,"['stroller', 'bucket']",0,4
26,26,1015546,1021972,,3.0,,,,,,,,,,,,['bucket'],1,5
27,27,1021972,1026052,,,,,,,,,,,,,,no_ops,0,6
28,28,1026052,1041012,,,,,,,,,,,,2.0,,['stroller'],0,6
29,29,1041012,1057434,,4.0,,,,,,,,,,4.0,,"['stroller', 'bucket']",0,6
30,30,1057434,1063554,,,,,,,,,,,,4.0,,['stroller'],0,6
31,31,1063554,1071748,,,,,,,,,,,,,,no_ops,0,6
32,32,1071748,1078480,,,,,1.0,,,,,,,,,['clear_ball'],0,6
33,33,1078480,1085790,,,,,,,,,,,,,,no_ops,0,6
34,34,1085790,1097758,,,,,,,,,,,,5.0,,['stroller'],0,6
35,35,1097758,1099050,,,,1.0,,,,,,,,5.0,,"['broom', 'stroller']",0,6
36,36,1099050,1110984,,,,,,,,,,,,5.0,,['stroller'],0,6
37,37,1110984,1116050,,,,,,,,,,,,,,no_ops,0,6
38,38,1116050,1117716,,5.0,,,,,,,,,,,,['bucket'],1,7
39,39,1117716,1120776,,,,,,,,,,,,,,no_ops,0,8
40,40,1120776,1144270,,,,,,,,,,,,6.0,,['stroller'],0,8
41,41,1144270,1144474,,,,2.0,,,,,,,,6.0,,"['broom', 'stroller']",0,8
42,42,1144474,1145732,,,,,,,,,,,,6.0,,['stroller'],0,8
43,43,1145732,1160726,,,,,,,,,,,,,,no_ops,0,8
44,44,1160726,1161542,,,,,,,,,,,,7.0,,['stroller'],0,8
45,45,1161542,1162834,,,,3.0,,,,,,,,7.0,,"['broom', 'stroller']",0,8
46,46,1162834,1174020,,,,,,,,,,,,,,no_ops,0,8
47,47,1174020,1183268,,,,,,,,,,,,8.0,,['stroller'],0,8
48,48,1183268,1188674,,,,,,,,,,,,,,no_ops,0,8
49,49,1188674,1194386,,,,,,,,,,,,10.0,,['stroller'],0,8
50,50,1196834,1198568,,,,4.0,,,,,,,,,,['broom'],0,8
51,51,1198568,1202580,,,,,,,,,,,,,,no_ops,0,8
52,52,1202580,1207510,,,,,,,,,,,,11.0,,['stroller'],0,8
53,53,1209176,1215500,,,,5.0,,,,,,,,,,['broom'],0,8
54,54,1215500,1229508,,,,,,,,,,,,,,no_ops,0,8
55,55,1229508,1247324,,,,,,,,,,,,13.0,,['stroller'],0,8
56,56,1247324,1268132,,,,,,,,,,,,,,no_ops,0,8
57,57,1268132,1269084,,,,6.0,,,,,,,,,,['broom'],0,8
58,58,1269084,1280270,,,,,,,,,,,,,,no_ops,0,8
59,59,1280270,1354458,,,,,,,1.0,,,,,,,"['food', 'grocery_cart']",0,8
