level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,252960.0,255476,['clear_ball'],,,,,,,,1.0,,,,,,0,1
1,1,255476.0,259148,no_ops,,,,,,,,,,,,,,0,1
2,2,259148.0,264180,['clear_ball'],,,,,,,,2.0,,,,,,0,1
3,3,264180.0,267750,no_ops,,,,,,,,,,,,,,0,1
4,4,267750.0,271456,['clear_ball'],,,,,,,,3.0,,,,,,0,1
5,5,271456.0,276794,no_ops,,,,,,,,,,,,,,0,1
6,6,276794.0,282132,"['bucket', 'balls']",,,,,,,,,1.0,,,,1.0,1,2
8,8,282132.0,287028,no_ops,,,,,,,,,,,,,,0,3
9,9,287028.0,290564,"['bucket', 'balls']",,,,,,,,,2.0,,,,2.0,1,4
11,11,290564.0,298214,no_ops,,,,,,,,,,,,,,0,5
12,12,298214.0,303042,['broom'],,,,,,,1.0,,,,,,,0,5
13,13,303042.0,303246,"['broom', 'clear_ball']",,,,,,,1.0,4.0,,,,,,0,5
14,14,303246.0,308006,['broom'],,,,,,,1.0,,,,,,,0,5
15,15,308006.0,308720,"['broom', 'clear_ball']",,,,,,,1.0,5.0,,,,,,0,5
16,16,308720.0,311100,['broom'],,,,,,,1.0,,,,,,,0,5
17,17,311100.0,312664,"['broom', 'clear_ball']",,,,,,,1.0,6.0,,,,,,0,5
18,18,312664.0,320484,['broom'],,,,,,,1.0,,,,,,,0,5
19,19,320484.0,320960,"['broom', 'bucket']",,,,,,,1.0,,,,,,3.0,0,5
20,20,320960.0,327046,['broom'],,,,,,,1.0,,,,,,,0,5
21,21,327046.0,330718,no_ops,,,,,,,,,,,,,,0,5
22,22,330718.0,367132,"['food', 'grocery_cart']",,,,,,,,,,,1.0,,,0,5
23,27,367132.0,368186,"['broom', 'food']",,,,,,,2.0,,,1.0,,,,0,5
24,28,368186.0,372708,['broom'],,,,,,,2.0,,,,,,,0,5
25,29,372708.0,389674,"['broom', 'food']",,,,,,,2.0,,,2.0,,,,0,5
26,30,389674.0,410074,['food'],,,,,,,,,,2.0,,,,1,6
27,31,410312.0,415446,['broom'],,,,,,,3.0,,,,,,,0,7
28,32,415446.0,437988,"['broom', 'food']",,,,,,,3.0,,,3.0,,,,0,7
29,33,437988.0,441966,['food'],,,,,,,,,,3.0,,,,1,8
30,34,441966.0,447256,"['broom', 'food']",,,,,,,4.0,,,3.0,,,,0,9
31,35,447256.0,500650,['broom'],,,,,,,4.0,,,,,,,0,9
32,36,500650.0,503200,"['broom', 'clear_ball']",,,,,,,4.0,7.0,,,,,,0,9
33,37,503200.0,510748,['broom'],,,,,,,4.0,,,,,,,0,9
34,38,510748.0,522614,"['broom', 'food']",,,,,,,4.0,,,4.0,,,,0,9
35,39,522614.0,527646,['broom'],,,,,,,4.0,,,,,,,0,9
36,40,527646.0,528564,"['broom', 'grocery_cart']",,,,,,,4.0,,,,3.0,,,0,9
37,41,528564.0,529550,"['broom', 'food', 'grocery_cart']",,,,,,,4.0,,,5.0,3.0,,,0,9
38,42,529550.0,532032,"['broom', 'food']",,,,,,,4.0,,,5.0,,,,0,9
39,43,532032.0,534208,['food'],,,,,,,,,,5.0,,,,1,10
40,44,535160.0,545394,['broom'],,,,,,,5.0,,,,,,,0,11
41,45,545394.0,546856,"['broom', 'food', 'grocery_cart']",,,,,,,5.0,,,6.0,4.0,,,0,11
42,46,546856.0,562598,"['broom', 'food']",,,,,,,5.0,,,6.0,,,,0,11
43,47,562598.0,572152,['broom'],,,,,,,5.0,,,,,,,0,11
44,48,572152.0,574328,"['broom', 'food', 'grocery_cart']",,,,,,,5.0,,,7.0,5.0,,,0,11
45,49,574328.0,575484,"['broom', 'food']",,,,,,,5.0,,,7.0,,,,0,11
46,50,575484.0,649094,"['food', 'grocery_cart']",,,,,,,,,,7.0,,,,0,11
47,63,649366.0,651066,"['balls', 'bucket']",,,,,,,,,3.0,,,,4.0,1,12
48,64,651066.0,653276,"['grocery_cart', 'balls']",,,,,,,,,3.0,,,,,0,13
49,67,655112.0,687922,"['bucket', 'food', 'balls']",,,,,,,,,,,,,5.0,1,14
54,72,687922.0,694110,"['broom', 'food']",,,,,,,6.0,,,10.0,,,,0,15
55,73,694110.0,798286,"['food', 'grocery_cart']",,,,,,,,,,10.0,,,,0,15
56,82,798286.0,805800,no_ops,,,,,,,,,,,,,,0,15
57,83,805800.0,809846,['broom'],,,,,,,7.0,,,,,,,0,15
