level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,880634,881518,,,,1.0,,,,,,,,,,['broom'],0,1
1,1,881518,885326,,,,,,,,,,,,,,no_ops,0,1
2,2,885326,932382,,,,2.0,,,,,,,,,,['broom'],0,1
3,3,932382,934830,,,,2.0,1.0,,,,,,,,,"['broom', 'clear_ball']",0,1
4,4,934830,938264,,,,2.0,,,,,,,,,,['broom'],0,1
5,5,938264,960466,,,,2.0,,,1.0,,,,,,,"['broom', 'grocery_cart']",0,1
6,6,960466,963628,,,,2.0,,1.0,1.0,,,,,,,"['broom', 'food', 'grocery_cart']",0,1
7,7,963628,968456,,,,2.0,,1.0,,,,,,,,"['broom', 'food']",0,1
8,8,968456,980220,,,,2.0,,,,,,,,,,['broom'],0,1
9,9,980220,980934,,,,2.0,,,2.0,,,,,,,"['broom', 'grocery_cart']",0,1
10,10,980934,981988,,,,2.0,,2.0,2.0,,,,,,,"['broom', 'food', 'grocery_cart']",0,1
11,11,981988,985286,,,,2.0,,2.0,,,,,,,,"['broom', 'food']",0,1
12,12,985286,990522,,,,2.0,,,,,,,,,,['broom'],0,1
13,13,990522,994398,,,,2.0,,,3.0,,,,,,,"['broom', 'grocery_cart']",0,1
14,14,994398,995962,,,,2.0,,,,,,,,,,['broom'],0,1
15,15,995962,997118,,,,2.0,,,4.0,,,,,,,"['broom', 'grocery_cart']",0,1
16,16,997118,1001232,,,,2.0,,,,,,,,,,['broom'],0,1
17,17,1003272,1012180,,,,,,,5.0,,,,,,,"['food', 'grocery_cart']",0,1
18,20,1012180,1020102,,,,,,,,,,,,,,no_ops,0,1
19,21,1020102,1046996,,,,,,,,,,,,1.0,,['stroller'],0,1
20,22,1048458,1086810,,,,,2.0,,,,,,,,,['clear_ball'],0,1
21,23,1086810,1091740,,,,,,,,,,,,,,no_ops,0,1
22,24,1091740,1102178,,,,,,,6.0,,,,,,,"['food', 'grocery_cart']",0,1
23,27,1102178,1106190,,,,,,,,,,,,,,no_ops,0,1
24,28,1106190,1106734,,,,,,5.0,,,,,,,,['food'],1,2
25,29,1106734,1110542,,,,,,,,,,,,,,no_ops,0,3
26,30,1110542,1117240,,,,,10.0,,,,,,,,,['clear_ball'],0,3
27,31,1117240,1121830,,,,,,,,,,,,,,no_ops,0,3
28,32,1121830,1135804,,,,,,,,,,,,3.0,,['stroller'],0,3
29,33,1137606,1222368,,1.0,,,,,,,,,,,,"['bucket', 'balls']",1,4
44,48,1222368,1234234,,,,,,,,,,,,,,no_ops,0,5
45,49,1234234,1246270,,,,,,,,,,,,4.0,,['stroller'],0,5
46,50,1246270,1250452,,,,,,,,,,,,,,no_ops,0,5
47,51,1250452,1256096,,,7.0,,,,,,,,,,,['balls'],1,6
48,52,1256266,1262420,,,,,,,,,,,,5.0,,['stroller'],0,7
49,53,1262420,1265650,,,,,,,,,,,,,,no_ops,0,7
50,54,1265650,1276938,,,,3.0,,,,,,,,,,['broom'],0,7
51,55,1276938,1280712,,,,,,,,,,,,,,no_ops,0,7
52,56,1280712,1286322,,,,4.0,,,,,,,,,,['broom'],0,7
53,57,1286322,1289926,,,,4.0,,,,,,,,6.0,,"['broom', 'stroller']",0,7
54,58,1289926,1291796,,,,4.0,,,,,,,,,,['broom'],0,7
55,59,1291796,1306246,,,,4.0,,,,,,,,7.0,,"['broom', 'stroller']",0,7
56,60,1306246,1335894,,,,4.0,,,,,,,,,,['broom'],0,7
57,61,1335894,1336472,,4.0,,4.0,,,,,,,,,,"['broom', 'bucket']",0,7
58,62,1336472,1357212,,,,4.0,,,,,,,,,,['broom'],0,7
59,63,1357212,1359218,,,,4.0,11.0,,,,,,,,,"['broom', 'clear_ball']",0,7
60,64,1359218,1365576,,,,4.0,,,,,,,,,,['broom'],0,7
61,65,1365576,1365814,,,,4.0,,,,,,,,8.0,,"['broom', 'stroller']",0,7
62,66,1365814,1366766,,,,4.0,,,,,,,,,,['broom'],0,7
63,67,1366766,1367582,,,,4.0,12.0,,,,,,,,,"['broom', 'clear_ball']",0,7
64,68,1367582,1370574,,,,4.0,,,,,,,,,,['broom'],0,7
65,69,1370574,1371356,,,,4.0,,,7.0,,,,,,,"['broom', 'grocery_cart']",0,7
66,70,1371356,1372308,,,,4.0,,6.0,7.0,,,,,,,"['broom', 'food', 'grocery_cart']",0,7
67,71,1372308,1376184,,,,4.0,,6.0,,,,,,,,"['broom', 'food']",0,7
68,72,1376184,1385568,,,,4.0,,,,,,,,,,['broom'],0,7
