level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,1604766.0,1607486.0,['clear_ball'],,,,,,,,1.0,,,,,,0,1
1,1,1607486.0,1611124.0,no_ops,,,,,,,,,,,,,,0,1
2,2,1611124.0,1615272.0,['clear_ball'],,,,,,,,2.0,,,,,,0,1
3,3,1615272.0,1618502.0,no_ops,,,,,,,,,,,,,,0,1
4,4,1618502.0,1623840.0,['clear_ball'],,,,,,,,3.0,,,,,,0,1
5,5,1623840.0,1627478.0,no_ops,,,,,,,,,,,,,,0,1
6,6,1627478.0,1654168.0,['stroller'],,,,,,,,,,,,1.0,,0,1
7,7,1654168.0,1659302.0,no_ops,,,,,,,,,,,,,,0,1
8,8,1659302.0,1716150.0,"['bucket', 'balls']",,,,,,,,,,,,,11.0,1,2
17,17,1716592.0,1751340.0,['stroller'],,,,,,,,,,,,2.0,,0,3
18,18,1751340.0,1752428.0,"['grocery_cart', 'stroller']",,,,,,,,,,,2.0,2.0,,0,3
19,19,1752428.0,1756406.0,"['food', 'grocery_cart', 'stroller']",,,,,,,,,,2.0,2.0,2.0,,0,3
20,20,1756406.0,1760044.0,"['food', 'stroller']",,,,,,,,,,2.0,,2.0,,0,3
21,21,1760044.0,1778982.0,['stroller'],,,,,,,,,,,,2.0,,0,3
22,22,1780988.0,1790576.0,['clear_ball'],,,,,,,,5.0,,,,,,0,3
23,23,1793296.0,1799280.0,['stroller'],,,,,,,,,,,,3.0,,0,3
24,24,1799280.0,1803734.0,"['clear_ball', 'stroller']",,,,,,,,7.0,,,,3.0,,0,3
25,25,1803734.0,1808324.0,['clear_ball'],,,,,,,,7.0,,,,,,0,3
26,26,1809174.0,1813560.0,['stroller'],,,,,,,,,,,,4.0,,0,3
27,27,1813560.0,1817499.0,"['stroller', 'bucket']",,,,,,,,,,,,4.0,15.0,0,3
28,28,1817499.0,1818320.0,['stroller'],,,,,,,,,,,,4.0,,0,3
29,29,1818320.0,1819578.0,"['balls', 'stroller']",,,,,,,,,9.0,,,4.0,,0,3
30,30,1819578.0,1820904.0,"['balls', 'stroller', 'bucket']",,,,,,,,,9.0,,,4.0,16.0,0,3
31,31,1820904.0,1823114.0,"['stroller', 'bucket']",,,,,,,,,,,,4.0,16.0,0,3
32,32,1823114.0,1868300.0,['stroller'],,,,,,,,,,,,4.0,,0,3
33,33,1869966.0,1871870.0,['balls'],,,,,,,,,10.0,,,,,1,4
34,34,1871870.0,1886320.0,no_ops,,,,,,,,,,,,,,0,5
35,35,1886320.0,1893154.0,['stroller'],,,,,,,,,,,,5.0,,0,5
36,36,1894650.0,1896282.0,['balls'],,,,,,,,,11.0,,,,,1,6
37,37,1896282.0,1899954.0,no_ops,,,,,,,,,,,,,,0,7
38,38,1899954.0,1906482.0,['stroller'],,,,,,,,,,,,7.0,,0,7
39,39,1906482.0,1910052.0,no_ops,,,,,,,,,,,,,,0,7
40,40,1910052.0,1911956.0,['balls'],,,,,,,,,12.0,,,,,1,8
41,41,1911956.0,1924876.0,no_ops,,,,,,,,,,,,,,0,9
42,42,1924876.0,1925284.0,['balls'],,,,,,,,,13.0,,,,,1,10
43,43,1925284.0,1937252.0,no_ops,,,,,,,,,,,,,,0,11
44,44,1937252.0,1939938.0,['balls'],,,,,,,,,14.0,,,,,1,12
45,45,1939938.0,1958264.0,no_ops,,,,,,,,,,,,,,0,13
46,46,1958264.0,1960882.0,['balls'],,,,,,,,,15.0,,,,,1,14
47,47,1960882.0,1964180.0,no_ops,,,,,,,,,,,,,,0,15
48,48,1964180.0,1964452.0,['balls'],,,,,,,,,16.0,,,,,1,16
49,49,1964452.0,1982676.0,no_ops,,,,,,,,,,,,,,0,17
50,50,1982676.0,1988354.0,['clear_ball'],,,,,,,,8.0,,,,,,0,17
51,51,1988354.0,1992604.0,no_ops,,,,,,,,,,,,,,0,17
52,52,1992604.0,1995358.0,['clear_ball'],,,,,,,,9.0,,,,,,0,17
53,53,1995358.0,2008788.0,no_ops,,,,,,,,,,,,,,0,17
54,54,2008788.0,2012936.0,['balls'],,,,,,,,,17.0,,,,,1,18
55,55,2012936.0,2019668.0,no_ops,,,,,,,,,,,,,,0,19
56,56,2019668.0,2023714.0,['bucket'],,,,,,,,,,,,,17.0,1,20
57,57,2023714.0,2024768.0,"['stroller', 'bucket']",,,,,,,,,,,,8.0,17.0,0,21
58,58,2024768.0,2028712.0,no_ops,,,,,,,,,,,,,,0,21
59,59,2028712.0,2056592.0,['stroller'],,,,,,,,,,,,9.0,,0,21
60,60,2058122.0,2083860.0,"['food', 'grocery_cart']",,,,,,,,,,,3.0,,,0,21
