level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,2470882,2502230,,,12.0,,,,,,,,,,,"['bucket', 'balls']",1,1
9,9,2502230,2507432,,,,,,,,,,,,,,no_ops,0,2
10,10,2507432,2512668,,,,,,,,,,,,15.0,,['stroller'],0,2
11,11,2514810,2516306,,,19.0,,,,,,,,,,,['balls'],1,3
12,12,2516306,2521134,,,,,,,,,,,,,,no_ops,0,4
13,13,2521134,2522290,,,20.0,,,,,,,,,,,['balls'],1,5
14,14,2522290,2529498,,,,,,,,,,,,,,no_ops,0,6
15,15,2529498,2541092,,,,,,,,,,,,16.0,,['stroller'],0,6
16,16,2541092,2544390,,,,,,,,,,,,,,no_ops,0,6
17,17,2544390,2557446,,,,,,,,,,,,17.0,,['stroller'],0,6
18,18,2557446,2560540,,,,,,,,,,,,,,no_ops,0,6
19,19,2560540,2603448,,,,,,3.0,,,,,,,,"['food', 'grocery_cart']",0,6
20,33,2603448,2607528,,,,,,,,,,,,,,no_ops,0,6
21,34,2607528,2609976,,,,,,,13.0,,,,,,,['grocery_cart'],0,6
22,35,2609976,2613274,,,,,,,,,,,,,,no_ops,0,6
23,36,2613274,2618272,,,,,,,,,,,,19.0,,['stroller'],0,6
24,37,2618272,2621842,,,,,,,,,,,,,,no_ops,0,6
25,38,2621842,2633300,,,,,,9.0,,,,,,,,"['food', 'grocery_cart']",0,6
26,44,2635102,2640338,,,,,,,,,,,,20.0,,['stroller'],0,6
27,45,2643296,2648396,,,,,5.0,,,,,,,,,['clear_ball'],0,6
28,46,2648396,2651694,,,,,,,,,,,,,,no_ops,0,6
29,47,2651694,2658018,,,,,7.0,,,,,,,,,['clear_ball'],0,6
30,48,2658018,2664988,,,,,,,,,,,,,,no_ops,0,6
31,49,2664988,2669816,,,,,8.0,,,,,,,,,['clear_ball'],0,6
32,50,2669816,2673590,,,,,,,,,,,,,,no_ops,0,6
33,51,2673590,2674134,,,,,,,,,,,,21.0,,['stroller'],0,6
34,52,2674134,2677500,,,,,,,,,,,,,,no_ops,0,6
35,53,2677500,2693854,,,,,9.0,,,,,,,,,['clear_ball'],0,6
36,54,2693854,2700994,,,,,,,,,,,,,,no_ops,0,6
37,55,2700994,2701164,,,,,12.0,,,,,,,,,['clear_ball'],0,6
38,56,2701164,2711704,,,,,,,,,,,,,,no_ops,0,6
39,57,2711704,2753524,,,,,,,16.0,,,,,,,"['food', 'grocery_cart']",0,6
40,76,2753524,2753626,,,,,,17.0,,,,,,22.0,,"['food', 'stroller']",0,6
41,77,2753626,2761718,,,,,,,,,,,,22.0,,['stroller'],0,6
42,78,2761718,2768552,,,,,,,,,,,,,,no_ops,0,6
43,79,2768552,2777698,,,,,,,22.0,,,,,,,"['food', 'grocery_cart']",0,6
44,82,2777698,2777970,,,,,,18.0,,,,,,23.0,,"['food', 'stroller']",0,6
45,83,2777970,2778004,,,,,,,,,,,,23.0,,['stroller'],0,6
46,84,2778004,2782186,,,,,,,,,,,,,,no_ops,0,6
47,85,2782186,2793916,,,,1.0,,,,,,,,,,['broom'],0,6
48,86,2793916,2800444,,,,1.0,,,23.0,,,,,,,"['broom', 'grocery_cart']",0,6
49,87,2800444,2803130,,,,1.0,,,,,,,,,,['broom'],0,6
50,88,2803130,2811154,,,,,,,,,,,,,,no_ops,0,6
51,89,2811154,2813194,,,,,,,,,,,,24.0,,['stroller'],0,6
52,90,2813194,2818736,,,,,,19.0,,,,,,24.0,,"['food', 'stroller']",0,6
53,91,2818736,2829344,,,,,,19.0,,,,,,,,"['food', 'grocery_cart']",0,6
54,94,2831112,2849540,,,,2.0,,,,,,,,,,['broom'],0,6
55,95,2852158,2859672,,,,,,,,,,,,25.0,,['stroller'],0,6
56,96,2859672,2867934,,,,,,,,,,,,,,no_ops,0,6
57,97,2867934,2868818,,,,,,,,,,,,26.0,,['stroller'],0,6
58,98,2868818,2886022,,,,,,,,,,,,,,no_ops,0,6
59,99,2886022,2921926,,,,,,,,,,,,27.0,,['stroller'],0,6
60,100,2921926,2925496,,,,,,,,,,,,,,no_ops,0,6
61,101,2925496,2935526,,,,,,,,,,,,28.0,,['stroller'],0,6
62,102,2935526,2938790,,,,,,,,,,,,,,no_ops,0,6
63,103,2938790,2939096,,,,,,,,,,,,29.0,,['stroller'],0,6
64,104,2939096,2946542,,,,,,,,,,,,,,no_ops,0,6
65,105,2946542,2946882,,,,,,,25.0,,,,,,,['grocery_cart'],0,6
66,106,2946882,2950010,,,,,,,,,,,,,,no_ops,0,6
67,107,2950010,2955246,,,,,,,26.0,,,,,,,['grocery_cart'],0,6
68,108,2955246,2961264,,,,,,,,,,,,,,no_ops,0,6
69,109,2961264,2975170,,,,,,,27.0,,,,,,,"['food', 'grocery_cart']",0,6
