level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,1646110.0,1646790,['clear_ball'],,,,,,,,3.0,,,,,,0,1
1,1,1646790.0,1650054,no_ops,,,,,,,,,,,,,,0,1
2,2,1650054.0,1656990,['clear_ball'],,,,,,,,4.0,,,,,,0,1
3,3,1656990.0,1667632,no_ops,,,,,,,,,,,,,,0,1
4,4,1667632.0,1674670,['clear_ball'],,,,,,,,5.0,,,,,,0,1
5,5,1674670.0,1680790,no_ops,,,,,,,,,,,,,,0,1
6,6,1680790.0,1697416,['stroller'],,,,,,,,,,,,3.0,,0,1
7,7,1697416.0,1700850,no_ops,,,,,,,,,,,,,,0,1
8,8,1700850.0,1800980,['stroller'],,,,,,,,,,,,4.0,,0,1
9,9,1803258.0,1807338,['grocery_cart'],,,,,,,,,,,12.0,,,0,1
10,10,1807338.0,1810840,no_ops,,,,,,,,,,,,,,0,1
11,11,1810840.0,1836816,['stroller'],,,,,,,,,,,,6.0,,0,1
12,12,1836816.0,1841644,no_ops,,,,,,,,,,,,,,0,1
13,13,1841644.0,1852626,['broom'],,,,,,,5.0,,,,,,,0,1
14,14,1852626.0,1857250,no_ops,,,,,,,,,,,,,,0,1
15,15,1857250.0,1866532,['stroller'],,,,,,,,,,,,7.0,,0,1
16,16,1866532.0,1877004,no_ops,,,,,,,,,,,,,,0,1
17,17,1877004.0,1884212,"['food', 'grocery_cart']",,,,,,,,,,3.0,,,,0,1
18,21,1884212.0,1891012,no_ops,,,,,,,,,,,,,,0,1
19,22,1891012.0,1923108,['stroller'],,,,,,,,,,,,8.0,,0,1
20,23,1923108.0,1926168,no_ops,,,,,,,,,,,,,,0,1
21,24,1926168.0,1936742,['stroller'],,,,,,,,,,,,13.0,,0,1
22,25,1936742.0,1942726,"['grocery_cart', 'stroller']",,,,,,,,,,,14.0,14.0,,0,1
23,26,1942726.0,1946840,['stroller'],,,,,,,,,,,,14.0,,0,1
24,27,1946840.0,1955612,no_ops,,,,,,,,,,,,,,0,1
25,28,1955612.0,1964180,['food'],,,,,,,,,,5.0,,,,1,2
26,29,1964180.0,1965030,"['food', 'stroller']",,,,,,,,,,5.0,,15.0,,0,3
27,30,1965030.0,1966050,['food'],,,,,,,,,,5.0,,,,1,4
28,31,1968022.0,1989952,['stroller'],,,,,,,,,,,,16.0,,0,5
29,32,1989952.0,1993862,no_ops,,,,,,,,,,,,,,0,5
30,33,1993862.0,2009230,['broom'],,,,,,,6.0,,,,,,,0,5
31,34,2009230.0,2025618,no_ops,,,,,,,,,,,,,,0,5
32,35,2025618.0,2042516,['broom'],,,,,,,7.0,,,,,,,0,5
33,36,2042516.0,2046052,no_ops,,,,,,,,,,,,,,0,5
34,37,2046052.0,2055096,['stroller'],,,,,,,,,,,,18.0,,0,5
35,38,2055096.0,2058666,no_ops,,,,,,,,,,,,,,0,5
36,39,2058666.0,2074612,['stroller'],,,,,,,,,,,,19.0,,0,5
37,40,2074612.0,2079644,no_ops,,,,,,,,,,,,,,0,5
38,41,2079644.0,2114086,['stroller'],,,,,,,,,,,,21.0,,0,5
39,42,2114834.0,2132140,"['bucket', 'balls']",,,,,,,,,13.0,,,,9.0,1,6
