level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,265234.0,268770.0,no_ops,,,,,,,,,,,,,,0,1
1,1,268770.0,290462.0,['stroller'],,,,,,,,,,,,1.0,,0,1
2,2,290462.0,290632.0,"['clear_ball', 'stroller']",,,,,,,,1.0,,,,1.0,,0,1
3,3,290632.0,293760.0,['stroller'],,,,,,,,,,,,1.0,,0,1
4,4,293760.0,298316.0,"['clear_ball', 'stroller']",,,,,,,,2.0,,,,1.0,,0,1
5,5,298316.0,333710.0,['stroller'],,,,,,,,,,,,1.0,,0,1
6,6,334254.0,346528.0,"['food', 'grocery_cart']",,,,,,,,,,,1.0,,,0,1
7,10,348160.0,370872.0,['stroller'],,,,,,,,,,,,2.0,,0,1
8,11,370872.0,371144.0,"['grocery_cart', 'stroller']",,,,,,,,,,,3.0,2.0,,0,1
9,12,371144.0,381888.0,['stroller'],,,,,,,,,,,,2.0,,0,1
10,13,382160.0,402118.0,"['food', 'grocery_cart']",,,,,,,,,,2.0,,,,0,1
11,15,402118.0,407116.0,no_ops,,,,,,,,,,,,,,0,1
12,16,407116.0,437750.0,['stroller'],,,,,,,,,,,,3.0,,0,1
13,17,439654.0,442782.0,"['bucket', 'balls']",,,,,,,,,,,,,1.0,1,2
16,20,442782.0,447950.0,no_ops,,,,,,,,,,,,,,0,3
17,21,447950.0,451622.0,['balls'],,,,,,,,,2.0,,,,,1,4
18,22,451622.0,452302.0,"['balls', 'stroller']",,,,,,,,,2.0,,,4.0,,0,5
19,23,452302.0,453764.0,"['bucket', 'balls']",,,,,,,,,2.0,,,,,1,6
21,25,455430.0,496026.0,['stroller'],,,,,,,,,,,,5.0,,0,7
22,26,496026.0,499086.0,no_ops,,,,,,,,,,,,,,0,7
23,27,499086.0,510448.0,"['food', 'grocery_cart']",,,,,,,,,,3.0,,,,0,7
24,30,510448.0,513978.0,no_ops,,,,,,,,,,,,,,0,7
25,31,513978.0,578238.0,['stroller'],,,,,,,,,,,,6.0,,0,7
26,32,581094.0,585718.0,['food'],,,,,,,,,,4.0,,,,1,8
27,33,587826.0,609994.0,['stroller'],,,,,,,,,,,,7.0,,0,9
28,34,609994.0,617644.0,no_ops,,,,,,,,,,,,,,0,9
29,35,617644.0,629986.0,['stroller'],,,,,,,,,,,,8.0,,0,9
30,36,632876.0,637058.0,"['food', 'grocery_cart']",,,,,,,,,,5.0,6.0,,,0,9
31,38,637058.0,637466.0,"['food', 'stroller']",,,,,,,,,,5.0,,9.0,,0,9
32,39,637466.0,643960.0,"['food', 'grocery_cart']",,,,,,,,,,5.0,,,,0,9
33,43,643960.0,644300.0,"['food', 'stroller']",,,,,,,,,,6.0,,10.0,,0,9
34,44,644300.0,660552.0,"['food', 'grocery_cart']",,,,,,,,,,6.0,,,,0,9
35,47,660552.0,660824.0,"['food', 'stroller']",,,,,,,,,,6.0,,11.0,,0,9
36,48,660824.0,669766.0,"['food', 'grocery_cart']",,,,,,,,,,6.0,,,,0,9
37,51,669766.0,673404.0,"['food', 'stroller']",,,,,,,,,,6.0,,12.0,,0,9
38,52,673404.0,684352.0,['stroller'],,,,,,,,,,,,12.0,,0,9
39,53,684352.0,688874.0,"['food', 'stroller']",,,,,,,,,,7.0,,12.0,,0,9
40,54,688874.0,694994.0,"['food', 'grocery_cart']",,,,,,,,,,7.0,,,,0,9
41,57,694994.0,699278.0,"['food', 'stroller']",,,,,,,,,,7.0,,13.0,,0,9
42,58,699278.0,702372.0,"['food', 'grocery_cart']",,,,,,,,,,7.0,,,,0,9
43,61,702372.0,708798.0,"['food', 'stroller']",,,,,,,,,,7.0,,14.0,,0,9
44,62,708798.0,717468.0,"['food', 'grocery_cart']",,,,,,,,,,7.0,,,,0,9
45,65,719270.0,744498.0,['stroller'],,,,,,,,,,,,15.0,,0,9
46,66,745654.0,746980.0,['grocery_cart'],,,,,,,,,,,13.0,,,0,9
47,67,746980.0,759152.0,no_ops,,,,,,,,,,,,,,0,9
