level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,883082.0,1014730.0,"['food', 'grocery_cart']",,,,,,,,,,1.0,1.0,,,0,1
1,38,1015274.0,1028670.0,"['bucket', 'balls']",,,,,,,,,1.0,,,,1.0,1,2
5,42,1028670.0,1032920.0,no_ops,,,,,,,,,,,,,,0,3
6,43,1032920.0,1051552.0,"['bucket', 'balls']",,,,,,,,,3.0,,,,,1,4
13,50,1051552.0,1056924.0,no_ops,,,,,,,,,,,,,,0,5
14,51,1056924.0,1075488.0,['broom'],,,,,,,1.0,,,,,,,0,5
15,52,1077188.0,1104558.0,"['bucket', 'balls']",,,,,,,,,,,,,4.0,1,6
22,59,1104558.0,1108298.0,no_ops,,,,,,,,,,,,,,0,7
23,60,1108298.0,1119654.0,['broom'],,,,,,,2.0,,,,,,,0,7
24,61,1119654.0,1120946.0,"['broom', 'grocery_cart']",,,,,,,2.0,,,,14.0,,,0,7
25,62,1120946.0,1122782.0,"['broom', 'food', 'grocery_cart']",,,,,,,2.0,,,13.0,14.0,,,0,7
26,63,1122782.0,1130500.0,"['broom', 'food']",,,,,,,2.0,,,13.0,,,,0,7
27,64,1130500.0,1134308.0,['food'],,,,,,,,,,13.0,,,,1,8
28,65,1134886.0,1137198.0,['clear_ball'],,,,,,,,1.0,,,,,,0,9
29,66,1137198.0,1149132.0,no_ops,,,,,,,,,,,,,,0,9
30,67,1149132.0,1168036.0,['broom'],,,,,,,3.0,,,,,,,0,9
31,68,1168036.0,1181194.0,no_ops,,,,,,,,,,,,,,0,9
32,69,1181194.0,1197480.0,"['bucket', 'balls']",,,,,,,,,,,,,5.0,1,10
34,71,1197480.0,1201764.0,"['grocery_cart', 'balls']",,,,,,,,,8.0,,,,,0,11
35,74,1202512.0,1205470.0,['bucket'],,,,,,,,,,,,,6.0,1,12
36,75,1205470.0,1209142.0,"['broom', 'bucket']",,,,,,,4.0,,,,,,6.0,0,13
37,76,1209142.0,1211386.0,['broom'],,,,,,,4.0,,,,,,,0,13
38,77,1211386.0,1214412.0,no_ops,,,,,,,,,,,,,,0,13
39,78,1214412.0,1245250.0,['stroller'],,,,,,,,,,,,1.0,,0,13
40,79,1245250.0,1247086.0,"['balls', 'stroller']",,,,,,,,,9.0,,,2.0,,0,13
41,80,1247086.0,1248276.0,['balls'],,,,,,,,,9.0,,,,,1,14
42,81,1248276.0,1253444.0,no_ops,,,,,,,,,,,,,,0,15
43,82,1253444.0,1292476.0,['stroller'],,,,,,,,,,,,3.0,,0,15
44,83,1292476.0,1292938.0,"['clear_ball', 'stroller']",,,,,,,,2.0,,,,3.0,,0,15
45,84,1292938.0,1299126.0,['stroller'],,,,,,,,,,,,3.0,,0,15
46,85,1300942.0,1302574.0,['clear_ball'],,,,,,,,3.0,,,,,,0,15
47,86,1302574.0,1315494.0,no_ops,,,,,,,,,,,,,,0,15
48,87,1315494.0,1317092.0,['clear_ball'],,,,,,,,4.0,,,,,,0,15
49,88,1317092.0,1334976.0,no_ops,,,,,,,,,,,,,,0,15
50,89,1334976.0,1335792.0,['clear_ball'],,,,,,,,5.0,,,,,,0,15
51,90,1335792.0,1341844.0,no_ops,,,,,,,,,,,,,,0,15
52,91,1341844.0,1343340.0,['clear_ball'],,,,,,,,6.0,,,,,,0,15
53,92,1343340.0,1347794.0,no_ops,,,,,,,,,,,,,,0,15
54,93,1347794.0,1358742.0,['stroller'],,,,,,,,,,,,4.0,,0,15
55,94,1358742.0,1362142.0,"['clear_ball', 'stroller']",,,,,,,,7.0,,,,4.0,,0,15
56,95,1362142.0,1371492.0,['stroller'],,,,,,,,,,,,4.0,,0,15
57,96,1371900.0,1372512.0,"['food', 'grocery_cart']",,,,,,,,,,14.0,16.0,,,0,15
58,97,1372512.0,1375538.0,['bucket'],,,,,,,,,,,,,7.0,1,16
59,98,1375538.0,1376728.0,"['food', 'grocery_cart', 'bucket']",,,,,,,,,,15.0,17.0,,7.0,0,17
60,99,1376728.0,1379550.0,"['bucket', 'food']",,,,,,,,,,15.0,,,7.0,1,18
62,101,1379550.0,1381454.0,"['food', 'grocery_cart', 'bucket']",,,,,,,,,,16.0,18.0,,7.0,0,19
63,102,1381454.0,1383800.0,"['bucket', 'food']",,,,,,,,,,16.0,,,7.0,1,20
65,104,1383800.0,1385432.0,"['food', 'grocery_cart', 'bucket']",,,,,,,,,,17.0,19.0,,7.0,0,21
66,105,1385432.0,1385908.0,"['food', 'bucket']",,,,,,,,,,17.0,,,7.0,1,22
