level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,2672910,2677194,,,,,,3.0,1.0,,,,,,,"['food', 'grocery_cart']",0,1
1,2,2677194,2681920,,,,,,,,,,,,,,no_ops,0,1
2,3,2681920,2691610,,,,,,,2.0,,,,,,,"['food', 'grocery_cart']",0,1
3,6,2691610,2701198,,,,,,,,,,,,,,no_ops,0,1
4,7,2701198,2709664,,,,,,5.0,,,,,,,,"['food', 'grocery_cart']",0,1
5,10,2709664,2713880,,,,,,,,,,,,,,no_ops,0,1
6,11,2713880,2734280,,,,,,6.0,,,,,,,,"['food', 'grocery_cart']",0,1
7,15,2734280,2744106,,,,,,,,,,,,,,no_ops,0,1
8,16,2744106,2773924,,,,,,,5.0,,,,,,,"['food', 'grocery_cart']",0,1
9,21,2773924,2774638,,,,,,10.0,,,,,,9.0,,"['food', 'stroller']",0,1
10,22,2774638,2783240,,,,,,,,,,,,9.0,,['stroller'],0,1
11,23,2785960,2796636,,8.0,,,,,,,,,,,,"['bucket', 'balls']",1,2
17,29,2796636,2806632,,,,,,,,,,,,,,no_ops,0,3
18,30,2806632,2818770,,,,7.0,,,,,,,,,,['broom'],0,3
19,31,2818770,2822510,,,,,,,,,,,,,,no_ops,0,3
20,32,2822510,2847602,,,,,,,,,,,,10.0,,['stroller'],0,3
21,33,2847602,2850968,,,,,,,,,,,,,,no_ops,0,3
22,34,2850968,2856884,,,,,,,,,,,,11.0,,['stroller'],0,3
23,35,2856884,2862290,,,,,,,,,,,,,,no_ops,0,3
24,36,2862290,2869838,,,,,,,,,,,,12.0,,['stroller'],0,3
25,37,2870790,2874700,,10.0,,,,,,,,,,,,"['bucket', 'balls']",1,4
28,40,2874700,2880820,,,,,,,,,,,,,,no_ops,0,5
29,41,2880820,2883098,,,,,,,,,,,,13.0,,['stroller'],0,5
30,42,2884186,2896188,,11.0,11.0,,,,,,,,,,,"['bucket', 'balls']",1,6
32,44,2896188,2899826,,,,,,,,,,,,,,no_ops,0,7
33,45,2899826,2937872,,12.0,,,,,,,,,,,,"['bucket', 'balls']",1,8
42,54,2937872,2942326,,,,,,,,,,,,,,no_ops,0,9
43,55,2942326,2946882,,,15.0,,,,,,,,,,,['balls'],1,10
44,56,2946882,2950860,,,,,,,,,,,,,,no_ops,0,11
45,57,2950860,2969730,,,,,3.0,,,,,,,,,['clear_ball'],0,11
46,58,2969730,2978026,,,,,,,,,,,,,,no_ops,0,11
47,59,2978026,3024164,,,,,,,,,,,,14.0,,['stroller'],0,11
48,60,3024164,3028584,,,,,,,,,,,,,,no_ops,0,11
49,61,3028584,3032154,,,,,,,,,,,,17.0,,['stroller'],0,11
50,62,3032154,3036234,,,,,,,,,,,,,,no_ops,0,11
51,63,3036234,3058538,,,,,,,,,,,,19.0,,['stroller'],0,11
52,64,3058538,3063094,,,,,,,,,,,,,,no_ops,0,11
53,65,3063094,3089138,,,,,,,,,,,,21.0,,['stroller'],0,11
54,66,3089138,3108756,,,,,,,,,,,,,,no_ops,0,11
55,67,3108756,3112632,,,,8.0,,,,,,,,,,['broom'],0,11
56,68,3113176,3179986,,,,,,,,,,,,24.0,,['stroller'],0,11
