level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,2321690.0,2615178,"['bucket', 'balls']",,,,,,,,,17.0,,,,27.0,1,1
38,38,2615178.0,2615688,"['clear_ball', 'balls']",,,,,,,,5.0,24.0,,,,,0,2
39,39,2615688.0,2616980,['balls'],,,,,,,,,24.0,,,,,1,3
40,40,2616980.0,2619054,"['clear_ball', 'balls']",,,,,,,,6.0,24.0,,,,,0,4
41,41,2619054.0,2629900,['balls'],,,,,,,,,24.0,,,,,1,5
42,42,2629900.0,2630138,"['clear_ball', 'balls']",,,,,,,,7.0,24.0,,,,,0,6
43,43,2630138.0,2633776,['balls'],,,,,,,,,24.0,,,,,1,7
44,44,2633776.0,2634014,"['clear_ball', 'balls']",,,,,,,,8.0,24.0,,,,,0,8
45,45,2634014.0,2650980,['balls'],,,,,,,,,24.0,,,,,1,9
46,46,2650980.0,2655740,"['clear_ball', 'balls']",,,,,,,,9.0,24.0,,,,,0,10
47,47,2655740.0,2658392,['balls'],,,,,,,,,24.0,,,,,1,11
48,48,2658392.0,2658494,"['clear_ball', 'balls']",,,,,,,,10.0,24.0,,,,,0,12
49,49,2658494.0,2667130,['balls'],,,,,,,,,24.0,,,,,1,13
50,50,2667130.0,2669714,"['clear_ball', 'balls']",,,,,,,,11.0,24.0,,,,,0,14
51,51,2669714.0,2676922,['balls'],,,,,,,,,24.0,,,,,1,15
52,52,2676922.0,2677058,"['clear_ball', 'balls']",,,,,,,,12.0,24.0,,,,,0,16
53,53,2677058.0,2684266,['balls'],,,,,,,,,24.0,,,,,1,17
54,54,2684266.0,2685218,"['broom', 'balls']",,,,,,,1.0,,24.0,,,,,0,18
55,55,2685218.0,2688142,['balls'],,,,,,,,,24.0,,,,,1,19
56,56,2688142.0,2688278,"['clear_ball', 'balls']",,,,,,,,13.0,24.0,,,,,0,20
57,57,2688278.0,2697696,['balls'],,,,,,,,,24.0,,,,,1,21
58,58,2697696.0,2701878,no_ops,,,,,,,,,,,,,,0,22
59,59,2701878.0,2831316,"['bucket', 'balls']",,,,,,,,,26.0,,,,,1,23
