level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,2190450.0,2230638,no_ops,,,,,,,,,,,,,,0,1
1,1,2230638.0,2370820,"['food', 'grocery_cart']",,,,,,,,,,1.0,,,,0,1
2,48,2370820.0,2373982,no_ops,,,,,,,,,,,,,,0,1
3,49,2373982.0,2385338,"['food', 'grocery_cart']",,,,,,,,,,,10.0,,,0,1
4,55,2385338.0,2389520,no_ops,,,,,,,,,,,,,,0,1
5,56,2389520.0,2391220,"['food', 'grocery_cart']",,,,,,,,,,,12.0,,,0,1
6,59,2391220.0,2395674,no_ops,,,,,,,,,,,,,,0,1
7,60,2395674.0,2489582,"['food', 'grocery_cart']",,,,,,,,,,21.0,13.0,,,0,1
8,75,2489582.0,2511478,no_ops,,,,,,,,,,,,,,0,1
9,76,2511478.0,2547212,"['food', 'grocery_cart']",,,,,,,,,,,21.0,,,0,1
10,81,2547212.0,2554726,no_ops,,,,,,,,,,,,,,0,1
11,82,2554726.0,2558602,['broom'],,,,,,,6.0,,,,,,,0,1
12,83,2558602.0,2563634,no_ops,,,,,,,,,,,,,,0,1
13,84,2563634.0,2575874,['broom'],,,,,,,7.0,,,,,,,0,1
14,85,2576350.0,2579036,['grocery_cart'],,,,,,,,,,,22.0,,,0,1
15,86,2579036.0,2580260,"['broom', 'grocery_cart']",,,,,,,8.0,,,,22.0,,,0,1
16,87,2580260.0,2582334,['broom'],,,,,,,8.0,,,,,,,0,1
17,88,2584374.0,2648192,"['food', 'grocery_cart']",,,,,,,,,,,23.0,,,0,1
18,102,2648192.0,2651728,no_ops,,,,,,,,,,,,,,0,1
19,103,2651728.0,2692018,['grocery_cart'],,,,,,,,,,,25.0,,,0,1
