level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,912526.0,947886,['broom'],,,,,,,1.0,,,,,,,0,1
1,1,947886.0,952408,no_ops,,,,,,,,,,,,,,0,1
2,2,952408.0,968898,['stroller'],,,,,,,,,,,,1.0,,0,1
3,3,968898.0,973692,no_ops,,,,,,,,,,,,,,0,1
4,4,973692.0,979404,['stroller'],,,,,,,,,,,,2.0,,0,1
5,5,979404.0,982532,no_ops,,,,,,,,,,,,,,0,1
6,6,982532.0,991406,['broom'],,,,,,,2.0,,,,,,,0,1
7,7,991406.0,994704,no_ops,,,,,,,,,,,,,,0,1
8,8,994704.0,1004972,['clear_ball'],,,,,,,,1.0,,,,,,0,1
9,9,1004972.0,1013064,no_ops,,,,,,,,,,,,,,0,1
10,10,1013064.0,1018028,['broom'],,,,,,,3.0,,,,,,,0,1
11,11,1019048.0,1021122,['clear_ball'],,,,,,,,2.0,,,,,,0,1
12,12,1021122.0,1024896,no_ops,,,,,,,,,,,,,,0,1
13,13,1024896.0,1053048,['broom'],,,,,,,4.0,,,,,,,0,1
14,14,1054136.0,1061004,['stroller'],,,,,,,,,,,,4.0,,0,1
15,15,1061004.0,1069606,no_ops,,,,,,,,,,,,,,0,1
16,16,1069606.0,1104762,['stroller'],,,,,,,,,,,,5.0,,0,1
17,17,1104762.0,1108536,no_ops,,,,,,,,,,,,,,0,1
18,18,1108536.0,1114520,['clear_ball'],,,,,,,,3.0,,,,,,0,1
19,19,1114520.0,1121150,no_ops,,,,,,,,,,,,,,0,1
20,20,1121150.0,1135940,['grocery_cart'],,,,,,,,,,,1.0,,,0,1
21,21,1135940.0,1138490,"['broom', 'grocery_cart']",,,,,,,5.0,,,,2.0,,,0,1
22,22,1138490.0,1140224,['grocery_cart'],,,,,,,,,,,2.0,,,0,1
23,23,1141924.0,1187960,"['bucket', 'balls']",,,,,,,,,,,,,1.0,1,2
38,38,1187960.0,1188844,"['grocery_cart', 'bucket']",,,,,,,,,,,3.0,,5.0,0,3
39,39,1188844.0,1188878,['grocery_cart'],,,,,,,,,,,3.0,,,0,3
40,40,1190918.0,1191632,['broom'],,,,,,,6.0,,,,,,,0,3
41,41,1191632.0,1196256,no_ops,,,,,,,,,,,,,,0,3
42,42,1196256.0,1200234,['balls'],,,,,,,,,6.0,,,,,1,4
43,43,1200234.0,1210196,no_ops,,,,,,,,,,,,,,0,5
44,44,1210196.0,1216860,['broom'],,,,,,,7.0,,,,,,,0,5
45,45,1216860.0,1217710,"['broom', 'balls']",,,,,,,7.0,,7.0,,,,,0,5
46,46,1217710.0,1276360,['broom'],,,,,,,7.0,,,,,,,0,5
47,47,1276360.0,1281562,no_ops,,,,,,,,,,,,,,0,5
48,48,1281562.0,1310972,['clear_ball'],,,,,,,,4.0,,,,,,0,5
49,49,1313454.0,1337696,['stroller'],,,,,,,,,,,,6.0,,0,5
50,50,1337696.0,1348134,no_ops,,,,,,,,,,,,,,0,5
51,51,1348134.0,1351126,['stroller'],,,,,,,,,,,,7.0,,0,5
52,52,1351126.0,1354322,no_ops,,,,,,,,,,,,,,0,5
53,53,1354322.0,1360884,['stroller'],,,,,,,,,,,,8.0,,0,5
54,54,1360884.0,1366290,no_ops,,,,,,,,,,,,,,0,5
55,55,1366290.0,1403724,['broom'],,,,,,,9.0,,,,,,,0,5
56,56,1403724.0,1403792,"['broom', 'balls']",,,,,,,9.0,,8.0,,,,,0,5
