level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,831878,862512,,,,,1.0,,,,,,,,,['clear_ball'],0,1
1,1,862512,867340,,,,,,,,,,,,,,no_ops,0,1
2,2,867340,867510,,,,,2.0,,,,,,,,,['clear_ball'],0,1
3,3,867510,877472,,,,,,,,,,,,,,no_ops,0,1
4,4,877472,887978,,1.0,,,,,,,,,,,,"['bucket', 'balls']",1,2
7,7,887978,895492,,,,,,,,,,,,,,no_ops,0,3
8,8,895492,902870,,2.0,2.0,,,,,,,,,,,"['bucket', 'balls']",1,4
10,10,902870,906304,,,,,,,,,,,,,,no_ops,0,5
11,11,906304,916368,,,3.0,,,,,,,,,,,['balls'],1,6
12,12,916368,922454,,,,,,,,,,,,,,no_ops,0,7
13,13,922454,939760,,3.0,4.0,,,,,,,,,,,"['bucket', 'balls']",1,8
15,15,939760,945812,,,,,,,,,,,,,,no_ops,0,9
16,16,945812,946628,,,5.0,,,,,,,,,,,['balls'],1,10
17,17,946628,951116,,,,,,,,,,,,,,no_ops,0,11
18,18,951116,953598,,,6.0,,,,,,,,,,,['balls'],1,12
19,19,953598,957882,,,,,,,,,,,,,,no_ops,0,13
20,20,957882,967232,,4.0,7.0,,,,,,,,,,,"['bucket', 'balls']",1,14
22,22,967232,974474,,,,,,,,,,,,,,no_ops,0,15
23,23,974474,976378,,5.0,8.0,,,,,,,,,,,"['balls', 'bucket']",1,16
24,24,976378,979880,,,,,,,,,,,,,,no_ops,0,17
25,25,979880,994670,,6.0,,,,,,,,,,,,"['bucket', 'balls']",1,18
28,28,994670,999906,,,,,,,,,,,,,,no_ops,0,19
29,29,999906,1003238,,7.0,,,,,,,,,,,,['bucket'],1,20
30,30,1003238,1009358,,,,,,,,,,,,,,no_ops,0,21
31,31,1009358,1024318,,,10.0,,,,,,,,,,,['balls'],1,22
32,32,1024318,1034246,,,,,,,,,,,,,,no_ops,0,23
33,33,1034246,1035776,,,11.0,,,,,,,,,,,['balls'],1,24
34,34,1035776,1042440,,,,,,,,,,,,,,no_ops,0,25
35,35,1042440,1044514,,8.0,,,,,,,,,,,,['bucket'],1,26
36,36,1044514,1052572,,,,,,,,,,,,,,no_ops,0,27
37,37,1052572,1100716,,,12.0,,,,,,,,,,,['balls'],1,28
38,38,1100716,1113160,,,,,,,,,,,,,,no_ops,0,29
39,39,1113160,1131112,,,13.0,,,,,,,,,,,['balls'],1,30
40,40,1131112,1196732,,,,,,,,,,,,,,no_ops,0,31
41,41,1196732,1242428,,,14.0,,,,,,,,,,,['balls'],1,32
42,42,1242428,1246270,,,,,,,,,,,,,,no_ops,0,33
43,43,1246270,1276530,,,15.0,,,,,,,,,,,['balls'],1,34
44,44,1276530,1280134,,,,,,,,,,,,,,no_ops,0,35
45,45,1280134,1280542,,,16.0,,,,,,,,,,,['balls'],1,36
46,46,1280542,1292986,,,,,,,,,,,,,,no_ops,0,37
47,47,1292986,1339702,,,17.0,,,,,,,,,,,['balls'],1,38
