level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,527170,548760.0,,,,,,1.0,,,,,,,,"['food', 'grocery_cart']",0,1
1,11,548760,557124.0,,,,,,,,,,,,,,no_ops,0,1
2,12,557124,570350.0,,,,,1.0,,,,,,,,,['clear_ball'],0,1
3,13,570350,593878.0,,,,,,,,,,,,,,no_ops,0,1
4,14,593878,638486.0,,1.0,,,,,,,,,,,,"['bucket', 'balls']",1,2
9,19,638486,642056.0,,,,,,,,,,,,,,no_ops,0,3
10,20,642056,660416.0,,2.0,,,,,,,,,,,,"['bucket', 'balls']",1,4
12,22,660416,661028.0,,,3.0,1.0,,,,,,,,,,"['broom', 'balls']",0,5
13,23,661028,681870.0,,,3.0,,,,,,,,,,,['balls'],1,6
14,24,681870,682652.0,,,3.0,,2.0,,,,,,,,,"['clear_ball', 'balls']",0,7
15,25,682652,698054.0,,,3.0,,,,,,,,,,,"['bucket', 'balls']",1,8
17,27,698054,702372.0,,,,,,,,,,,,,,no_ops,0,9
18,28,702372,772310.0,,,4.0,,,,,,,,,,,"['bucket', 'balls']",1,10
27,37,772310,782952.0,,4.0,,,,,6.0,,,,,,,"['grocery_cart', 'bucket']",0,11
28,38,782952,786114.0,,4.0,,,,,,,,,,,,"['bucket', 'balls']",1,12
30,40,786114,786488.0,,4.0,8.0,,,,7.0,,,,,,,"['balls', 'grocery_cart', 'bucket']",0,13
31,41,786488,786522.0,,4.0,,,,,7.0,,,,,,,"['grocery_cart', 'bucket']",0,13
32,42,786522,799000.0,,4.0,,,,,,,,,,,,['bucket'],1,14
33,43,801686,807330.0,,,,,3.0,,,,,,,,,['clear_ball'],0,15
34,44,807330,813178.0,,,,,,,,,,,,,,no_ops,0,15
35,45,813178,822086.0,,,,,,,,,,,,1.0,,['stroller'],0,15
36,46,822086,831232.0,,,,,,,,,,,,,,no_ops,0,15
37,47,831232,840854.0,,,,,4.0,,,,,,,,,['clear_ball'],0,15
38,48,843268,898926.0,,,,,,,8.0,,,,,,,"['food', 'grocery_cart']",0,15
39,51,898926,898994.0,,,,,5.0,2.0,,,,,,,,"['clear_ball', 'food']",0,15
40,52,898994,942208.0,,,,,,2.0,,,,,,,,"['food', 'grocery_cart']",0,15
41,61,942208,948872.0,,,,,6.0,2.0,,,,,,,,"['clear_ball', 'food']",0,15
42,62,948872,950708.0,,,,,6.0,,,,,,,,,['clear_ball'],0,15
43,63,951592,953190.0,,5.0,,,,,,,,,,,,['bucket'],1,16
44,64,953802,957712.0,,,,,,,13.0,,,,,,,['grocery_cart'],0,17
45,65,958460,961894.0,,6.0,,,,,,,,,,,,"['bucket', 'food']",1,18
48,68,961894,966790.0,,,,,7.0,3.0,,,,,,,,"['clear_ball', 'food']",0,19
49,69,966790,1006638.0,,,,,,3.0,,,,,,,,"['food', 'grocery_cart']",0,19
50,72,1006638,1017756.0,,,,,,,,,,,,,,no_ops,0,19
51,73,1017756,1029146.0,,7.0,,,,,,,,,,,,['bucket'],1,20
52,74,1029146,1045772.0,,,,,,,,,,,,,,no_ops,0,21
