level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,908752.0,913444.0,no_ops,,,,,,,,,,,,,,0,1
1,1,913444.0,925344.0,['broom'],,,,,,,1.0,,,,,,,0,1
2,2,925344.0,926602.0,"['broom', 'food', 'grocery_cart']",,,,,,,1.0,,,1.0,1.0,,,0,1
3,3,926602.0,929016.0,"['food', 'grocery_cart']",,,,,,,,,,1.0,1.0,,,0,1
4,5,929016.0,934116.0,no_ops,,,,,,,,,,,,,,0,1
5,6,934116.0,936938.0,['grocery_cart'],,,,,,,,,,,2.0,,,0,1
6,7,938740.0,941052.0,['clear_ball'],,,,,,,,1.0,,,,,,0,1
7,8,943160.0,959786.0,"['food', 'grocery_cart']",,,,,,,,,,,3.0,,,0,1
8,17,959786.0,968082.0,no_ops,,,,,,,,,,,,,,0,1
9,18,968082.0,974236.0,['grocery_cart'],,,,,,,,,,,7.0,,,0,1
10,19,974236.0,978384.0,no_ops,,,,,,,,,,,,,,0,1
11,20,978384.0,993174.0,['broom'],,,,,,,2.0,,,,,,,0,1
12,21,993174.0,994262.0,"['broom', 'grocery_cart']",,,,,,,2.0,,,,8.0,,,0,1
13,22,994262.0,995860.0,['broom'],,,,,,,2.0,,,,,,,0,1
14,23,997764.0,1004020.0,"['food', 'grocery_cart']",,,,,,,,,,3.0,,,,0,1
15,28,1005074.0,1007488.0,['broom'],,,,,,,3.0,,,,,,,0,1
16,29,1007488.0,1011636.0,"['broom', 'grocery_cart']",,,,,,,3.0,,,,10.0,,,0,1
17,30,1011636.0,1013812.0,['broom'],,,,,,,3.0,,,,,,,0,1
18,31,1015002.0,1057264.0,"['food', 'grocery_cart']",,,,,,,,,,,11.0,,,0,1
19,36,1059066.0,1078242.0,"['bucket', 'balls']",,,,,,,,,,,,,1.0,1,2
22,39,1078242.0,1078616.0,"['grocery_cart', 'bucket']",,,,,,,,,,,13.0,,1.0,0,3
23,40,1078616.0,1090006.0,['bucket'],,,,,,,,,,,,,1.0,1,4
24,41,1090006.0,1091366.0,"['grocery_cart', 'bucket']",,,,,,,,,,,14.0,,1.0,0,5
25,42,1091366.0,1102042.0,['bucket'],,,,,,,,,,,,,1.0,1,6
26,43,1102042.0,1103470.0,"['grocery_cart', 'bucket']",,,,,,,,,,,15.0,,2.0,0,7
27,44,1103470.0,1131316.0,"['bucket', 'balls']",,,,,,,,,,,,,2.0,1,8
32,49,1131316.0,1140292.0,"['grocery_cart', 'balls']",,,,,,,,,,,16.0,,,0,9
33,53,1141856.0,1146242.0,['clear_ball'],,,,,,,,2.0,,,,,,0,9
34,54,1146242.0,1153484.0,no_ops,,,,,,,,,,,,,,0,9
35,55,1153484.0,1170212.0,['grocery_cart'],,,,,,,,,,,18.0,,,0,9
36,56,1170212.0,1172320.0,"['grocery_cart', 'bucket']",,,,,,,,,,,19.0,,3.0,0,9
37,57,1172320.0,1174054.0,"['balls', 'grocery_cart', 'bucket']",,,,,,,,,5.0,,19.0,,3.0,0,9
38,58,1174054.0,1182044.0,"['bucket', 'balls']",,,,,,,,,5.0,,,,3.0,1,10
40,60,1182044.0,1184390.0,"['grocery_cart', 'bucket']",,,,,,,,,,,20.0,,3.0,0,11
41,61,1184390.0,1189660.0,"['grocery_cart', 'balls']",,,,,,,,,,,20.0,,,0,11
42,63,1189660.0,1192210.0,"['balls', 'bucket']",,,,,,,,,6.0,,,,4.0,1,12
43,64,1192210.0,1192448.0,"['grocery_cart', 'bucket']",,,,,,,,,,,21.0,,4.0,0,13
44,65,1192448.0,1198568.0,['grocery_cart'],,,,,,,,,,,21.0,,,0,13
45,66,1200676.0,1218084.0,['stroller'],,,,,,,,,,,,1.0,,0,13
