level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,996982.0,1000552.0,no_ops,,,,,,,,,,,,,,0,1
1,1,1000552.0,1005992.0,['stroller'],,,,,,,,,,,,1.0,,0,1
2,2,1005992.0,1011398.0,no_ops,,,,,,,,,,,,,,0,1
3,3,1011398.0,1016294.0,['clear_ball'],,,,,,,,1.0,,,,,,0,1
4,4,1018844.0,1023026.0,['stroller'],,,,,,,,,,,,2.0,,0,1
5,5,1025304.0,1042134.0,['broom'],,,,,,,1.0,,,,,,,0,1
6,6,1044310.0,1049614.0,['clear_ball'],,,,,,,,2.0,,,,,,0,1
7,7,1052266.0,1059916.0,['stroller'],,,,,,,,,,,,3.0,,0,1
8,8,1059916.0,1065186.0,no_ops,,,,,,,,,,,,,,0,1
9,9,1065186.0,1065254.0,['clear_ball'],,,,,,,,3.0,,,,,,0,1
10,10,1065254.0,1070932.0,no_ops,,,,,,,,,,,,,,0,1
11,11,1070932.0,1073006.0,['clear_ball'],,,,,,,,4.0,,,,,,0,1
12,12,1073006.0,1092658.0,no_ops,,,,,,,,,,,,,,0,1
13,13,1092658.0,1105510.0,['broom'],,,,,,,2.0,,,,,,,0,1
14,14,1105510.0,1110304.0,no_ops,,,,,,,,,,,,,,0,1
15,15,1110304.0,1116798.0,['clear_ball'],,,,,,,,5.0,,,,,,0,1
16,16,1116798.0,1119824.0,no_ops,,,,,,,,,,,,,,0,1
17,17,1119824.0,1123292.0,['clear_ball'],,,,,,,,6.0,,,,,,0,1
18,18,1123292.0,1126726.0,no_ops,,,,,,,,,,,,,,0,1
19,19,1126726.0,1130228.0,['clear_ball'],,,,,,,,7.0,,,,,,0,1
20,20,1130228.0,1134512.0,no_ops,,,,,,,,,,,,,,0,1
21,21,1134512.0,1142638.0,"['bucket', 'balls']",,,,,,,,,1.0,,,,1.0,1,2
25,25,1142638.0,1146378.0,no_ops,,,,,,,,,,,,,,0,3
26,26,1146378.0,1147262.0,['clear_ball'],,,,,,,,8.0,,,,,,0,3
27,27,1147262.0,1160726.0,no_ops,,,,,,,,,,,,,,0,3
28,28,1160726.0,1168206.0,['broom'],,,,,,,3.0,,,,,,,0,3
29,29,1168206.0,1171504.0,"['broom', 'grocery_cart']",,,,,,,3.0,,,,1.0,,,0,3
30,30,1171504.0,1215194.0,"['food', 'grocery_cart']",,,,,,,,,,,1.0,,,0,3
31,38,1215194.0,1218322.0,no_ops,,,,,,,,,,,,,,0,3
32,39,1218322.0,1225054.0,"['food', 'balls']",,,,,,,,,,4.0,,,,1,4
33,43,1225054.0,1228998.0,no_ops,,,,,,,,,,,,,,0,5
34,44,1228998.0,1340178.0,"['food', 'grocery_cart']",,,,,,,,,,,3.0,,,0,5
35,65,1340178.0,1344462.0,no_ops,,,,,,,,,,,,,,0,5
36,66,1344462.0,1358674.0,"['food', 'grocery_cart']",,,,,,,,,,,10.0,,,0,5
37,73,1358674.0,1361836.0,no_ops,,,,,,,,,,,,,,0,5
38,74,1361836.0,1374892.0,['grocery_cart'],,,,,,,,,,,14.0,,,0,5
39,75,1376626.0,1379006.0,['broom'],,,,,,,4.0,,,,,,,0,5
40,76,1379006.0,1379108.0,"['broom', 'food']",,,,,,,4.0,,,14.0,,,,0,5
41,77,1379108.0,1383290.0,['broom'],,,,,,,4.0,,,,,,,0,5
42,78,1383290.0,1384038.0,"['broom', 'food']",,,,,,,4.0,,,15.0,,,,0,5
43,79,1384038.0,1386724.0,['broom'],,,,,,,4.0,,,,,,,0,5
44,80,1386724.0,1387268.0,"['broom', 'food']",,,,,,,4.0,,,16.0,,,,0,5
45,81,1387268.0,1393422.0,['broom'],,,,,,,4.0,,,,,,,0,5
46,82,1393422.0,1395360.0,"['broom', 'grocery_cart']",,,,,,,4.0,,,,18.0,,,0,5
47,83,1395360.0,1396754.0,"['broom', 'food', 'grocery_cart']",,,,,,,4.0,,,17.0,18.0,,,0,5
48,84,1396754.0,1398318.0,"['broom', 'grocery_cart']",,,,,,,4.0,,,,18.0,,,0,5
49,85,1398318.0,1399304.0,"['broom', 'food', 'grocery_cart']",,,,,,,4.0,,,18.0,18.0,,,0,5
50,86,1399304.0,1399848.0,"['broom', 'food']",,,,,,,4.0,,,18.0,,,,0,5
51,87,1399848.0,1421506.0,"['food', 'grocery_cart']",,,,,,,,,,18.0,,,,0,5
52,98,1424464.0,1450066.0,['stroller'],,,,,,,,,,,,5.0,,0,5
53,99,1452310.0,1456458.0,['clear_ball'],,,,,,,,9.0,,,,,,0,5
54,100,1456458.0,1460844.0,no_ops,,,,,,,,,,,,,,0,5
55,101,1460844.0,1478864.0,['clear_ball'],,,,,,,,10.0,,,,,,0,5
56,102,1478864.0,1483794.0,no_ops,,,,,,,,,,,,,,0,5
