level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,292230.0,298452.0,no_ops,,,,,,,,,,,,,,0,1
1,1,298452.0,349962.0,"['bucket', 'balls']",,,,,,,,,1.0,,,,,1,2
6,6,349962.0,357238.0,"['grocery_cart', 'bucket']",,,,,,,,,,,1.0,,1.0,0,3
7,7,357238.0,383554.0,"['bucket', 'balls']",,,,,,,,,,,,,1.0,1,4
12,12,383554.0,390524.0,no_ops,,,,,,,,,,,,,,0,5
13,13,390524.0,405110.0,"['bucket', 'balls']",,,,,,,,,5.0,,,,,1,6
18,18,405756.0,450262.0,"['food', 'grocery_cart']",,,,,,,,,,,2.0,,,0,7
19,36,450262.0,454512.0,no_ops,,,,,,,,,,,,,,0,7
20,37,454512.0,461006.0,"['food', 'grocery_cart']",,,,,,,,,,7.0,,,,0,7
21,40,461006.0,464678.0,no_ops,,,,,,,,,,,,,,0,7
22,41,464678.0,474232.0,"['food', 'grocery_cart']",,,,,,,,,,,9.0,,,0,7
23,46,474232.0,477428.0,no_ops,,,,,,,,,,,,,,0,7
24,47,477428.0,493272.0,"['food', 'grocery_cart']",,,,,,,,,,9.0,,,,0,7
25,54,493272.0,494122.0,"['grocery_cart', 'bucket']",,,,,,,,,,,13.0,,3.0,0,7
26,55,494122.0,505648.0,"['bucket', 'balls']",,,,,,,,,,,,,3.0,1,8
29,58,505648.0,513060.0,no_ops,,,,,,,,,,,,,,0,9
30,59,513060.0,524314.0,"['food', 'grocery_cart']",,,,,,,,,,,14.0,,,0,9
31,66,525368.0,528156.0,"['bucket', 'balls']",,,,,,,,,,,,,4.0,1,10
34,69,529108.0,593708.0,"['food', 'grocery_cart']",,,,,,,,,,,17.0,,,0,11
35,75,593708.0,596020.0,"['food', 'stroller']",,,,,,,,,,12.0,,1.0,,0,11
36,76,596020.0,598604.0,['food'],,,,,,,,,,12.0,,,,1,12
37,77,598604.0,604486.0,"['food', 'stroller']",,,,,,,,,,12.0,,2.0,,0,13
38,78,604486.0,619922.0,"['food', 'grocery_cart']",,,,,,,,,,12.0,,,,0,13
39,81,621112.0,627980.0,['broom'],,,,,,,1.0,,,,,,,0,13
40,82,629918.0,641682.0,['food'],,,,,,,,,,13.0,,,,1,14
41,83,643892.0,655350.0,['broom'],,,,,,,3.0,,,,,,,0,15
42,84,658172.0,720120.0,"['food', 'grocery_cart']",,,,,,,,,,14.0,,,,0,15
43,92,720120.0,724506.0,no_ops,,,,,,,,,,,,,,0,15
44,93,724506.0,749258.0,"['food', 'grocery_cart']",,,,,,,,,,17.0,,,,0,15
45,96,749258.0,758540.0,no_ops,,,,,,,,,,,,,,0,15
46,97,758540.0,762110.0,['food'],,,,,,,,,,18.0,,,,1,16
47,98,762110.0,765476.0,no_ops,,,,,,,,,,,,,,0,17
48,99,765476.0,771562.0,"['food', 'grocery_cart']",,,,,,,,,,,23.0,,,0,17
49,102,771562.0,801142.0,no_ops,,,,,,,,,,,,,,0,17
