level_0,index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,0,905975,907630,,1.0,1.0,,,,,,,,,,,"['bucket', 'balls']",1,1
2,2,907630,918170,,,,,,,,,,,,,,no_ops,0,2
3,3,918170,962676,,,,,,,1.0,,,,,,,"['food', 'grocery_cart']",0,2
4,10,962676,970700,,,,1.0,,,3.0,,,,,,,"['broom', 'grocery_cart']",0,2
5,11,970700,973998,,,,1.0,,,,,,,,,,['broom'],0,2
6,12,975562,980356,,,,,,,4.0,,,,,,,['grocery_cart'],0,2
7,13,981410,986680,,,,,1.0,,,,,,,,,['clear_ball'],0,2
8,14,986680,995894,,,,,,,,,,,,,,no_ops,0,2
9,15,995894,997662,,,,,2.0,,,,,,,,,['clear_ball'],0,2
10,16,998444,1000416,,,,,,,5.0,,,,,,,['grocery_cart'],0,2
11,17,1000416,1006026,,,,,,,,,,,,,,no_ops,0,2
12,18,1006026,1054646,,,,,,,6.0,,,,,,,"['grocery_cart', 'balls']",0,2
13,31,1054646,1058318,,,,,,,,,,,,,,no_ops,0,2
14,32,1058318,1098676,,,,,,,11.0,,,,,,,"['food', 'grocery_cart', 'balls']",0,2
15,42,1098676,1102178,,,,,,,,,,,,,,no_ops,0,2
16,43,1102178,1232194,,,,,,7.0,,,,,,,,"['grocery_cart', 'food', 'balls']",0,2
17,78,1232194,1241646,,,,,,,,,,,,,,no_ops,0,2
18,79,1241646,1244638,,,,,3.0,,,,,,,,,['clear_ball'],0,2
19,80,1244638,1259836,,,,,,,,,,,,,,no_ops,0,2
20,81,1259836,1260414,,,,,5.0,,,,,,,,,['clear_ball'],0,2
21,82,1260414,1266466,,,,,,,,,,,,,,no_ops,0,2
22,83,1266466,1276054,,,,,,,27.0,,,,,,,"['grocery_cart', 'balls']",0,2
23,87,1276054,1284282,,,,,,,,,,,,,,no_ops,0,2
24,88,1284282,1288124,,,,,,,29.0,,,,,,,['grocery_cart'],0,2
25,89,1289518,1289926,,,,,6.0,,,,,,,,,['clear_ball'],0,2
26,90,1290980,1296182,,,,,,,,,,,,1.0,,['stroller'],0,2
27,91,1296182,1320798,,,,,,,30.0,,,,,1.0,,"['grocery_cart', 'stroller']",0,2
28,92,1320798,1321852,,,,,,,,,,,,1.0,,['stroller'],0,2
29,93,1321852,1325558,,,,,,,,,,,,,,no_ops,0,2
30,94,1325558,1338648,,,,,,17.0,,,,,,,,"['food', 'grocery_cart']",0,2
31,101,1338648,1350344,,,,,,,34.0,,,,,2.0,,"['grocery_cart', 'stroller']",0,2
32,102,1350344,1354832,,,,,,,34.0,,,,,,,"['food', 'grocery_cart']",0,2
33,105,1354832,1390192,,,,,,,35.0,,,,,3.0,,"['grocery_cart', 'stroller']",0,2
34,106,1390192,1399168,,,,,,,35.0,,,,,,,['grocery_cart'],0,2
35,107,1399440,1401412,,,,,,,,,,,,4.0,,['stroller'],0,2
