level_0,index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,0,1840182.0,1844704.0,no_ops,,,,,,,,,,,,,,0,1
1,1,1844704.0,1885538.0,"['food', 'grocery_cart']",,,,,,,,,,2.0,5.0,,,0,1
2,9,1885538.0,1885708.0,"['clear_ball', 'food']",,,,,,,,1.0,,2.0,,,,0,1
3,10,1885708.0,1914710.0,['food'],,,,,,,,,,2.0,,,,1,2
4,11,1914710.0,1919504.0,no_ops,,,,,,,,,,,,,,0,3
5,12,1919504.0,1967002.0,['broom'],,,,,,,1.0,,,,,,,0,3
6,13,1969688.0,1979752.0,['stroller'],,,,,,,,,,,,1.0,,0,3
7,14,1979752.0,1999302.0,no_ops,,,,,,,,,,,,,,0,3
8,15,1999302.0,2004606.0,['stroller'],,,,,,,,,,,,2.0,,0,3
9,16,2004606.0,2008210.0,no_ops,,,,,,,,,,,,,,0,3
10,17,2008210.0,2012154.0,['stroller'],,,,,,,,,,,,3.0,,0,3
11,18,2012154.0,2016982.0,no_ops,,,,,,,,,,,,,,0,3
12,19,2016982.0,2021844.0,['stroller'],,,,,,,,,,,,4.0,,0,3
13,20,2021844.0,2053396.0,no_ops,,,,,,,,,,,,,,0,3
14,21,2053396.0,2056320.0,['stroller'],,,,,,,,,,,,5.0,,0,3
15,22,2056320.0,2056898.0,"['stroller', 'bucket']",,,,,,,,,,,,5.0,4.0,0,3
16,23,2056898.0,2067914.0,"['bucket', 'balls']",,,,,,,,,,,,,4.0,1,4
18,25,2067914.0,2077406.0,no_ops,,,,,,,,,,,,,,0,5
19,26,2077406.0,2080800.0,['balls'],,,,,,,,,10.0,,,,,1,6
20,27,2080800.0,2089810.0,no_ops,,,,,,,,,,,,,,0,7
21,28,2089810.0,2100418.0,"['bucket', 'balls']",,,,,,,,,,,,,5.0,1,8
24,31,2100418.0,2109360.0,no_ops,,,,,,,,,,,,,,0,9
25,32,2109360.0,2111468.0,['stroller'],,,,,,,,,,,,6.0,,0,9
26,33,2111468.0,2116500.0,no_ops,,,,,,,,,,,,,,0,9
27,34,2116500.0,2122130.0,['stroller'],,,,,,,,,,,,7.0,,0,9
28,35,2122130.0,2128604.0,no_ops,,,,,,,,,,,,,,0,9
29,36,2128604.0,2132718.0,['stroller'],,,,,,,,,,,,8.0,,0,9
30,37,2132718.0,2153832.0,no_ops,,,,,,,,,,,,,,0,9
31,38,2153832.0,2160482.0,['stroller'],,,,,,,,,,,,9.0,,0,9
32,39,2160482.0,2166446.0,no_ops,,,,,,,,,,,,,,0,9
33,40,2166446.0,2188002.0,['stroller'],,,,,,,,,,,,10.0,,0,9
34,41,2188002.0,2205104.0,no_ops,,,,,,,,,,,,,,0,9
35,42,2205104.0,2211870.0,['stroller'],,,,,,,,,,,,11.0,,0,9
36,43,2211870.0,2215202.0,no_ops,,,,,,,,,,,,,,0,9
37,44,2215202.0,2220778.0,['stroller'],,,,,,,,,,,,12.0,,0,9
38,45,2220778.0,2223804.0,no_ops,,,,,,,,,,,,,,0,9
39,46,2223804.0,2230094.0,['food'],,,,,,,,,,3.0,,,,1,10
40,47,2230094.0,2233800.0,no_ops,,,,,,,,,,,,,,0,11
41,48,2233800.0,2237574.0,['food'],,,,,,,,,,4.0,,,,1,12
42,49,2237574.0,2240566.0,"['food', 'stroller']",,,,,,,,,,4.0,,13.0,,0,13
43,50,2240566.0,2248352.0,['food'],,,,,,,,,,4.0,,,,1,14
44,51,2248352.0,2251344.0,"['food', 'stroller']",,,,,,,,,,5.0,,14.0,,0,15
45,52,2251344.0,2273682.0,['food'],,,,,,,,,,5.0,,,,1,16
46,53,2273682.0,2281842.0,no_ops,,,,,,,,,,,,,,0,17
47,54,2281842.0,2284256.0,['food'],,,,,,,,,,6.0,,,,1,18
48,55,2286840.0,2291464.0,['stroller'],,,,,,,,,,,,15.0,,0,19
49,56,2291464.0,2295952.0,"['food', 'stroller']",,,,,,,,,,7.0,,15.0,,0,19
50,57,2295952.0,2303398.0,['stroller'],,,,,,,,,,,,15.0,,0,19
51,58,2303398.0,2317100.0,"['food', 'stroller']",,,,,,,,,,8.0,,15.0,,0,19
52,59,2317100.0,2322744.0,['stroller'],,,,,,,,,,,,15.0,,0,19
53,60,2322744.0,2327300.0,no_ops,,,,,,,,,,,,,,0,19
54,61,2327300.0,2334032.0,['stroller'],,,,,,,,,,,,16.0,,0,19
