task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,296140,819128,NMM,1,310182,310998,h,n,2
2,913716,1427932,NMS,2,353464,353668,h,n,1
3,1517794,1684326,G,3,381310,381616,h,n,1
4,1768612,2264774,MPS,4,430678,431528,h,n,2
5,2320500,2831316,MPM,5,436356,440742,h,n,12
"","","","",6,442510,449344,h,n,17
"","","","",7,478414,481168,h,n,7
"","","","",8,490110,492082,h,n,7
"","","","",9,493680,498134,h,n,5
"","","","",10,501466,504356,h,n,8
"","","","",11,544510,557022,h,n,30
"","","","",12,558246,563176,w,n,14
"","","","",13,565216,569228,w,n,6
"","","","",14,579768,590138,h,n,18
"","","","",15,593402,601120,h,n,13
"","","","",16,601596,603364,w,n,6
"","","","",17,613190,615366,h,n,5
"","","","",18,617236,619888,w,n,8
"","","","",19,627028,627742,w,n,2
"","","","",20,630598,633726,h,n,3
"","","","",21,637466,638146,f,n,.
"","","","",22,650080,657560,w,n,24
"","","","",23,665754,671534,h,n,14
"","","","",24,672724,680034,w,n,18
"","","","",25,684590,688194,w,n,9
"","","","",26,690608,693974,h,n,7
"","","","",27,705908,708118,w,n,6
"","","","",28,724914,726376,w,n,4
"","","","",29,730626,730864,w,n,1
"","","","",30,735216,736712,w,n,4
"","","","",31,739330,756500,h,n,39
"","","","",32,759832,779280,h,n,33
"","","","",33,788970,790126,h,n,3
"","","","",34,791452,791724,h,n,1
"","","","",35,799374,799850,h,n,1
"","","","",36,804236,807806,w,n,10
"","","","",37,816442,819128,w,n,8
"","","","",38,1238552,1241068,h,n,6
"","","","",39,1242224,1252798,w,n,29
"","","","",40,1260924,1261230,h,n,1
"","","","",41,2225742,2227000,h,n,3
"","","","",42,2327028,2331550,h,n,13
"","","","",43,2333386,2346816,w,n,34
"","","","",44,2350862,2351066,w,n,1
"","","","",45,2548096,2550136,h,n,5
"","","","",46,2554216,2560370,h,n,17
"","","","",47,2564042,2568054,h,n,11
"","","","",48,2569584,2570094,h,n,2
"","","","",49,2570570,2572950,w,n,8
"","","","",50,2579546,2582130,h,n,6
"","","","",51,2584748,2590902,w,n,17
"","","","",52,2599810,2603380,w,n,10
"","","","",53,2603992,2607018,h,n,6
"","","","",54,2607800,2618102,w,n,22
"","","","",55,2619972,2653496,w,n,77
"","","","",56,2656488,2670122,w,n,30
"","","","",57,2672434,2678724,h,n,7
"","","","",58,2682770,2688142,h,n,11
"","","","",59,2698818,2702218,h,n,13
"","","","",60,2702830,2705176,w,n,7
"","","","",61,2706604,2718300,w,n,29
"","","","",62,2720340,2733362,w,n,28
"","","","",63,2735300,2736184,w,n,3
"","","","",64,2805408,2814452,h,n,22
"","","","",65,2815166,2819654,w,n,13
"","","","",66,2826794,2831316,w,n,14
