task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,410278,989604,NMS,1,416262,423198,w,n,20
2,1057434,1557098,NMM,2,434248,442374,w,n,23
3,1610988,1817776,G,3,445366,452234,w,n,18
4,1865920,2409274,MPM,4,455022,456076,w,n,2
5,2442220,2941238,MPS,5,462570,473994,w,n,27
"","","","",6,480998,481814,w,n,3
"","","","",7,482426,488614,w,n,17
"","","","",8,491402,493952,w,n,7
"","","","",9,495074,499596,w,n,12
"","","","",10,505308,509388,w,n,9
"","","","",11,513434,515848,w,n,6
"","","","",12,516970,525810,w,n,22
"","","","",13,528326,539172,w,n,28
"","","","",14,541382,549916,w,n,21
"","","","",15,553078,556886,w,n,12
"","","","",16,622982,626144,w,n,9
"","","","",17,629850,633454,w,n,9
"","","","",18,634304,634746,f,n,.
"","","","",19,678436,687888,w,n,27
"","","","",20,688772,690846,w,n,6
"","","","",21,694008,697714,w,n,10
"","","","",22,701284,703902,w,n,7
"","","","",23,705500,706860,w,n,3
"","","","",24,713490,714578,w,n,3
"","","","",25,716448,716584,w,n,1
"","","","",26,718794,719338,w,n,2
"","","","",27,721412,722296,w,n,2
"","","","",28,734944,735080,w,n,1
"","","","",29,737936,756296,w,n,44
"","","","",30,757214,757486,w,n,1
"","","","",31,762110,769420,w,n,17
"","","","",32,778804,785400,w,n,18
"","","","",33,790840,792234,h,n,3
"","","","",34,795600,798728,h,n,3
"","","","",35,802298,805086,w,n,7
"","","","",36,808928,815898,w,n,16
"","","","",37,818074,821270,w,n,8
"","","","",38,822358,828614,w,n,14
"","","","",39,836604,843574,w,n,17
"","","","",40,844662,851156,w,n,14
"","","","",41,852244,852516,w,n,1
"","","","",42,859860,862784,w,n,8
"","","","",43,864212,868088,w,n,11
"","","","",44,881076,884034,w,n,8
"","","","",45,886108,886312,w,n,1
"","","","",46,888046,897838,w,n,23
"","","","",47,900966,902530,w,n,4
"","","","",48,906168,909194,w,n,6
"","","","",49,910622,912934,w,n,6
"","","","",50,930818,934592,w,n,10
"","","","",51,937278,938434,w,n,3
"","","","",52,940576,942786,w,n,6
"","","","",53,944520,948328,w,n,10
"","","","",54,951082,954210,w,n,7
"","","","",55,955876,963764,w,n,21
"","","","",56,970530,970802,w,n,1
"","","","",57,971414,985932,w,n,35
"","","","",58,1059066,1064676,w,n,15
"","","","",59,1066784,1068416,w,n,4
"","","","",60,1069980,1074060,w,n,10
"","","","",61,1074876,1081982,w,n,18
"","","","",62,1085586,1089904,w,n,11
"","","","",63,1094086,1097962,w,n,9
"","","","",64,1101600,1106496,w,n,13
"","","","",65,1107618,1111902,w,n,12
"","","","",66,1127542,1127746,w,n,1
"","","","",67,1128766,1129038,w,n,1
"","","","",68,1169124,1170008,w,n,2
"","","","",69,1171334,1172456,w,n,3
"","","","",70,1174972,1180242,w,n,13
"","","","",71,1193672,1193944,w,n,1
"","","","",72,1205028,1206184,w,n,3
"","","","",73,1212168,1215840,w,n,9
"","","","",74,1229542,1232704,w,n,9
"","","","",75,1249568,1259428,w,n,26
"","","","",76,1267078,1273402,w,n,12
"","","","",77,1277074,1279216,w,n,5
"","","","",78,1280644,1280848,w,n,1
"","","","",79,1283602,1288974,w,n,14
"","","","",80,1291864,1292510,w,n,2
"","","","",81,1295128,1295740,w,n,2
"","","","",82,1297644,1298154,w,n,2
"","","","",83,1300262,1309170,w,n,25
"","","","",84,1311176,1315086,w,n,9
"","","","",85,1318894,1321614,w,n,7
"","","","",86,1322974,1325388,w,n,6
"","","","",87,1330012,1330216,w,n,1
"","","","",88,1332460,1335044,w,n,8
"","","","",89,1335078,1335452,f,n,.
"","","","",90,1337832,1338682,h,n,2
"","","","",91,1343510,1345108,w,n,5
"","","","",92,1345210,1345652,f,n,.
"","","","",93,1352282,1369078,w,n,42
"","","","",94,1370948,1371220,w,n,1
"","","","",95,1372240,1374450,w,n,6
"","","","",96,1375844,1378326,w,n,7
"","","","",97,1379176,1387676,w,n,23
"","","","",98,1389682,1392708,w,n,7
"","","","",99,1396958,1398080,w,n,4
"","","","",100,1401684,1403078,w,n,4
"","","","",101,1403792,1406614,w,n,8
"","","","",102,1409776,1415794,w,n,17
"","","","",103,1416950,1419160,w,n,6
"","","","",104,1426164,1430822,w,n,11
"","","","",105,1440206,1445578,w,n,11
"","","","",106,1450134,1453432,w,n,9
"","","","",107,1455608,1455812,w,n,1
"","","","",108,1460266,1463394,w,n,8
"","","","",109,1465230,1476280,w,n,29
"","","","",110,1478422,1478592,w,n,1
"","","","",111,1479238,1487398,w,n,21
"","","","",112,1488962,1489166,w,n,1
"","","","",113,1490696,1492158,w,n,2
"","","","",114,1493178,1493960,w,n,2
"","","","",115,1494776,1500182,w,n,11
"","","","",116,1501032,1504330,w,n,9
"","","","",117,1506846,1513782,w,n,18
"","","","",118,1514428,1519052,w,n,13
"","","","",119,1521704,1530544,w,n,22
"","","","",120,1541186,1543226,w,n,6
"","","","",121,1552848,1554276,w,n,4
"","","","",122,1555364,1556554,w,n,3
"","","","",123,1866158,1867144,w,n,3
"","","","",124,1867960,1870918,w,n,8
"","","","",125,1872278,1877480,w,n,14
"","","","",126,1881492,1889414,w,n,21
"","","","",127,1890740,1892406,w,n,4
"","","","",128,1894276,1899954,w,n,13
"","","","",129,1905666,1907128,w,n,4
"","","","",130,1913010,1913248,w,n,1
"","","","",131,1913928,1914166,w,n,1
"","","","",132,1915832,1921646,w,n,15
"","","","",133,1922972,1925080,w,n,7
"","","","",134,1926066,1932118,w,n,17
"","","","",135,1933240,1939394,w,n,15
"","","","",136,1940516,1946704,w,n,14
"","","","",137,1948506,1952586,w,n,13
"","","","",138,1953742,1957074,w,n,9
"","","","",139,1958536,1961902,w,n,10
"","","","",140,1965234,1971082,w,n,15
"","","","",141,1975332,1975672,h,n,1
"","","","",142,1977134,1980568,w,n,10
"","","","",143,1981962,1986212,w,n,12
"","","","",144,1986756,1987810,w,n,3
"","","","",145,1989986,1991414,w,n,4
"","","","",146,1991958,1992298,f,n,.
"","","","",147,2002464,2006272,h,n,7
"","","","",148,2007870,2008890,w,n,3
"","","","",149,2013072,2016404,w,n,10
"","","","",150,2017730,2020654,w,n,7
"","","","",151,2021470,2023544,w,n,6
"","","","",152,2027012,2029018,w,n,5
"","","","",153,2030684,2032180,w,n,4
"","","","",154,2040578,2041156,w,n,2
"","","","",155,2042108,2043264,w,n,2
"","","","",156,2045032,2049384,w,n,11
"","","","",157,2050438,2053702,w,n,10
"","","","",158,2060196,2064038,w,n,10
"","","","",159,2064922,2071076,w,n,17
"","","","",160,2073490,2074204,w,n,2
"","","","",161,2075904,2082670,w,n,18
"","","","",162,2085016,2089572,w,n,12
"","","","",163,2094060,2094264,w,n,1
"","","","",164,2095828,2097800,w,n,4
"","","","",165,2099330,2099500,w,n,1
"","","","",166,2100248,2106164,w,n,18
"","","","",167,2107728,2108544,w,n,2
"","","","",168,2112692,2118778,w,n,15
"","","","",169,2118948,2119390,f,n,.
"","","","",170,2253554,2259946,w,n,18
"","","","",171,2261068,2261306,w,n,1
"","","","",172,2262020,2264570,w,n,7
"","","","",173,2266610,2270656,w,n,9
"","","","",174,2272560,2279666,w,n,21
"","","","",175,2282420,2283202,w,n,2
"","","","",176,2287622,2291430,w,n,12
"","","","",177,2292654,2293164,w,n,2
"","","","",178,2298060,2298162,w,n,1
"","","","",179,2299386,2305914,w,n,17
"","","","",180,2307750,2308940,w,n,3
"","","","",181,2310062,2310334,w,n,1
"","","","",182,2337432,2341648,w,y,10
"","","","",183,2342464,2346816,w,n,10
"","","","",184,2351984,2354296,w,n,7
"","","","",185,2356438,2360518,w,n,12
"","","","",186,2362184,2367454,w,n,13
"","","","",187,2368746,2377586,w,n,22
"","","","",188,2379048,2380850,w,n,5
"","","","",189,2443410,2445246,w,n,5
"","","","",190,2451230,2452148,w,n,2
"","","","",191,2453882,2462246,w,n,22
"","","","",192,2491418,2492982,h,n,4
"","","","",193,2571318,2572542,w,n,3
"","","","",194,2574038,2582402,w,n,24
"","","","",195,2588454,2592534,w,n,11
"","","","",196,2593894,2594166,w,n,1
"","","","",197,2598450,2603142,w,n,12
"","","","",198,2606134,2609058,w,n,8
"","","","",199,2613070,2615722,w,n,6
"","","","",200,2618000,2621570,w,n,8
"","","","",201,2625242,2626840,w,n,4
"","","","",202,2629254,2632246,w,n,8
"","","","",203,2658052,2658290,w,n,1
"","","","",204,2658324,2658596,f,n,.
"","","","",205,2660466,2661962,w,n,2
"","","","",206,2662744,2668762,w,n,16
"","","","",207,2669884,2675392,w,n,12
"","","","",208,2676174,2676922,w,n,2
"","","","",209,2679948,2686850,w,n,18
"","","","",210,2689434,2695452,w,n,12
"","","","",211,2696098,2696880,w,n,2
"","","","",212,2697798,2699056,w,n,2
"","","","",213,2701402,2702456,w,n,2
"","","","",214,2704496,2705312,w,n,2
"","","","",215,2707726,2716430,w,n,22
"","","","",216,2719796,2725950,w,n,17
"","","","",217,2736694,2748662,w,n,33
"","","","",218,2749716,2757944,w,n,22
"","","","",219,2762942,2763180,w,n,1
"","","","",220,2766308,2766954,w,n,2
"","","","",221,2768654,2779636,w,n,25
"","","","",222,2783852,2784226,w,n,1
"","","","",223,2789156,2790346,w,n,3
"","","","",224,2794154,2808672,w,n,33
"","","","",225,2810338,2811562,w,n,3
"","","","",226,2812378,2817648,w,n,9
"","","","",227,2819654,2826556,w,n,18
"","","","",228,2828290,2841380,w,n,29
"","","","",229,2844678,2845154,w,n,1
"","","","",230,2846922,2850798,w,y,1
"","","","",231,2855320,2857768,w,y,1
