task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",165,2036974,2042550,w,n,18
"","","","",166,2044556,2045338,w,n,3
"","","","",167,2052308,2057068,w,n,15
"","","","",168,2058088,2061794,w,n,13
"","","","",169,2063188,2063392,w,n,1
"","","","",170,2064820,2065670,w,n,4
"","","","",171,2067608,2067778,w,n,1
"","","","",172,2068968,2077910,w,n,29
"","","","",173,2078998,2086512,w,n,26
"","","","",174,2091034,2091884,w,n,3
"","","","",175,2095080,2095284,w,n,1
"","","","",176,2096338,2098684,w,n,8
"","","","",177,2099874,2103206,w,n,9
"","","","",178,2104668,2105280,w,n,2
"","","","",179,2105382,2106436,f,n,.
"","","","",180,2127278,2130848,w,n,5
"","","","",181,2134010,2134146,w,n,1
"","","","",182,2137104,2137682,w,n,2
"","","","",183,2138362,2138906,w,n,2
"","","","",184,2146114,2147202,w,n,3
"","","","",185,2153424,2157232,w,n,10
"","","","",186,2158048,2162332,w,n,13
"","","","",187,2164576,2173688,w,n,27
"","","","",188,2174572,2177904,w,n,3
"","","","",189,2183718,2193476,w,n,29
"","","","",190,2193544,2193986,f,n,.
"","","","",191,2196944,2199868,w,n,10
"","","","",192,2201024,2201296,w,n,1
"","","","",193,2202146,2203982,w,n,4
"","","","",194,2204594,2206974,w,n,7
"","","","",195,2208164,2210578,w,n,8
"","","","",196,2212822,2213672,w,n,3
"","","","",197,2215542,2222750,w,n,21
"","","","",198,2224722,2226184,w,n,4
"","","","",199,2230876,2244238,w,n,38
"","","","",200,2244782,2257430,w,n,36
"","","","",201,2259946,2268718,w,n,24
"","","","",202,2269432,2276334,w,n,17
"","","","",203,2277626,2282148,w,n,13
"","","","",204,2333828,2339472,w,n,18
"","","","",205,2343348,2359974,w,n,48
"","","","",206,2360586,2361640,w,n,3
"","","","",207,2362320,2363136,w,n,3
"","","","",208,2364326,2365278,w,n,3
"","","","",209,2368202,2370514,w,n,7
"","","","",210,2378062,2384624,w,n,17
"","","","",211,2389554,2390098,w,n,2
"","","","",212,2391968,2400264,w,n,26
"","","","",213,2401590,2402712,w,n,3
"","","","",214,2403766,2412402,w,n,23
"","","","",215,2415224,2415870,w,n,2
"","","","",216,2418318,2418488,w,n,1
"","","","",217,2426240,2429912,w,n,8
"","","","",218,2429946,2430320,f,n,.
"","","","",219,2431680,2432734,h,n,4
"","","","",220,2456908,2458846,w,n,6
"","","","",221,2460240,2460716,w,n,2
"","","","",222,2462518,2470508,w,n,24
"","","","",223,2470542,2470984,f,n,.
"","","","",224,2471494,2471732,h,n,1
"","","","",225,2474826,2477784,w,n,11
"","","","",226,2484618,2484720,h,n,1
"","","","",227,2486284,2491248,w,n,17
"","","","",228,2492744,2493254,w,n,2
"","","","",229,2495430,2495838,w,n,2
"","","","",230,2499136,2499238,w,n,1
"","","","",231,2500258,2504984,w,n,15
"","","","",232,2507534,2510288,w,n,8
"","","","",233,2512362,2518074,w,n,17
"","","","",234,2522188,2525350,w,n,8
"","","","",235,2560574,2583116,w,n,61
"","","","",236,2591174,2598382,w,n,21
"","","","",237,2604638,2604978,w,n,2
"","","","",238,2606576,2618000,w,n,33
"","","","",239,2623542,2624630,w,n,4
"","","","",240,2625446,2625650,w,n,1
"","","","",241,2643602,2649314,w,n,18
"","","","",242,2650504,2650674,w,n,1
"","","","",243,2689706,2691916,w,n,8
"","","","",244,2700110,2702524,h,n,3
"","","","",245,2743936,2744752,w,n,4
"","","","",246,2754136,2756958,h,n,9
"","","","",247,2758454,2760902,w,n,7
"","","","",248,2763146,2764846,w,n,7
"","","","",249,2767328,2768212,w,n,2
"","","","",250,2768926,2769538,f,n,.
"","","","",251,2773210,2773380,h,n,1
"","","","",252,2773924,2774638,w,n,3
"","","","",253,2776270,2777936,w,n,5
"","","","",254,2779840,2780996,w,n,4
"","","","",255,2782730,2783580,w,n,2
"","","","",256,2787966,2796194,w,n,25
"","","","",257,2799220,2802450,w,n,10
"","","","",258,2811086,2811766,w,n,3
"","","","",259,2813806,2814554,w,n,2
"","","","",260,2817818,2820062,w,n,6
"","","","",261,2821796,2824040,w,n,9
"","","","",262,2824720,2824856,w,n,1
"","","","",263,2825910,2826624,w,n,2
"","","","",264,2827950,2832404,w,n,16
"","","","",265,2850934,2863174,w,n,35
"","","","",266,2868682,2870348,w,n,6
"","","","",267,2871606,2876978,w,n,13
"","","","",268,2878440,2878644,w,n,1
"","","","",269,2886260,2886498,w,n,1
"","","","",270,2888130,2889490,w,n,5
"","","","",271,2890884,2892006,w,n,4
"","","","",272,2892652,2892856,w,n,1
"","","","",273,2894352,2897990,w,n,10
"","","","",274,2899826,2900064,w,n,1
"","","","",275,2901356,2901662,w,n,1
"","","","",276,2911930,2912202,w,n,1
"","","","",277,2914106,2916690,w,n,8
"","","","",278,2921756,2924816,w,n,10
"","","","",279,2926006,2926448,w,n,2
"","","","",280,2928148,2928522,w,n,2
"","","","",281,2934812,2935118,w,n,1
"","","","",282,2937362,2938348,w,n,2
"","","","",283,2939028,2943856,w,n,20
"","","","",284,2947290,2947460,w,n,1
"","","","",285,2948072,2951676,w,n,12
"","","","",286,2952934,2953104,w,n,1
"","","","",287,2954158,2955416,w,n,3
"","","","",288,2957558,2962692,w,n,19
