task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,372504,926296,NMS,1,624070,625804,h,n,3
2,1002388,1523744,NMM,2,633182,636956,w,n,10
3,1610988,1830084,G,3,644640,647632,w,n,12
4,1908862,2422194,MPS,4,652018,690982,w,n,128
5,2470882,2975170,MPM,5,691764,697102,w,n,11
"","","","",6,700536,701318,w,n,3
"","","","",7,701522,701828,f,n,.
"","","","",8,739262,758880,w,n,58
"","","","",9,762416,783258,w,n,61
"","","","",10,785366,788630,w,n,9
"","","","",11,808588,810696,w,n,7
"","","","",12,837828,839188,h,n,3
"","","","",13,839630,851904,w,n,39
"","","","",14,852618,852924,w,n,1
"","","","",15,854454,856358,w,n,6
"","","","",16,858296,862580,w,n,12
"","","","",17,871046,872984,w,n,6
"","","","",18,877234,884442,w,n,20
"","","","",19,1002456,1038054,w,n,96
"","","","",20,1038564,1046792,w,n,24
"","","","",21,1052572,1053048,w,n,2
"","","","",22,1053796,1084872,w,n,91
"","","","",23,1114452,1118804,w,n,10
"","","","",24,1123122,1125128,w,n,6
"","","","",25,1126454,1126896,w,n,2
"","","","",26,1129004,1156374,w,n,80
"","","","",27,1157326,1173408,w,n,46
"","","","",28,1174360,1177998,w,n,5
"","","","",29,1178032,1178848,f,n,.
"","","","",30,1186566,1214548,w,n,77
"","","","",31,1218526,1240048,w,n,63
"","","","",32,1241510,1242496,w,n,5
"","","","",33,1242666,1243006,f,n,.
"","","","",34,1247902,1262216,w,n,40
"","","","",35,1264256,1274422,w,n,33
"","","","",36,1275442,1276734,w,n,4
"","","","",37,1277482,1287308,w,n,29
"","","","",38,1287886,1299548,w,n,33
"","","","",39,1299650,1300500,f,n,.
"","","","",40,1303458,1304988,w,n,4
"","","","",41,1308422,1324538,w,n,42
"","","","",42,1325150,1342116,w,n,47
"","","","",43,1358844,1360238,h,n,4
"","","","",44,1361258,1364488,h,n,8
"","","","",45,1369248,1371526,w,n,10
"","","","",46,1374926,1379210,w,n,14
"","","","",47,1380196,1382474,w,n,8
"","","","",48,1383086,1383324,w,n,1
"","","","",49,1383936,1406104,w,n,59
"","","","",50,1411476,1413754,w,n,7
"","","","",51,1415318,1432794,w,n,53
"","","","",52,1433338,1446768,w,n,37
"","","","",53,1457240,1458226,w,n,2
"","","","",54,1460980,1468596,w,n,23
"","","","",55,1471690,1471928,w,n,1
"","","","",56,1473186,1479612,w,n,20
"","","","",57,1480326,1480870,w,n,2
"","","","",58,1481788,1484100,w,n,8
"","","","",59,1492940,1494538,w,n,4
"","","","",60,1495490,1502018,w,n,17
"","","","",61,1503480,1508206,w,n,13
"","","","",62,1509226,1516332,w,n,21
"","","","",63,2081344,2081854,w,n,2
"","","","",64,2082738,2090082,w,n,25
"","","","",65,2139416,2142306,w,n,7
"","","","",66,2315468,2317474,w,n,7
"","","","",67,2323764,2328626,w,n,17
"","","","",68,2329238,2329510,w,n,1
"","","","",69,2331652,2332740,w,n,3
"","","","",70,2334882,2335086,w,n,1
"","","","",71,2391832,2395572,w,n,13
"","","","",72,2404140,2404378,w,n,1
"","","","",73,2404582,2405160,f,n,.
"","","","",74,2504780,2508486,w,n,12
"","","","",75,2509166,2514266,w,n,15
"","","","",76,2515456,2519060,w,n,11
"","","","",77,2520080,2522086,w,n,6
"","","","",78,2522970,2523684,w,n,2
"","","","",79,2526336,2534802,w,n,21
"","","","",80,2536468,2548130,w,n,29
"","","","",81,2548946,2549456,w,n,2
"","","","",82,2553910,2560778,w,n,21
"","","","",83,2574684,2574888,w,n,1
"","","","",84,2606610,2606814,w,n,1
"","","","",85,2609840,2615586,w,n,19
"","","","",86,2616402,2621638,w,n,15
"","","","",87,2628336,2628880,w,n,2
"","","","",88,2630002,2630376,f,n,.
"","","","",89,2633606,2646050,w,n,39
"","","","",90,2647920,2649484,w,n,4
"","","","",91,2651456,2651694,w,n,1
"","","","",92,2652612,2657962,w,n,19
"","","","",93,2659276,2659786,w,n,2
"","","","",94,2662132,2664954,w,n,8
"","","","",95,2667096,2669000,w,n,5
"","","","",96,2669408,2670224,w,y,2
"","","","",97,2670632,2671142,w,n,2
"","","","",98,2671652,2677738,w,n,22
"","","","",99,2679234,2680288,w,n,4
"","","","",100,2682158,2684334,w,n,6
"","","","",101,2686510,2687428,w,n,3
"","","","",102,2688346,2688924,w,n,2
"","","","",103,2689638,2690250,w,n,1
"","","","",104,2691882,2694364,w,n,7
"","","","",105,2696880,2701742,w,n,14
"","","","",106,2705108,2712112,w,n,20
"","","","",107,2715342,2715512,w,n,1
"","","","",108,2721462,2721632,w,n,1
"","","","",109,2722754,2722992,w,n,1
"","","","",110,2724522,2725236,w,n,2
"","","","",111,2746214,2747200,w,n,2
"","","","",112,2747778,2747982,w,n,1
"","","","",113,2751076,2761480,w,n,27
"","","","",114,2762126,2769470,w,n,21
"","","","",115,2771068,2771442,w,n,2
"","","","",116,2772496,2777596,w,n,20
"","","","",117,2778106,2782662,w,n,15
"","","","",118,2785552,2785722,w,n,1
"","","","",119,2789530,2794528,w,n,14
"","","","",120,2795242,2797248,w,n,5
"","","","",121,2797962,2798370,w,n,1
"","","","",122,2800002,2801464,w,n,3
"","","","",123,2804184,2811188,w,n,21
"","","","",124,2811834,2812004,w,n,1
"","","","",125,2813364,2813534,w,n,1
"","","","",126,2819110,2819552,w,n,2
"","","","",127,2820470,2823122,w,n,9
"","","","",128,2824346,2828596,w,n,16
"","","","",129,2829208,2830704,w,n,5
"","","","",130,2832166,2834410,w,n,6
"","","","",131,2840530,2840802,w,n,1
"","","","",132,2842162,2843828,w,n,4
"","","","",133,2848078,2855830,w,n,19
"","","","",134,2857700,2868546,w,n,28
"","","","",135,2869464,2879256,w,n,28
"","","","",136,2881126,2885580,w,y,10
"","","","",137,2889694,2891904,h,n,5
"","","","",138,2894182,2902716,h,n,21
"","","","",139,2903498,2909312,h,n,16
"","","","",140,2909482,2909992,f,n,.
"","","","",141,2914038,2914684,h,n,2
"","","","",142,2915330,2916486,h,n,2
"","","","",143,2922266,2927400,w,n,10
"","","","",144,2935118,2939878,w,n,13
"","","","",145,2941442,2947052,w,n,13
"","","","",146,2955246,2957014,w,n,3
"","","","",147,2958272,2958510,w,n,1
"","","","",148,2960482,2961196,w,n,2
"","","","",149,2962420,2962998,w,n,2
