task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,287912,782850,MPS,1,287946,288456,w,n,2
2,834972,1331610,MPM,2,290530,292094,w,n,4
3,1367684,1581918,G,3,293522,294542,w,n,3
4,1634074,2141830,NMS,4,306000,309366,h,n,6
5,2202860,2701810,NMM,5,616794,624512,w,n,23
"","","","",6,625838,628388,w,n,5
"","","","",7,630190,636684,w,n,20
"","","","",8,637908,638656,w,n,2
"","","","",9,669494,671126,w,n,5
"","","","",10,674934,676430,w,n,4
"","","","",11,678708,690608,w,n,27
"","","","",12,692920,698156,w,n,18
"","","","",13,699176,704752,w,n,18
"","","","",14,752114,759016,w,n,19
"","","","",15,759832,765306,w,n,19
"","","","",16,767380,774214,w,n,21
"","","","",17,775642,782578,w,n,23
"","","","",18,837522,839970,w,n,7
"","","","",19,842622,845614,w,n,9
"","","","",20,848232,848436,w,n,1
"","","","",21,859656,868870,w,n,23
"","","","",22,870060,876010,w,n,10
"","","","",23,876520,890426,w,n,36
"","","","",24,892126,895220,w,n,9
"","","","",25,895900,898518,w,n,4
"","","","",26,901034,901204,w,n,1
"","","","",27,904400,906134,w,n,5
"","","","",28,907154,907392,w,n,1
"","","","",29,919258,930580,w,n,29
"","","","",30,933164,935102,w,n,5
"","","","",31,937652,942990,w,n,12
"","","","",32,945880,949518,w,n,7
"","","","",33,953802,958494,w,n,13
"","","","",34,959616,964444,w,n,12
"","","","",35,973080,975120,w,n,5
"","","","",36,992664,992834,w,n,1
"","","","",37,995452,998614,w,n,8
"","","","",38,999906,1012554,w,n,27
"","","","",39,1013676,1014356,w,n,2
"","","","",40,1018232,1021190,w,n,8
"","","","",41,1022312,1022448,w,n,1
"","","","",42,1023196,1024488,w,n,2
"","","","",43,1027480,1027684,w,n,1
"","","","",44,1030030,1030200,w,n,1
"","","","",45,1035504,1045398,w,n,25
"","","","",46,1047948,1048084,w,n,1
"","","","",47,1049240,1049648,w,n,2
"","","","",48,1050906,1051552,w,n,2
"","","","",49,1052742,1053082,w,n,1
"","","","",50,1054952,1056006,w,n,3
"","","","",51,1057230,1057604,w,n,2
"","","","",52,1068892,1069538,w,n,2
"","","","",53,1073584,1078140,w,n,10
"","","","",54,1078684,1078956,w,n,1
"","","","",55,1080044,1081302,w,n,4
"","","","",56,1082254,1088068,w,n,12
"","","","",57,1088850,1091332,w,n,7
"","","","",58,1092284,1092964,w,n,2
"","","","",59,1094052,1094868,w,n,3
"","","","",60,1096568,1099390,w,n,5
"","","","",61,1100750,1102416,w,n,5
"","","","",62,1103334,1103844,w,n,2
