task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,460462,954142,NMM,1,464372,464984,w,n,1
2,1042100,1537956,NMS,2,475966,476170,w,n,1
3,1655698,1798566,G,3,478142,478380,w,n,1
4,1901688,2392750,MPS,4,482562,482698,w,n,1
5,2469964,2963644,MPM,5,505546,506056,w,y,2
"","","","",6,513400,516188,w,n,5
"","","","",7,517684,518058,w,n,1
"","","","",8,519248,520336,w,y,3
"","","","",9,521628,522614,w,n,2
"","","","",10,546108,546312,w,n,1
"","","","",11,547706,548420,w,y,2
"","","","",12,549678,550528,w,y,1
"","","","",13,568344,571064,w,y,7
"","","","",14,572016,573886,w,y,5
"","","","",15,574736,574906,w,n,1
"","","","",16,579870,580108,w,n,1
"","","","",17,581876,582182,w,n,1
"","","","",18,589118,593708,w,y,9
"","","","",19,599420,600746,w,y,3
"","","","",20,602480,606526,w,n,7
"","","","",21,609586,613394,w,n,6
"","","","",22,626756,629442,w,y,6
"","","","",23,633930,637500,w,n,6
"","","","",24,639370,641818,w,n,5
"","","","",25,642498,647258,w,n,9
"","","","",26,651236,651542,w,n,1
"","","","",27,662490,663748,w,n,2
"","","","",28,666026,668270,w,n,3
"","","","",29,669562,670310,w,n,1
"","","","",30,671534,672180,w,n,2
"","","","",31,674866,679116,w,n,7
"","","","",32,680374,681258,w,n,2
"","","","",33,697272,699754,w,n,5
"","","","",34,704038,706282,w,n,7
"","","","",35,707846,708084,w,n,1
"","","","",36,708832,711484,w,n,6
"","","","",37,712266,713660,w,n,3
"","","","",38,715768,719202,w,n,7
"","","","",39,720018,723044,w,n,5
"","","","",40,727124,728688,w,n,5
"","","","",41,730558,731306,w,n,2
"","","","",42,732870,733176,w,n,1
"","","","",43,746368,749224,w,n,4
"","","","",44,751604,758914,w,n,13
"","","","",45,761838,761974,w,n,1
"","","","",46,763198,768366,w,n,7
"","","","",47,772072,775846,w,n,6
"","","","",48,777036,780844,w,n,9
"","","","",49,781626,781864,w,n,1
"","","","",50,790194,790364,w,n,1
"","","","",51,793900,794104,w,n,1
"","","","",52,796790,797810,w,n,3
"","","","",53,803590,803862,w,n,1
"","","","",54,805630,810288,w,n,12
"","","","",55,824636,825146,w,n,1
"","","","",56,834598,840854,w,n,11
"","","","",57,841806,844424,w,n,4
"","","","",58,845376,856426,w,n,19
"","","","",59,859078,859792,w,n,2
"","","","",60,861084,861662,w,n,2
"","","","",61,862342,862512,w,n,1
"","","","",62,868360,873630,w,n,11
"","","","",63,874548,879478,w,n,10
"","","","",64,889270,892806,w,n,5
"","","","",65,894472,898960,w,n,5
"","","","",66,901340,902564,w,n,2
"","","","",67,903856,907256,w,n,7
"","","","",68,911608,911846,w,n,1
"","","","",69,917592,917762,w,n,1
"","","","",70,932348,935748,w,n,9
"","","","",71,936904,939862,w,n,6
"","","","",72,940440,941086,w,n,2
"","","","",73,943262,947308,w,n,9
"","","","",74,951116,951898,w,n,2
"","","","",75,1049920,1058726,w,n,17
"","","","",76,1060256,1064166,w,n,11
"","","","",77,1066444,1069096,w,n,7
"","","","",78,1070830,1073856,w,n,12
