task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,360332,865538,MPS,1,369818,370906,w,y,4
2,908752,1409810,MPM,2,379338,381140,w,n,6
3,1481346,1612280,G,3,389708,389878,w,n,1
4,1706018,2327626,NMS,4,400248,405654,w,n,11
5,2400162,2892686,NMM,5,406640,407558,w,n,2
"","","","",6,408612,409258,w,n,2
"","","","",7,446420,451316,w,n,11
"","","","",8,452540,453424,w,y,1
"","","","",9,454036,458014,w,n,14
"","","","",10,463080,466820,w,n,9
"","","","",11,467636,470594,w,n,11
"","","","",12,474334,478992,w,n,16
"","","","",13,487968,493476,w,n,18
"","","","",14,494836,501092,w,n,19
"","","","",15,501908,511972,w,n,27
"","","","",16,514998,533766,w,n,52
"","","","",17,534990,536418,w,n,3
"","","","",18,538866,546142,w,n,19
"","","","",19,549508,557192,w,n,21
"","","","",20,557770,562598,w,n,11
"","","","",21,563754,564366,w,n,2
"","","","",22,565454,565726,w,n,1
"","","","",23,566508,570622,w,n,14
"","","","",24,574192,574668,w,n,2
"","","","",25,584596,592756,w,n,21
"","","","",26,597686,607784,w,n,26
"","","","",27,609008,609586,w,n,2
"","","","",28,611456,622200,w,n,26
"","","","",29,626552,638452,w,n,35
"","","","",30,639336,642430,w,n,10
"","","","",31,644266,645762,w,n,4
"","","","",32,656302,657764,w,n,4
"","","","",33,659702,664802,w,n,16
"","","","",34,667386,673812,w,n,17
"","","","",35,675342,676532,w,n,4
"","","","",36,677824,678164,w,n,1
"","","","",37,682652,682822,w,n,1
"","","","",38,684318,687412,w,n,8
"","","","",39,690676,700332,w,n,23
"","","","",40,702916,706690,w,n,10
"","","","",41,707812,712198,w,n,14
"","","","",42,714918,718352,w,n,6
"","","","",43,722398,722636,w,n,1
"","","","",44,725866,726138,w,n,1
"","","","",45,732156,732360,w,n,1
"","","","",46,735114,735318,w,n,1
"","","","",47,750958,752250,w,n,3
"","","","",48,768332,769522,w,n,3
"","","","",49,792472,797912,w,n,15
"","","","",50,799068,800088,w,n,3
"","","","",51,801822,802944,w,n,3
"","","","",52,803828,804508,w,n,2
"","","","",53,806412,814640,w,n,21
"","","","",54,820590,824568,w,n,8
"","","","",55,828274,834462,w,n,15
"","","","",56,835584,841534,w,n,19
"","","","",57,843778,850034,w,n,16
"","","","",58,852754,854420,w,n,4
"","","","",59,857344,865538,w,n,18
"","","","",60,909194,913342,w,n,14
"","","","",61,915382,925344,w,n,27
"","","","",62,928166,938740,w,n,23
"","","","",63,940134,943364,w,n,9
"","","","",64,944520,944724,w,n,1
"","","","",65,945370,945982,w,n,2
