task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,405756,933504,MPM,1,412862,413610,w,n,1
2,991372,1502154,MPS,2,414732,415446,w,n,1
3,1582020,1747158,G,3,420070,422008,w,n,3
4,1850824,2333964,NMS,4,427040,428230,w,n,2
5,2405602,2914548,NMM,5,436118,441966,w,n,4
"","","","",6,447848,449718,w,n,2
"","","","",7,455906,457844,w,n,4
"","","","",8,462468,462808,w,n,1
"","","","",9,465018,467976,w,n,6
"","","","",10,471512,476544,w,n,8
"","","","",11,482052,483650,w,n,2
"","","","",12,512448,515508,h,n,2
"","","","",13,518398,519860,w,n,2
"","","","",14,525334,525640,w,n,1
"","","","",15,530060,533086,w,n,10
"","","","",16,535262,538900,w,n,8
"","","","",17,539682,540022,w,n,1
"","","","",18,543422,547876,w,n,8
"","","","",19,550528,551616,w,n,2
"","","","",20,555084,555968,w,n,2
"","","","",21,565386,567834,w,n,2
"","","","",22,569636,576266,w,n,12
"","","","",23,578170,582930,w,n,9
"","","","",24,584460,589900,w,n,12
"","","","",25,591124,596428,w,n,13
"","","","",26,605982,607954,w,n,2
"","","","",27,609654,614108,w,n,9
"","","","",28,615706,615978,w,n,1
"","","","",29,628354,634372,w,y,9
"","","","",30,668644,670038,w,n,4
"","","","",31,677144,677858,h,n,2
"","","","",32,680340,680748,w,n,1
"","","","",33,682244,682550,w,n,1
"","","","",34,684454,685474,w,n,2
"","","","",35,687616,689044,w,n,4
"","","","",36,694688,694858,w,n,1
"","","","",37,703052,705228,w,n,6
"","","","",38,707574,708050,w,n,1
"","","","",39,710192,710464,w,n,1
"","","","",40,713694,713966,w,n,1
"","","","",41,718250,718794,w,n,1
"","","","",42,720120,725288,w,n,12
"","","","",43,728008,734094,w,n,8
"","","","",44,737528,741030,w,n,8
"","","","",45,741064,741948,f,n,.
"","","","",46,744804,746946,w,n,3
"","","","",47,749666,754596,w,n,5
"","","","",48,759186,766020,w,n,11
"","","","",49,778226,779382,h,n,2
"","","","",50,783122,783564,h,n,1
"","","","",51,791418,792030,f,n,.
"","","","",52,797198,806072,w,n,10
"","","","",53,806106,806888,f,n,.
"","","","",54,809948,812226,w,n,4
"","","","",55,813722,824126,w,n,9
"","","","",56,828784,832898,w,n,8
"","","","",57,844050,844254,w,n,1
"","","","",58,846906,847518,w,n,2
"","","","",59,859758,863396,w,n,10
"","","","",60,865028,868054,w,n,6
"","","","",61,868088,868666,f,n,.
"","","","",62,869822,870128,w,n,1
"","","","",63,873256,873426,w,n,1
"","","","",64,874616,877574,w,n,6
"","","","",65,879988,880974,h,n,2
"","","","",66,888692,890868,w,n,6
"","","","",67,911540,911948,w,n,1
"","","","",68,913138,919938,w,n,19
"","","","",69,920788,922182,w,n,4
