task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",153,2112114,2115038,w,n,8
"","","","",154,2123470,2124762,w,n,4
"","","","",155,2132106,2137818,w,n,12
"","","","",156,2322778,2323084,h,n,1
"","","","",157,2326144,2327810,w,n,5
"","","","",158,2333250,2342124,w,n,22
"","","","",159,2345218,2345864,h,n,2
"","","","",160,2349060,2349604,h,n,2
"","","","",161,2489480,2498320,w,n,23
"","","","",162,2500462,2501040,w,n,2
"","","","",163,2527764,2535856,w,n,21
"","","","",164,2536774,2537964,w,n,3
"","","","",165,2543098,2546192,w,n,8
"","","","",166,2560846,2564450,h,n,6
"","","","",167,2667334,2668218,h,n,3
