task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,208624,694586,NMS,1,211344,220354,w,n,28
2,784244,1275952,NMM,2,232050,238544,w,n,19
3,1345414,1607350,G,3,257074,257890,w,n,3
4,1646076,2132140,MPM,4,259012,266900,w,n,21
5,2216018,2711806,MPS,5,272510,273598,w,n,3
"","","","",6,339490,345202,w,n,21
"","","","",7,345270,345644,f,n,.
"","","","",8,349928,356218,w,n,20
"","","","",9,357000,357170,w,n,1
"","","","",10,358224,358360,w,n,1
"","","","",11,360638,361964,w,n,4
"","","","",12,363732,369750,w,n,17
"","","","",13,371246,375734,w,n,13
"","","","",14,377570,383792,w,n,19
"","","","",15,407014,407218,h,n,1
"","","","",16,407694,408340,w,n,2
"","","","",17,413508,440300,w,n,73
"","","","",18,448018,449820,w,n,4
"","","","",19,453356,453628,w,n,1
"","","","",20,454682,454988,w,n,1
"","","","",21,457606,474062,w,n,43
"","","","",22,476408,481678,w,n,19
"","","","",23,484976,493442,w,n,27
"","","","",24,497454,499086,w,n,6
"","","","",25,500854,503778,w,n,8
"","","","",26,505852,519724,w,n,34
"","","","",27,559640,559844,w,n,1
"","","","",28,561612,571200,w,n,28
"","","","",29,572900,583814,w,n,35
"","","","",30,585752,588642,w,n,5
"","","","",31,591192,591430,w,n,1
"","","","",32,592382,597924,w,n,15
"","","","",33,601596,604826,w,n,11
"","","","",34,606730,609960,w,n,10
"","","","",35,613700,622574,w,n,26
"","","","",36,623662,626926,w,n,10
"","","","",37,628796,629748,w,n,2
"","","","",38,633862,638112,w,n,13
"","","","",39,640798,653446,w,n,27
"","","","",40,655928,656608,w,n,2
"","","","",41,657594,664530,w,n,20
"","","","",42,678164,678368,w,n,1
"","","","",43,679456,679694,w,n,1
"","","","",44,685746,694586,w,n,27
"","","","",45,698870,711450,w,n,31
"","","","",46,784550,786488,w,n,5
"","","","",47,788528,793526,w,n,12
"","","","",48,797742,810560,w,n,34
"","","","",49,837420,845818,w,n,24
"","","","",50,855474,857140,w,n,3
"","","","",51,863532,867102,w,n,10
"","","","",52,868292,868428,w,n,1
"","","","",53,871624,875534,w,n,12
"","","","",54,879240,880090,w,n,3
"","","","",55,882742,892534,w,n,20
"","","","",56,893758,896342,w,n,7
"","","","",57,899946,900694,w,n,2
"","","","",58,903584,908956,w,n,14
"","","","",59,915722,917830,w,n,6
"","","","",60,918782,929084,w,n,26
"","","","",61,930580,931838,w,n,4
"","","","",62,932042,932314,f,n,.
"","","","",63,936836,936904,w,n,1
"","","","",64,937924,939760,w,n,4
"","","","",65,941562,946594,w,n,13
"","","","",66,947410,948464,w,n,3
"","","","",67,951660,956080,w,n,11
"","","","",68,957100,962710,w,n,15
"","","","",69,964410,964886,w,n,2
"","","","",70,967776,968422,w,n,2
"","","","",71,969646,975834,w,n,14
"","","","",72,978010,979064,w,n,4
"","","","",73,981036,986034,w,n,16
"","","","",74,988006,988142,w,n,1
"","","","",75,989910,1005176,w,n,43
"","","","",76,1006774,1009460,w,n,9
"","","","",77,1012452,1014186,w,n,4
"","","","",78,1016498,1016634,w,n,1
"","","","",79,1017586,1017654,w,n,1
"","","","",80,1018436,1020204,w,n,3
"","","","",81,1025644,1033974,w,n,19
"","","","",82,1034518,1035198,w,n,1
"","","","",83,1036694,1039210,w,n,5
"","","","",84,1040706,1051484,w,n,28
"","","","",85,1057162,1057298,w,n,1
"","","","",86,1059134,1068552,w,n,29
"","","","",87,1069572,1069708,w,n,1
"","","","",88,1071204,1071816,w,n,1
"","","","",89,1072836,1089462,w,n,40
"","","","",90,1090516,1091366,w,n,3
"","","","",91,1092998,1093610,w,n,2
"","","","",92,1094698,1098812,w,n,9
"","","","",93,1100478,1100954,w,n,1
"","","","",94,1104966,1105238,w,n,1
"","","","",95,1107040,1108978,w,n,5
"","","","",96,1113874,1115098,w,n,3
"","","","",97,1116900,1117342,w,n,2
"","","","",98,1119348,1120504,w,n,3
"","","","",99,1121830,1121966,w,n,1
"","","","",100,1128698,1132030,w,n,11
"","","","",101,1134512,1137572,w,n,8
"","","","",102,1138966,1139068,w,n,1
"","","","",103,1141210,1149438,w,n,25
"","","","",104,1172898,1180650,w,n,25
"","","","",105,1182248,1182384,w,n,1
"","","","",106,1183370,1183574,w,n,1
"","","","",107,1184628,1184798,w,n,1
"","","","",108,1186260,1197446,w,n,33
"","","","",109,1201288,1209040,w,n,22
"","","","",110,1210910,1217642,w,n,16
"","","","",111,1222096,1226686,w,n,12
"","","","",112,1227502,1234642,w,n,23
"","","","",113,1239606,1239742,w,n,1
"","","","",114,1248446,1249432,w,n,2
"","","","",115,1262522,1263814,w,n,3
"","","","",116,1266262,1266500,w,n,1
"","","","",117,1665898,1667768,w,n,8
"","","","",118,1670386,1671440,w,n,2
"","","","",119,1672732,1675248,w,n,8
"","","","",120,1680178,1680348,w,n,1
"","","","",121,1681878,1687624,w,n,15
"","","","",122,1688950,1689256,w,n,1
"","","","",123,1694458,1695954,w,n,4
"","","","",124,1700136,1700782,w,n,2
"","","","",125,1702006,1709146,w,n,20
"","","","",126,1711832,1717272,w,n,15
"","","","",127,1719278,1724140,w,n,14
"","","","",128,1727438,1732470,w,n,16
"","","","",129,1734374,1737366,w,n,7
"","","","",130,1741922,1742194,w,n,1
"","","","",131,1742772,1742874,w,n,1
"","","","",132,1750286,1760316,w,n,28
"","","","",133,1761710,1771672,w,n,26
"","","","",134,1778370,1780580,w,n,4
"","","","",135,1782008,1788842,w,n,17
"","","","",136,1789590,1790474,w,n,2
"","","","",137,1792480,1798532,w,n,15
"","","","",138,1800504,1803496,w,n,9
"","","","",139,1805026,1817640,w,n,30
"","","","",140,1817674,1818218,f,n,.
"","","","",141,1819952,1820088,w,n,1
"","","","",142,1820904,1821652,w,n,2
