task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,238952,749904,NMS,1,239904,246806,w,n,11
2,833952,1333480,NMM,2,248200,248778,w,n,2
3,1407736,1557744,G,3,250002,250240,w,n,1
4,1631286,2133976,MPS,4,252756,257856,w,n,13
5,2190450,2692018,MPM,5,268770,268940,w,n,1
"","","","",6,269654,276760,w,n,16
"","","","",7,277474,280534,w,n,8
"","","","",8,302056,304504,w,n,7
"","","","",9,357748,359516,h,n,4
"","","","",10,362406,365262,w,n,7
"","","","",11,383282,383452,h,n,1
"","","","",12,484228,484772,h,n,2
"","","","",13,489770,494802,w,n,13
"","","","",14,498678,499732,f,n,.
"","","","",15,526490,527068,f,n,.
"","","","",16,563380,565318,w,n,5
"","","","",17,566270,566440,w,n,1
"","","","",18,570690,573002,w,n,4
"","","","",19,573580,575790,w,n,5
"","","","",20,576300,576538,w,n,1
"","","","",21,611864,618834,w,n,14
"","","","",22,634168,640322,w,n,2
"","","","",23,641104,648856,w,n,11
"","","","",24,835448,835618,w,n,1
"","","","",25,838746,843710,w,n,13
"","","","",26,848572,849218,w,n,2
"","","","",27,853944,860506,w,n,19
"","","","",28,866728,866830,w,n,1
"","","","",29,895866,897566,w,n,3
"","","","",30,899912,900218,w,n,1
"","","","",31,902156,903652,w,n,3
"","","","",32,907562,908242,w,n,2
"","","","",33,949586,954924,w,n,15
"","","","",34,956080,959276,w,n,7
"","","","",35,960296,966654,w,n,14
"","","","",36,972434,978656,w,n,15
"","","","",37,982668,985864,w,n,9
"","","","",38,989060,989978,w,n,3
"","","","",39,992630,994262,w,n,5
"","","","",40,997016,998104,w,n,4
"","","","",41,1000688,1002796,w,n,5
"","","","",42,1007522,1010718,w,n,8
"","","","",43,1012826,1013812,w,n,2
"","","","",44,1014526,1014730,w,n,1
"","","","",45,1021224,1024216,w,n,7
"","","","",46,1028296,1029656,w,n,4
"","","","",47,1033056,1034348,w,n,4
"","","","",48,1040230,1040876,w,n,2
"","","","",49,1042100,1043154,w,n,3
"","","","",50,1045126,1045908,w,n,2
"","","","",51,1067396,1068076,w,n,2
"","","","",52,1082594,1083818,w,n,2
"","","","",53,1087014,1087184,w,n,1
"","","","",54,1090074,1092420,w,n,5
"","","","",55,1093576,1094256,w,n,2
"","","","",56,1100920,1101566,w,n,2
"","","","",57,1103402,1103708,w,n,1
"","","","",58,1104592,1104762,w,n,1
"","","","",59,1107856,1110848,w,n,7
"","","","",60,1112616,1113772,w,n,3
"","","","",61,1128120,1130806,w,n,6
"","","","",62,1133424,1133594,w,n,1
"","","","",63,1631320,1633258,w,n,7
"","","","",64,1634176,1641724,w,n,15
"","","","",65,1647096,1649986,w,n,7
"","","","",66,1656854,1661376,w,n,12
"","","","",67,1667700,1671372,w,n,11
"","","","",68,1691432,1693132,w,n,5
"","","","",69,1701054,1701972,w,n,3
"","","","",70,1709010,1710132,w,n,3
"","","","",71,1711084,1718496,w,n,20
"","","","",72,1731892,1734544,h,n,5
"","","","",73,1755148,1760418,w,n,17
"","","","",74,1763784,1763886,w,n,1
"","","","",75,1764702,1766402,w,n,5
"","","","",76,1772420,1772964,w,n,2
"","","","",77,1776092,1778540,w,n,4
"","","","",78,1812948,1817980,w,n,13
"","","","",79,1819578,1820428,w,n,2
"","","","",80,1821414,1822162,w,n,2
"","","","",81,1905360,1905768,k,n,1
"","","","",82,2190722,2190892,w,n,1
"","","","",83,2192422,2195040,w,n,5
"","","","",84,2197658,2209830,w,n,24
"","","","",85,2216970,2217752,w,n,2
"","","","",86,2219656,2227884,w,n,18
"","","","",87,2248964,2250052,w,n,2
"","","","",88,2276096,2276334,w,n,1
"","","","",89,2282590,2283066,w,n,2
"","","","",90,2289424,2289594,w,n,1
"","","","",91,2358886,2359124,w,n,1
"","","","",92,2380476,2380646,w,n,1
"","","","",93,2384080,2384658,w,n,2
"","","","",94,2386902,2389588,w,n,5
"","","","",95,2399210,2399788,w,n,2
"","","","",96,2402814,2406622,w,n,6
"","","","",97,2414544,2414918,w,n,2
"","","","",98,2418318,2421004,w,n,9
"","","","",99,2421922,2426240,w,n,11
"","","","",100,2428756,2428926,w,n,1
"","","","",101,2430762,2430966,w,n,1
"","","","",102,2442390,2450380,w,n,21
"","","","",103,2451434,2455004,w,n,10
"","","","",104,2458234,2476764,w,n,49
"","","","",105,2477852,2478056,w,n,1
"","","","",106,2479586,2486964,w,n,13
"","","","",107,2489956,2491316,w,n,4
"","","","",108,2493798,2501176,w,n,17
"","","","",109,2503352,2503896,w,n,2
"","","","",110,2506582,2515354,w,n,24
"","","","",111,2526846,2528206,w,n,4
"","","","",112,2542758,2548164,w,n,14
"","","","",113,2550442,2554488,w,n,12
"","","","",114,2555610,2559962,w,n,12
"","","","",115,2562206,2565266,w,n,6
"","","","",116,2566388,2568462,w,n,4
"","","","",117,2571114,2578968,w,n,19
"","","","",118,2579784,2591310,w,n,30
"","","","",119,2592432,2601000,w,n,24
"","","","",120,2608650,2608854,w,n,1
"","","","",121,2638638,2639114,w,n,2
"","","","",122,2649076,2668558,w,n,48
"","","","",123,2671720,2686680,w,n,42
"","","","",124,2688924,2690726,w,n,5
