task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",139,2475846,2476084,h,n,1
"","","","",140,2478056,2482476,w,n,15
"","","","",141,2489990,2490908,h,n,2
"","","","",142,2492098,2501006,h,n,7
"","","","",143,2503998,2504338,h,n,1
"","","","",144,2512872,2523310,w,n,22
"","","","",145,2525860,2537148,w,n,33
"","","","",146,2539596,2547892,w,n,23
"","","","",147,2576248,2580974,w,n,16
"","","","",148,2599640,2622828,w,n,60
"","","","",149,2631940,2634830,h,n,3
"","","","",150,2637482,2639624,h,n,2
"","","","",151,2659174,2683246,w,n,57
"","","","",152,2691474,2698104,w,n,15
"","","","",153,2699940,2717076,w,n,36
"","","","",154,2718708,2722856,w,n,7
"","","","",155,2724760,2727242,w,n,2
"","","","",156,2729588,2733702,w,n,6
"","","","",157,2737238,2737408,w,n,1
"","","","",158,2744140,2759950,w,n,15
"","","","",159,2793678,2795140,w,n,5
"","","","",160,2800206,2826794,w,n,51
"","","","",161,2827814,2827984,w,n,1
"","","","",162,2830160,2833322,w,n,5
