task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,330446,861900,MPS,1,353328,362508,h,n,26
2,904706,1414536,MPM,2,363596,371792,h,n,18
3,1473254,1664436,G,3,481882,493680,w,n,35
4,1718088,2227714,NMM,4,561952,570384,w,n,26
5,2267052,2758080,NMS,5,632638,632876,h,n,1
"","","","",6,647734,647870,w,n,1
"","","","",7,649842,650590,w,n,2
"","","","",8,659498,659702,w,n,1
"","","","",9,661980,662830,w,n,2
"","","","",10,666434,666740,w,n,1
"","","","",11,670072,670820,w,n,2
"","","","",12,672452,674016,w,n,4
"","","","",13,676736,677824,w,n,3
"","","","",14,679966,686562,w,n,20
"","","","",15,730796,730932,w,n,1
"","","","",16,817768,827118,w,n,29
"","","","",17,904842,904944,w,n,1
"","","","",18,907086,907222,w,n,1
"","","","",19,909806,915008,w,n,13
"","","","",20,917320,923168,w,n,15
"","","","",21,925072,935442,w,n,28
"","","","",22,940066,942174,w,n,4
"","","","",23,944044,945132,w,n,3
"","","","",24,946118,947104,w,n,3
"","","","",25,950470,952850,w,n,6
"","","","",26,954448,956318,w,n,6
"","","","",27,960466,961146,w,n,2
"","","","",28,967198,969510,w,n,4
"","","","",29,971618,971788,w,n,1
"","","","",30,973454,973862,w,n,2
"","","","",31,977568,978520,w,n,3
"","","","",32,986272,996200,w,n,16
"","","","",33,998444,999736,w,n,4
"","","","",34,1000790,1002048,w,n,4
"","","","",35,1002660,1005278,w,n,10
"","","","",36,1006604,1007216,w,n,2
"","","","",37,1008746,1011636,w,n,7
"","","","",38,1012316,1014934,w,n,7
"","","","",39,1016226,1021190,w,n,12
"","","","",40,1028738,1032614,w,n,10
"","","","",41,1034178,1036388,w,n,5
"","","","",42,1039040,1041148,w,n,7
"","","","",43,1043154,1044684,w,n,4
"","","","",44,1046690,1048390,w,n,5
"","","","",45,1050736,1052334,w,n,4
"","","","",46,1054272,1056787,w,n,7
"","","","",47,1058624,1058726,w,n,1
"","","","",48,1060290,1061820,w,n,5
"","","","",49,1063996,1066002,w,n,5
"","","","",50,1069674,1071102,w,n,4
"","","","",51,1072666,1076236,w,n,8
"","","","",52,1077766,1079602,w,n,4
"","","","",53,1081642,1086708,w,n,11
"","","","",54,1089836,1090346,w,n,2
"","","","",55,1092114,1094358,w,n,5
"","","","",56,1098234,1099696,w,n,4
"","","","",57,1101736,1105884,w,n,11
"","","","",58,1106836,1109216,w,n,5
"","","","",59,1110134,1115642,w,n,16
"","","","",60,1125128,1129310,w,n,10
"","","","",61,1131656,1142196,w,n,34
"","","","",62,1145018,1151546,w,n,22
"","","","",63,1153280,1156952,w,n,9
"","","","",64,1158652,1183268,w,n,75
"","","","",65,1188436,1195270,w,n,24
"","","","",66,1198466,1205844,w,n,25
"","","","",67,1208020,1216724,w,n,28
"","","","",68,1217982,1225292,w,n,25
"","","","",69,1226516,1228590,w,n,5
"","","","",70,1230154,1239640,w,n,23
"","","","",71,1239674,1240150,f,n,.
"","","","",72,1242326,1253614,w,n,30
"","","","",73,1254668,1276428,w,n,56
"","","","",74,1278570,1279624,w,n,4
"","","","",75,1281018,1287954,w,n,25
"","","","",76,1289824,1292408,w,n,8
"","","","",77,1293530,1293700,w,n,1
"","","","",78,1294958,1303152,w,n,22
"","","","",79,1304172,1307708,w,n,9
"","","","",80,1308932,1309102,w,n,1
"","","","",81,1310394,1310564,h,n,1
"","","","",82,1311278,1312094,w,n,3
"","","","",83,1312128,1312434,f,n,.
"","","","",84,1316310,1321954,w,n,16
"","","","",85,1322702,1328822,w,n,15
"","","","",86,1329808,1335282,w,n,18
"","","","",87,1336914,1337084,f,n,.
"","","","",88,1338818,1341606,h,n,8
"","","","",89,1342762,1349766,w,n,23
"","","","",90,1350820,1355342,w,n,13
"","","","",91,1359116,1364046,w,n,12
"","","","",92,1368262,1374450,w,n,17
"","","","",93,1376558,1392504,w,n,41
"","","","",94,1394442,1395156,h,n,2
"","","","",95,1398284,1399746,w,n,5
"","","","",96,1404608,1405356,w,n,2
"","","","",97,1406886,1407056,w,n,1
"","","","",98,1410320,1413686,w,n,9
"","","","",99,1719210,1723562,w,n,14
"","","","",100,1727880,1738692,w,n,33
"","","","",101,1739508,1740426,w,n,3
"","","","",102,1741616,1742568,w,n,3
"","","","",103,1743418,1747770,w,n,15
"","","","",104,1749504,1749640,w,n,1
"","","","",105,1750184,1753244,w,n,8
"","","","",106,1755590,1758684,w,n,6
"","","","",107,1759636,1769020,w,n,24
"","","","",108,1769938,1772556,w,n,6
"","","","",109,1775514,1780478,w,n,1
"","","","",110,1784728,1790542,w,n,14
"","","","",111,1791426,1793636,w,n,2
"","","","",112,1800640,1811180,w,n,26
"","","","",113,1811826,1822468,w,n,26
"","","","",114,1824202,1833824,w,n,26
"","","","",115,1835014,1838380,w,n,10
"","","","",116,1839026,1843072,w,n,13
"","","","",117,1844160,1851708,w,n,22
"","","","",118,1853068,1857998,w,n,12
"","","","",119,1859732,1860412,w,n,2
"","","","",120,1861024,1861160,w,n,1
"","","","",121,1863846,1872006,w,n,20
"","","","",122,1873128,1878228,w,n,14
"","","","",123,1879282,1888326,w,n,19
"","","","",124,1888972,1892440,w,n,11
"","","","",125,1893766,1902096,w,n,26
"","","","",126,1904510,1911718,w,n,21
"","","","",127,1913180,1915696,w,n,4
"","","","",128,1918450,1924366,w,n,16
"","","","",129,1925522,1934056,w,n,26
"","","","",130,1937592,1946976,w,n,29
"","","","",131,1947792,1948166,w,n,1
"","","","",132,1950274,1952620,w,n,6
"","","","",133,1953164,1957686,w,n,9
"","","","",134,1958808,1958910,w,n,1
"","","","",135,1959964,1965506,w,n,12
"","","","",136,1966560,1968090,w,n,5
"","","","",137,1969314,1977576,w,n,19
"","","","",138,1979378,1985362,w,n,13
"","","","",139,1990326,2002396,w,n,32
"","","","",140,2006374,2006578,w,n,1
"","","","",141,2011610,2016200,w,n,16
"","","","",142,2018716,2019328,w,n,2
"","","","",143,2020756,2022286,w,n,4
"","","","",144,2024122,2025108,w,n,3
"","","","",145,2027488,2027998,w,n,2
"","","","",146,2030378,2034254,w,n,9
"","","","",147,2036736,2036872,w,n,1
"","","","",148,2041870,2058122,w,n,39
"","","","",149,2058734,2069410,w,n,27
"","","","",150,2070396,2073932,w,n,8
"","","","",151,2076584,2082568,w,n,17
"","","","",152,2083860,2101948,w,n,48
"","","","",153,2104294,2105994,w,n,3
"","","","",154,2108442,2108510,w,n,1
"","","","",155,2168180,2170050,h,n,4
"","","","",156,2174504,2175286,w,n,2
"","","","",157,2180556,2188308,w,n,17
"","","","",158,2189634,2193340,w,n,11
