task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",159,2195312,2206022,w,n,33
"","","","",160,2270690,2277524,w,n,21
"","","","",161,2278612,2287418,w,n,23
"","","","",162,2292960,2300066,w,n,17
"","","","",163,2302208,2305370,w,n,9
"","","","",164,2307410,2307512,w,n,1
"","","","",165,2324070,2328354,w,n,13
"","","","",166,2332740,2336820,w,n,12
"","","","",167,2338112,2338282,w,n,1
"","","","",168,2339948,2343994,w,n,10
"","","","",169,2352188,2354500,w,n,8
"","","","",170,2371636,2373200,w,n,5
"","","","",171,2374662,2378946,w,n,16
"","","","",172,2381054,2390370,w,n,25
"","","","",173,2392512,2394144,w,n,4
"","","","",174,2395674,2397476,w,n,4
"","","","",175,2401080,2405194,w,n,11
"","","","",176,2452760,2454018,w,n,3
"","","","",177,2457418,2459560,w,n,5
"","","","",178,2462790,2463538,w,n,3
"","","","",179,2464354,2465034,w,n,2
"","","","",180,2466768,2467006,w,n,1
"","","","",181,2470508,2470848,w,n,1
"","","","",182,2481388,2483122,w,n,3
"","","","",183,2484312,2484652,w,n,1
"","","","",184,2485468,2486522,w,n,3
"","","","",185,2498218,2508316,w,n,25
"","","","",186,2510356,2516034,w,n,15
"","","","",187,2517088,2519264,w,n,6
"","","","",188,2521576,2527900,w,n,18
"","","","",189,2550102,2550340,w,n,1
"","","","",190,2553060,2553162,w,n,1
"","","","",191,2576044,2577234,w,n,1
"","","","",192,2588250,2591888,w,n,11
"","","","",193,2596750,2597464,w,n,2
"","","","",194,2601952,2602904,w,n,2
"","","","",195,2604434,2609534,w,n,10
"","","","",196,2614090,2614668,w,n,2
"","","","",197,2616164,2619156,w,n,7
"","","","",198,2622896,2628336,w,n,15
"","","","",199,2629254,2629458,w,n,1
"","","","",200,2632586,2633334,w,n,2
"","","","",201,2636462,2636700,w,n,1
"","","","",202,2638366,2639012,w,n,2
"","","","",203,2643772,2647342,w,n,7
"","","","",204,2690930,2691576,h,n,2
"","","","",205,2695656,2699192,h,n,8
"","","","",206,2702966,2705108,h,n,5
"","","","",207,2715308,2715546,w,n,1
"","","","",208,2719626,2723774,w,n,1
"","","","",209,2726086,2726528,w,n,2
"","","","",210,2742508,2745160,w,n,6
"","","","",211,2747472,2753660,w,n,19
"","","","",212,2757502,2758080,w,n,1
