task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,252416,809846,NMM,1,252450,252892,w,n,2
2,929016,1416168,NMS,2,254660,256292,w,n,5
3,1559410,1679090,G,3,256938,259216,w,n,5
4,1777350,2268684,MPS,4,261970,264520,w,n,8
5,2315298,2809862,MPM,5,265982,267682,w,n,5
"","","","",6,270028,270912,w,n,3
"","","","",7,271694,276352,w,n,16
"","","","",8,278970,279922,w,n,3
"","","","",9,294508,298010,w,n,13
"","","","",10,299166,302736,w,n,9
"","","","",11,303960,307870,w,n,9
"","","","",12,309060,314534,w,n,14
"","","","",13,315962,326570,w,n,30
"","","","",14,327386,331432,w,n,12
"","","","",15,332792,334152,w,n,3
"","","","",16,335818,342584,w,n,24
"","","","",17,343230,351866,w,n,26
"","","","",18,354246,360910,w,n,22
"","","","",19,361896,366690,w,n,17
"","","","",20,369648,370362,w,n,2
"","","","",21,374102,380120,w,n,15
"","","","",22,380868,388824,w,n,22
"","","","",23,390456,392734,w,n,8
"","","","",24,398650,399160,w,n,2
"","","","",25,401370,401778,w,n,2
"","","","",26,406028,407286,w,n,5
"","","","",27,407320,407762,f,n,.
"","","","",28,448494,451758,h,n,5
"","","","",29,456246,461788,w,n,14
"","","","",30,463148,463386,w,n,1
"","","","",31,464066,464712,w,n,2
"","","","",32,465460,465970,w,n,2
"","","","",33,467466,468350,w,n,3
"","","","",34,472158,474538,w,n,6
"","","","",35,476408,482324,w,n,14
"","","","",36,483582,487016,w,n,8
"","","","",37,488172,489226,w,n,3
"","","","",38,490926,500242,w,n,23
"","","","",39,506464,510340,w,n,10
"","","","",40,513128,514522,w,n,4
"","","","",41,516256,521832,w,n,14
"","","","",42,523056,527714,w,n,12
"","","","",43,529720,531556,w,n,5
"","","","",44,532100,534480,w,n,7
"","","","",45,536860,538050,w,n,4
"","","","",46,541654,545462,w,n,10
"","","","",47,547842,551582,w,n,11
"","","","",48,552942,555934,w,n,9
"","","","",49,564298,571880,w,n,21
"","","","",50,574566,575246,w,n,3
"","","","",51,576096,579496,w,n,11
"","","","",52,580040,593266,w,n,39
"","","","",53,596054,600678,w,n,13
"","","","",54,602922,606866,w,n,11
"","","","",55,609688,610674,w,n,3
"","","","",56,611422,618698,w,n,17
"","","","",57,619820,625634,w,n,11
"","","","",58,628524,631550,w,n,8
"","","","",59,635086,635630,w,n,2
"","","","",60,640186,640424,w,n,1
"","","","",61,641614,642362,w,n,3
"","","","",62,643824,648618,w,n,14
"","","","",63,651712,652494,w,n,3
"","","","",64,653276,654738,w,n,5
"","","","",65,670582,671670,w,n,4
"","","","",66,682788,687582,w,n,17
"","","","",67,689316,693362,w,n,12
"","","","",68,694382,699006,w,n,16
"","","","",69,700332,700910,w,n,2
"","","","",70,703902,708934,w,n,13
"","","","",71,710804,725186,w,n,40
"","","","",72,729232,732462,w,n,9
"","","","",73,735352,735556,w,n,1
"","","","",74,737766,743478,w,n,15
"","","","",75,744226,754902,w,n,26
"","","","",76,756534,760716,w,n,9
"","","","",77,761566,762620,w,n,2
"","","","",78,763334,766904,w,n,10
"","","","",79,767924,769386,w,n,4
"","","","",80,770032,771528,w,n,4
"","","","",81,771834,772412,f,n,.
"","","","",82,778702,779756,w,n,3
