task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",83,780742,782068,w,n,4
"","","","",84,784380,785604,w,n,4
"","","","",85,785638,786216,f,n,.
"","","","",86,790704,795260,w,n,11
"","","","",87,795362,795838,f,n,.
"","","","",88,800632,800802,w,n,1
"","","","",89,805188,805426,w,n,1
"","","","",90,945914,953938,w,n,22
"","","","",91,954890,957168,w,n,8
"","","","",92,959752,967130,w,n,21
"","","","",93,971720,972638,w,n,3
"","","","",94,974202,977092,w,n,11
"","","","",95,977738,977840,w,n,1
"","","","",96,984028,986442,h,n,6
"","","","",97,1011398,1014798,w,n,9
"","","","",98,1015682,1015920,w,n,1
"","","","",99,1017450,1019830,w,n,7
"","","","",100,1020510,1024216,w,n,12
"","","","",101,1035572,1039992,h,n,10
"","","","",102,1056618,1060630,w,n,13
"","","","",103,1075216,1077698,w,n,8
"","","","",104,1081880,1087762,w,n,18
"","","","",105,1116050,1118634,w,n,9
"","","","",106,1119960,1122544,w,n,8
"","","","",107,1125502,1133458,w,n,25
"","","","",108,1134954,1142808,w,n,21
"","","","",109,1143692,1144338,w,n,2
"","","","",110,1199146,1204654,w,n,18
"","","","",111,1208462,1212440,w,n,9
"","","","",112,1213426,1219138,w,n,14
"","","","",113,1221858,1222436,w,n,2
"","","","",114,1224748,1225224,w,n,2
"","","","",115,1227264,1227502,w,n,1
"","","","",116,1229712,1234642,w,n,14
"","","","",117,1236410,1236852,w,n,1
"","","","",118,1238314,1245522,w,n,22
"","","","",119,1268506,1270478,w,n,7
"","","","",120,1280916,1292136,w,n,33
"","","","",121,1296012,1296556,w,n,2
"","","","",122,1297916,1299446,w,n,5
"","","","",123,1301588,1305294,w,n,12
"","","","",124,1307266,1307470,w,n,1
"","","","",125,1311040,1321750,w,n,29
"","","","",126,1326612,1329672,w,n,9
"","","","",127,1335996,1336710,w,n,3
"","","","",128,1346570,1352384,w,n,15
"","","","",129,1361292,1362516,w,n,4
"","","","",130,1367276,1367446,w,n,1
"","","","",131,1369486,1374382,w,n,13
"","","","",132,1375402,1376422,w,n,3
"","","","",133,1379142,1380672,w,n,5
"","","","",134,1382168,1382304,w,n,1
"","","","",135,1385636,1388016,w,n,5
"","","","",136,1389546,1390328,w,n,3
"","","","",137,1391518,1399950,w,n,27
"","","","",138,1402092,1407328,w,n,15
"","","","",139,1408790,1410694,w,n,5
"","","","",140,1835898,1839536,w,n,10
"","","","",141,1841712,1845452,w,n,8
"","","","",142,1846846,1848784,w,n,6
"","","","",143,1854088,1854496,w,n,2
"","","","",144,1902266,1907740,w,n,20
"","","","",145,1935688,1941434,w,n,21
"","","","",146,1956734,1958808,w,n,4
"","","","",147,2081072,2081446,h,n,1
"","","","",148,2084438,2090626,w,n,21
"","","","",149,2098888,2100350,w,n,3
"","","","",150,2102730,2107660,w,n,16
"","","","",151,2113066,2116908,w,n,13
"","","","",152,2153458,2158286,w,n,15
"","","","",153,2163896,2167364,w,n,8
"","","","",154,2171138,2171342,w,n,1
"","","","",155,2325702,2341002,w,n,38
"","","","",156,2342736,2343722,w,n,3
"","","","",157,2344946,2345524,w,n,2
"","","","",158,2347768,2349842,w,n,6
"","","","",159,2352664,2353208,w,n,2
"","","","",160,2353956,2354398,w,n,2
"","","","",161,2355418,2356574,w,n,4
"","","","",162,2359090,2360722,w,n,4
"","","","",163,2361708,2362422,w,n,2
"","","","",164,2365142,2365958,w,n,2
"","","","",165,2368270,2369460,w,n,3
"","","","",166,2375172,2375342,w,n,1
"","","","",167,2377212,2377382,w,n,1
"","","","",168,2392410,2395878,w,n,9
"","","","",169,2398904,2401896,w,n,9
"","","","",170,2404480,2409716,w,n,13
"","","","",171,2410770,2417264,w,n,20
"","","","",172,2418692,2426750,w,n,22
"","","","",173,2440044,2441438,w,n,4
"","","","",174,2442152,2443920,w,n,4
"","","","",175,2446368,2446606,h,n,1
"","","","",176,2447558,2448306,h,n,2
"","","","",177,2449292,2451842,w,n,7
"","","","",178,2453678,2454766,w,n,3
"","","","",179,2456432,2460954,w,n,15
"","","","",180,2462552,2463674,w,n,3
"","","","",181,2476866,2479246,w,n,7
"","","","",182,2481422,2483020,w,n,5
"","","","",183,2486114,2487610,w,n,5
"","","","",184,2488630,2488732,w,n,1
"","","","",185,2488834,2489616,f,n,.
"","","","",186,2506956,2507636,w,n,3
"","","","",187,2508792,2509472,w,n,2
"","","","",188,2510118,2512974,w,n,8
"","","","",189,2514334,2515626,w,n,4
"","","","",190,2518686,2520488,w,n,7
"","","","",191,2523854,2524840,w,n,3
"","","","",192,2527424,2531164,w,n,10
"","","","",193,2532218,2534598,w,n,8
"","","","",194,2538372,2538576,w,n,1
"","","","",195,2539358,2539562,w,n,1
"","","","",196,2549932,2551156,w,n,4
"","","","",197,2552210,2556324,w,n,9
"","","","",198,2557616,2557820,w,n,1
"","","","",199,2558704,2568292,w,n,23
"","","","",200,2570196,2582436,w,n,29
"","","","",201,2587638,2588250,w,n,2
"","","","",202,2588828,2591106,w,n,8
"","","","",203,2594506,2596852,w,n,8
"","","","",204,2597396,2598348,w,n,3
"","","","",205,2599266,2603482,w,n,14
"","","","",206,2604910,2608310,w,n,11
"","","","",207,2610690,2610928,w,n,1
"","","","",208,2614702,2618476,w,n,12
"","","","",209,2619666,2620754,w,n,3
"","","","",210,2626432,2627588,w,n,3
"","","","",211,2634898,2635306,w,n,2
"","","","",212,2642412,2645574,w,n,9
"","","","",213,2646220,2646492,w,n,1
"","","","",214,2648124,2648328,w,n,1
"","","","",215,2654074,2656794,w,n,8
"","","","",216,2658902,2662472,w,n,9
"","","","",217,2665974,2671652,w,n,16
"","","","",218,2675868,2676004,w,n,1
"","","","",219,2678758,2680900,w,n,6
"","","","",220,2681444,2687054,w,n,12
"","","","",221,2687666,2688516,w,n,3
"","","","",222,2689400,2695656,w,n,19
"","","","",223,2696540,2704020,w,n,21
"","","","",224,2710242,2711500,w,n,3
"","","","",225,2726426,2735844,w,n,26
"","","","",226,2739414,2747914,w,n,24
"","","","",227,2748662,2750396,w,n,5
"","","","",228,2752096,2753830,w,n,5
"","","","",229,2755326,2755938,w,n,2
"","","","",230,2759100,2761106,w,n,7
"","","","",231,2761820,2763316,w,n,6
"","","","",232,2765220,2767328,w,n,7
"","","","",233,2768450,2771578,w,n,9
"","","","",234,2774298,2774876,w,n,2
"","","","",235,2776304,2778854,w,n,8
"","","","",236,2783070,2783206,w,n,1
"","","","",237,2788340,2789530,w,n,4
"","","","",238,2794766,2799322,w,n,16
"","","","",239,2804558,2807142,w,n,8
"","","","",240,2809148,2809862,w,n,2
